,cluster14,,,,cluster15,,,,cluster18,,,,cluster27,,,
date,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
2015-03-17,3,-0.334,0.549,0.549,6,0.632,1.221,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-03-18,1,3.023,1.221,0.000,7,-0.130,0.000,0.000,2,-0.952,0.000,0.000,0,0.000,0.000,0.000
2015-03-19,4,-0.224,0.000,0.000,2,-0.256,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-20,1,-0.671,0.000,0.000,4,-1.405,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-03-21,6,0.656,0.000,0.000,11,-4.979,0.000,0.000,0,0.000,0.000,0.000,3,-0.426,0.000,0.000
2015-03-22,6,-1.471,1.221,1.221,6,-1.512,0.000,0.000,1,0.951,0.000,0.000,0,0.000,0.000,0.000
2015-03-23,0,0.000,0.000,0.000,1,-0.128,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-24,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-25,0,0.000,0.000,0.000,6,-2.383,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-03-26,0,0.000,0.000,0.000,11,-3.373,0.000,0.000,0,0.000,0.000,0.000,1,-2.307,0.000,1.221
2015-03-27,1,-0.142,0.000,0.000,2,-0.930,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-28,2,3.821,2.443,0.000,1,-0.430,0.000,0.000,1,-0.561,0.000,0.000,0,0.000,0.000,0.000
2015-03-29,1,-0.142,0.000,0.000,2,-0.260,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-30,0,0.000,0.000,0.000,1,-0.430,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-31,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-01,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-02,1,0.735,0.000,0.000,1,-0.128,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-03,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-04,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,1.683,1.221,0.000,0,0.000,0.000,0.000
2015-04-05,0,0.000,0.000,0.000,1,-0.132,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-06,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-07,0,0.000,0.000,0.000,3,-1.112,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-04-08,2,0.270,0.000,0.000,4,-1.614,0.000,0.000,3,0.781,0.000,0.000,0,0.000,0.000,0.000
2015-04-09,1,-0.142,0.000,0.000,6,-0.644,0.000,0.000,2,-0.579,0.000,0.000,0,0.000,0.000,0.000
2015-04-10,1,0.834,0.549,0.000,2,-0.945,0.000,0.000,3,1.173,1.098,0.000,0,0.000,0.000,0.000
2015-04-11,0,0.000,0.000,0.000,1,-0.465,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-12,0,0.000,0.000,0.000,1,-0.128,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-13,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-14,0,0.000,0.000,0.000,1,-0.480,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-15,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-16,1,1.800,1.221,0.000,3,-1.381,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-17,0,0.000,0.000,0.000,1,-0.480,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-18,1,1.552,1.221,0.000,1,-0.128,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-19,2,-2.072,0.000,1.221,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-20,0,0.000,0.000,0.000,1,-0.451,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-21,4,2.007,0.000,0.000,5,-2.211,0.000,0.000,3,0.926,0.000,0.000,0,0.000,0.000,0.000
2015-04-22,3,1.187,1.221,0.000,12,-5.527,1.221,1.221,2,-0.284,0.000,0.000,0,0.000,0.000,0.000
2015-04-23,0,0.000,0.000,0.000,1,-0.480,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-24,3,0.082,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-25,8,3.303,1.221,0.000,10,-2.551,0.000,0.000,5,0.471,0.000,0.000,0,0.000,0.000,0.000
2015-04-26,4,0.522,0.000,0.000,7,-1.834,0.000,0.000,1,2.341,1.221,0.000,0,0.000,0.000,0.000
2015-04-27,2,3.210,1.221,0.000,7,-0.155,0.000,0.000,2,0.809,0.000,0.000,0,0.000,0.000,0.000
2015-04-28,2,0.493,0.000,0.000,4,-0.357,0.000,0.000,1,-0.870,0.000,0.000,0,0.000,0.000,0.000
2015-04-29,1,-0.142,0.000,0.000,6,1.349,1.221,0.000,1,-2.260,0.000,1.221,0,0.000,0.000,0.000
2015-04-30,2,-0.284,0.000,0.000,7,-3.329,0.000,0.000,3,2.315,1.221,0.000,0,0.000,0.000,0.000
2015-05-01,0,0.000,0.000,0.000,3,-1.457,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-02,2,-0.284,0.000,0.000,2,-0.252,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-03,1,2.137,1.221,0.000,2,-0.256,0.000,0.000,1,1.782,1.221,0.000,0,0.000,0.000,0.000
2015-05-04,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-05,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-05-06,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-07,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-08,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-09,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-10,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-11,0,0.000,0.000,0.000,3,1.833,1.221,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-12,0,0.000,0.000,0.000,1,-0.494,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-13,0,0.000,0.000,0.000,2,-0.910,0.000,0.000,1,0.834,0.000,0.000,0,0.000,0.000,0.000
2015-05-14,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-05-15,1,0.841,0.000,0.000,1,-0.494,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-05-16,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-17,0,0.000,0.000,0.000,1,-0.494,0.000,0.000,2,0.887,0.000,0.000,0,0.000,0.000,0.000
2015-05-18,1,0.760,0.000,0.000,6,-1.156,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-05-19,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-05-20,0,0.000,0.000,0.000,3,-0.707,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-21,0,0.000,0.000,0.000,6,-2.114,0.000,0.000,5,0.138,0.000,0.000,1,-0.830,0.000,0.549
2015-05-22,2,-0.284,0.000,0.000,7,-0.780,0.000,0.000,2,0.536,0.000,0.000,0,0.000,0.000,0.000
2015-05-23,6,0.922,1.221,0.000,5,0.705,0.000,0.000,3,2.066,1.221,0.000,0,0.000,0.000,0.000
2015-05-24,1,1.648,1.221,0.000,7,-0.896,0.000,0.000,4,-0.146,0.000,0.000,0,0.000,0.000,0.000
2015-05-25,4,3.073,1.221,0.000,5,-1.588,0.000,0.000,8,2.748,0.111,0.000,0,0.000,0.000,0.000
2015-05-26,2,-0.284,0.000,0.000,7,-2.602,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-27,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-28,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-29,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-30,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-31,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-01,4,0.117,0.000,0.000,8,-3.882,0.000,0.000,3,0.586,0.000,0.000,2,-1.097,0.000,0.549
2015-06-02,1,-1.258,0.000,1.221,6,-2.615,0.000,0.000,2,-1.041,0.000,0.000,0,0.000,0.000,0.000
2015-06-03,3,3.733,1.221,0.000,11,-4.806,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-06-04,1,0.813,0.000,0.000,7,-1.059,0.000,0.000,6,5.001,3.664,0.000,0,0.000,0.000,0.000
2015-06-05,3,0.508,0.000,0.000,9,-1.112,1.221,0.000,4,1.531,0.549,0.000,0,0.000,0.000,0.000
2015-06-06,4,2.648,1.221,0.000,16,1.289,1.221,0.000,5,3.304,2.443,0.000,0,0.000,0.000,0.000
2015-06-07,1,-0.142,0.000,0.000,11,-1.584,0.000,0.000,4,-3.032,0.000,1.221,0,0.000,0.000,0.000
2015-06-08,3,3.098,2.443,0.000,9,-0.305,1.221,0.000,5,1.951,1.221,0.000,0,0.000,0.000,0.000
2015-06-09,2,2.758,2.443,0.000,10,-1.405,1.221,0.000,3,-0.426,0.000,0.000,0,0.000,0.000,0.000
2015-06-10,0,0.000,0.000,0.000,12,-1.536,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-11,0,0.000,0.000,0.000,11,0.217,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-06-12,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-13,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-14,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-15,1,-0.955,0.000,0.000,5,-2.242,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-16,0,0.000,0.000,0.000,2,-0.441,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-17,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-18,1,2.277,1.221,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-19,0,0.000,0.000,0.000,4,-2.048,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-20,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-21,0,0.000,0.000,0.000,1,-0.419,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-22,0,0.000,0.000,0.000,4,0.581,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-23,1,1.930,1.221,0.000,1,-0.480,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-24,0,0.000,0.000,0.000,5,0.190,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-25,0,0.000,0.000,0.000,1,-0.128,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-06-26,0,0.000,0.000,0.000,4,-0.837,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-27,2,1.206,1.221,0.000,7,-3.283,0.000,0.000,2,-0.284,0.000,0.000,0,0.000,0.000,0.000
2015-06-28,2,-0.284,0.000,0.000,10,-3.814,0.000,0.000,3,0.085,0.000,0.000,0,0.000,0.000,0.000
2015-06-29,2,1.700,1.221,0.000,10,-1.491,0.000,0.000,3,0.699,0.000,0.000,0,0.000,0.000,0.000
2015-06-30,1,1.366,1.221,0.000,7,-3.053,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-07-01,0,0.000,0.000,0.000,7,-3.355,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-02,4,1.135,1.221,0.000,9,-0.676,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-03,1,1.267,1.221,0.000,11,-2.090,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-04,4,4.425,2.443,0.000,13,-3.204,1.221,0.000,3,-0.426,0.000,0.000,0,0.000,0.000,0.000
2015-07-05,4,7.364,4.886,0.000,19,5.359,2.443,0.000,2,-0.284,0.000,0.000,0,0.000,0.000,0.000
2015-07-06,3,0.266,0.000,0.000,8,-1.692,0.000,0.000,2,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-07-07,2,1.506,1.221,0.000,9,-2.322,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-07-08,2,-0.764,0.000,0.000,8,-3.506,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-09,2,-0.284,0.000,0.000,6,-2.885,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-10,2,-0.731,0.000,0.000,12,-4.174,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-07-11,3,3.170,2.443,0.000,4,-0.441,0.000,0.000,1,0.497,0.000,0.000,0,0.000,0.000,0.000
2015-07-12,3,0.451,0.000,0.000,5,-0.137,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-13,1,-0.991,0.000,0.000,7,-2.174,0.000,0.000,1,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-14,3,-1.838,0.000,1.221,6,-2.818,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-07-15,4,0.426,0.000,0.000,10,-4.138,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-16,5,5.187,2.689,0.000,12,-1.473,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-17,1,-0.142,0.000,0.000,12,-1.362,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-18,21,5.285,4.034,1.221,4,-1.450,0.000,0.000,1,0.792,0.000,0.000,0,0.000,0.000,0.000
2015-07-19,5,0.685,1.221,0.000,8,-2.278,0.000,0.000,3,-0.426,0.000,0.000,0,0.000,0.000,0.000
2015-07-20,1,-2.164,0.000,1.221,3,-1.422,0.000,0.000,1,0.329,0.000,0.000,0,0.000,0.000,0.000
2015-07-21,3,2.726,1.221,0.000,12,-2.367,1.221,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-22,2,-0.284,0.000,0.000,6,-1.134,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-23,0,0.000,0.000,0.000,15,-2.049,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-07-24,5,1.309,1.221,0.000,6,-1.057,0.000,0.000,2,2.063,1.221,0.000,0,0.000,0.000,0.000
2015-07-25,1,-0.142,0.000,0.000,11,-0.128,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-26,2,-0.284,0.000,0.000,7,-1.183,0.000,0.000,2,-0.007,0.000,0.000,0,0.000,0.000,0.000
2015-07-27,0,0.000,0.000,0.000,2,-0.593,0.000,0.000,1,-0.536,0.000,0.000,0,0.000,0.000,0.000
2015-07-28,0,0.000,0.000,0.000,4,-0.512,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-29,0,0.000,0.000,0.000,2,-0.558,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-30,0,0.000,0.000,0.000,7,-1.266,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-07-31,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-01,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-02,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-03,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-04,0,0.000,0.000,0.000,3,-0.231,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-05,2,-0.044,0.000,0.000,6,-1.422,0.000,0.000,1,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-06,0,0.000,0.000,0.000,1,-0.128,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-07,1,1.617,1.221,0.000,2,-0.256,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-08,0,0.000,0.000,0.000,2,-0.636,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-09,0,0.000,0.000,0.000,1,-0.430,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-10,0,0.000,0.000,0.000,1,-0.128,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-11,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-12,0,0.000,0.000,0.000,4,-0.164,0.000,0.000,3,1.905,1.221,0.000,0,0.000,0.000,0.000
2015-08-13,1,-0.487,0.000,0.000,3,1.041,1.221,0.000,1,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-14,1,-0.142,0.000,0.000,13,-2.034,0.000,0.000,2,0.387,0.000,0.000,0,0.000,0.000,0.000
2015-08-15,5,2.744,1.221,0.000,4,-0.512,0.000,0.000,3,1.286,1.221,0.000,0,0.000,0.000,0.000
2015-08-16,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-17,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-18,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-19,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-20,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-21,2,1.128,1.221,0.000,10,1.946,1.221,0.000,7,0.499,1.221,0.000,0,0.000,0.000,0.000
2015-08-22,4,-1.919,0.000,1.221,12,0.455,0.000,0.000,6,-0.480,0.000,0.000,0,0.000,0.000,0.000
2015-08-23,5,2.619,2.443,0.000,18,0.147,1.221,0.000,5,1.403,1.221,0.000,1,-0.142,0.000,0.000
2015-08-24,7,7.395,4.886,0.000,11,-0.109,1.221,0.000,6,0.776,1.770,1.221,0,0.000,0.000,0.000
2015-08-25,2,1.787,1.221,0.000,9,-2.479,0.000,0.000,8,1.720,1.221,0.000,0,0.000,0.000,0.000
2015-08-26,3,0.422,1.221,0.000,7,-0.849,0.000,0.000,9,4.833,2.443,1.221,0,0.000,0.000,0.000
2015-08-27,1,-0.142,0.000,0.000,5,-2.122,0.000,0.000,8,1.067,1.221,0.000,0,0.000,0.000,0.000
2015-08-28,1,0.724,0.000,0.000,11,-0.951,0.000,0.000,4,-0.562,0.000,1.221,0,0.000,0.000,0.000
2015-08-29,4,1.216,1.221,0.000,12,-2.144,0.000,0.000,13,-2.768,1.221,3.664,0,0.000,0.000,0.000
2015-08-30,4,2.512,1.221,0.000,9,-1.457,0.000,0.000,8,10.402,5.983,0.000,0,0.000,0.000,0.000
2015-08-31,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-01,4,2.942,1.221,0.000,10,0.561,1.221,0.000,8,1.275,0.000,0.000,0,0.000,0.000,0.000
2015-09-02,8,2.839,1.221,0.000,15,-3.457,0.000,0.000,3,2.870,1.221,0.000,0,0.000,0.000,0.000
2015-09-03,40,7.046,2.992,1.221,19,-5.762,0.000,0.000,14,3.539,4.213,2.443,0,0.000,0.000,0.000
2015-09-04,34,9.361,8.426,2.992,16,-3.190,0.000,0.000,11,3.933,2.992,0.000,0,0.000,0.000,0.000
2015-09-05,60,7.935,7.630,2.319,20,-3.593,0.000,0.000,9,5.117,2.992,0.000,0,0.000,0.000,0.000
2015-09-06,24,4.517,2.443,0.000,17,-0.413,1.221,0.000,16,2.942,3.664,1.221,0,0.000,0.000,0.000
2015-09-07,7,0.803,1.221,1.221,13,0.200,1.221,0.000,13,7.506,4.886,1.221,0,0.000,0.000,0.000
2015-09-08,6,4.976,2.992,0.000,8,-1.606,0.000,0.000,5,3.425,2.992,0.000,0,0.000,0.000,0.000
2015-09-09,1,0.678,0.000,0.000,3,-0.579,0.000,0.000,1,-0.707,0.000,0.000,0,0.000,0.000,0.000
2015-09-10,2,-2.360,0.000,1.770,10,-4.489,0.000,0.000,8,0.965,2.443,1.221,0,0.000,0.000,0.000
2015-09-11,1,0.976,0.000,0.000,2,-0.256,0.000,0.000,1,1.552,1.221,0.000,0,0.000,0.000,0.000
2015-09-12,2,1.965,1.221,0.000,1,-0.128,0.000,0.000,3,0.205,0.000,0.000,0,0.000,0.000,0.000
2015-09-13,2,-0.284,0.000,0.000,7,-3.158,0.000,0.000,2,1.677,0.549,0.000,0,0.000,0.000,0.000
2015-09-14,1,-0.142,0.000,0.000,3,0.596,0.000,0.000,6,-0.076,0.000,0.000,0,0.000,0.000,0.000
2015-09-15,0,0.000,0.000,0.000,8,-1.127,0.000,0.000,3,-0.457,0.000,0.000,0,0.000,0.000,0.000
2015-09-16,0,0.000,0.000,0.000,4,-0.185,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-17,0,0.000,0.000,0.000,6,0.009,0.000,0.000,3,-0.315,0.000,0.000,0,0.000,0.000,0.000
2015-09-18,0,0.000,0.000,0.000,2,-0.256,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-19,2,3.196,2.443,0.000,5,-1.394,0.000,0.000,10,1.070,2.443,1.221,0,0.000,0.000,0.000
2015-09-20,2,1.667,1.221,0.000,4,1.806,1.221,0.000,5,0.848,0.000,0.000,0,0.000,0.000,0.000
2015-09-21,3,0.956,1.221,0.000,20,-4.235,0.000,0.000,13,2.426,1.332,0.000,0,0.000,0.000,0.000
2015-09-22,3,0.109,1.770,1.221,12,-2.939,0.000,0.000,18,3.930,4.213,1.221,0,0.000,0.000,0.000
2015-09-23,3,0.028,0.000,0.000,13,-1.570,0.000,0.000,12,5.400,3.664,0.000,0,0.000,0.000,0.000
2015-09-24,3,1.226,1.221,0.000,10,2.346,2.443,0.000,23,-2.145,1.221,0.000,0,0.000,0.000,0.000
2015-09-25,3,1.941,1.221,0.000,15,0.314,0.000,0.000,23,-0.855,1.098,1.221,0,0.000,0.000,0.000
2015-09-26,3,-2.271,0.549,1.221,9,-0.652,0.000,0.000,29,10.042,7.205,0.000,0,0.000,0.000,0.000
2015-09-27,8,7.247,3.664,0.000,12,-4.440,0.000,0.000,28,15.114,11.541,1.221,0,0.000,0.000,0.000
2015-09-28,5,1.782,1.221,1.221,10,-4.745,0.000,0.000,24,6.569,4.886,1.221,0,0.000,0.000,0.000
2015-09-29,1,-0.142,0.000,0.000,16,-7.169,0.000,0.000,16,0.133,1.221,0.000,0,0.000,0.000,0.000
2015-09-30,4,-2.132,0.000,0.000,10,-2.524,0.000,0.000,26,-0.170,1.881,2.319,0,0.000,0.000,0.000
2015-10-01,6,0.181,1.221,1.221,9,-4.192,0.000,0.000,21,4.780,4.213,0.000,0,0.000,0.000,0.000
2015-10-02,3,-0.678,0.000,0.000,18,-4.895,0.000,0.000,22,4.070,3.911,1.221,0,0.000,0.000,0.000
2015-10-03,8,2.617,1.221,0.000,10,-2.544,0.000,0.000,33,7.564,5.434,1.221,0,0.000,0.000,0.000
2015-10-04,2,1.393,1.221,0.000,19,-8.485,0.000,0.000,22,-0.888,1.332,1.221,0,0.000,0.000,0.000
2015-10-05,4,1.101,1.221,0.000,18,-2.059,0.000,0.000,31,4.402,5.681,2.443,0,0.000,0.000,0.000
2015-10-06,3,-0.426,0.000,0.000,9,1.886,0.000,0.000,12,9.026,4.324,0.000,0,0.000,0.000,0.000
2015-10-07,3,2.301,1.770,0.000,11,-2.843,0.000,0.000,16,-0.574,2.443,3.664,0,0.000,0.000,0.000
2015-10-08,1,-0.142,0.000,0.000,11,-3.257,0.000,0.000,29,3.709,2.824,1.221,0,0.000,0.000,0.000
2015-10-09,1,0.760,0.000,0.000,14,-3.653,0.000,0.000,15,-2.325,0.000,1.221,0,0.000,0.000,0.000
2015-10-10,2,-1.105,0.000,0.000,13,-1.786,1.221,0.000,24,13.237,6.107,0.000,0,0.000,0.000,0.000
2015-10-11,10,0.519,0.549,0.000,16,-2.689,0.000,0.000,31,2.501,6.107,3.664,0,0.000,0.000,0.000
2015-10-12,4,1.727,1.770,1.221,15,1.470,0.000,0.000,23,2.029,2.992,1.221,0,0.000,0.000,0.000
2015-10-13,0,0.000,0.000,0.000,4,-1.847,0.000,0.000,4,0.559,0.000,0.000,0,0.000,0.000,0.000
2015-10-14,0,0.000,0.000,0.000,10,-2.629,0.000,0.000,4,2.864,1.770,0.000,0,0.000,0.000,0.000
2015-10-15,1,-0.142,0.000,0.000,2,-0.916,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-16,0,0.000,0.000,0.000,5,-1.467,0.000,0.000,6,-0.940,0.000,1.221,0,0.000,0.000,0.000
2015-10-17,2,-0.799,0.000,1.221,11,-2.384,1.221,0.000,11,8.165,2.443,0.000,0,0.000,0.000,0.000
2015-10-18,1,-0.533,0.000,0.000,11,-3.119,1.221,1.221,11,-2.114,0.000,1.221,0,0.000,0.000,0.000
