,cluster18,,,,cluster14,,,,cluster7,,,,cluster23,,,,cluster30,,,,cluster31,,,
date,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
2014-10-31,2,2.393,1.000,0.000,16,1.074,0.000,0.000,20,-0.683,1.012,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-01,0,0.000,0.000,0.000,5,5.556,3.000,0.000,21,9.138,4.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-02,0,0.000,0.000,0.000,10,6.664,5.000,0.000,36,0.755,3.368,2.000,0,0.000,0.000,0.000,1,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-03,2,0.557,0.000,0.000,5,-1.279,0.000,1.000,28,2.392,3.188,1.368,0,0.000,0.000,0.000,3,-2.390,0.000,1.000,0,0.000,0.000,0.000
2014-11-04,2,1.570,0.000,0.000,5,-0.477,1.000,0.000,32,-1.669,3.000,5.000,1,-0.142,0.000,0.000,5,-0.284,0.000,0.000,0,0.000,0.000,0.000
2014-11-05,2,0.845,0.000,0.000,13,0.748,0.000,0.000,6,3.629,3.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-06,0,0.000,0.000,0.000,15,1.106,0.000,0.001,7,2.077,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-07,1,0.678,0.000,0.000,1,-0.142,0.000,0.000,17,1.125,1.000,0.001,0,0.000,0.000,0.000,4,1.825,1.000,0.000,0,0.000,0.000,0.000
2014-11-08,1,0.987,0.000,0.000,7,2.703,1.000,0.000,21,1.527,3.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-09,0,0.000,0.000,0.000,6,0.781,0.000,0.000,3,0.458,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-10,0,0.000,0.000,0.000,1,1.019,1.000,0.000,7,-1.002,0.000,0.000,0,0.000,0.000,0.000,3,2.451,1.000,0.000,0,0.000,0.000,0.000
2014-11-11,1,-0.000,0.000,0.000,6,1.358,2.000,1.135,14,2.728,2.018,0.000,0,0.000,0.000,0.000,3,0.354,0.000,0.247,0,0.000,0.000,0.000
2014-11-12,2,-0.000,0.000,0.000,13,0.290,0.000,0.002,18,5.765,3.000,2.000,3,-5.129,0.000,3.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-13,0,0.000,0.000,0.000,20,0.332,1.000,0.135,5,-0.814,0.000,0.000,0,0.000,0.000,0.000,5,-1.294,0.000,0.740,0,0.000,0.000,0.000
2014-11-14,0,0.000,0.000,0.000,3,2.876,2.000,0.000,12,4.070,1.000,0.000,0,0.000,0.000,0.000,2,0.480,0.000,0.000,0,0.000,0.000,0.000
2014-11-15,2,0.482,0.000,0.000,6,0.607,0.000,0.000,20,-0.158,2.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-16,1,-0.142,0.000,0.000,3,-1.276,0.000,1.000,15,7.987,5.503,0.000,0,0.000,0.000,0.000,1,0.763,0.000,0.000,0,0.000,0.000,0.000
2014-11-17,1,-0.142,0.000,0.000,5,0.725,1.000,0.001,3,0.529,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-18,1,-0.142,0.000,0.000,2,0.848,1.000,1.000,6,2.805,1.000,0.000,0,0.000,0.000,0.000,1,1.257,1.000,0.000,0,0.000,0.000,0.000
2014-11-19,2,0.355,0.000,0.000,6,-1.205,0.000,1.001,10,-0.735,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-20,0,0.000,0.000,0.000,2,0.685,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-21,1,-0.142,0.000,0.000,4,-1.399,1.000,1.000,7,2.075,2.000,0.000,0,0.000,0.000,0.000,2,-0.284,0.000,0.000,0,0.000,0.000,0.000
2014-11-22,2,-0.264,0.000,1.000,14,5.376,4.050,1.002,20,1.058,1.000,0.736,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-11-23,0,0.000,0.000,0.000,10,3.014,2.000,0.000,16,2.057,2.100,2.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-24,0,0.000,0.000,0.000,1,-0.000,0.000,0.000,17,0.731,2.000,1.007,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-11-25,0,0.000,0.000,0.000,15,-1.300,0.000,1.000,10,2.368,2.000,0.001,1,-2.827,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-26,3,-0.657,0.000,1.000,2,0.733,0.050,0.000,16,3.485,2.050,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-27,3,2.045,1.000,0.000,5,-0.664,0.000,0.000,4,1.308,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-11-28,1,0.785,0.000,0.000,1,-0.142,0.000,0.000,13,1.065,2.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-11-29,0,0.000,0.000,0.000,2,0.894,1.000,0.000,17,2.134,2.000,1.000,0,0.000,0.000,0.000,2,-0.643,0.000,0.000,1,-0.469,0.000,0.000
2014-11-30,1,-0.142,0.000,0.000,8,2.499,4.000,1.000,11,-0.347,1.368,1.000,0,0.000,0.000,0.000,3,-1.122,0.000,0.000,0,0.000,0.000,0.000
2014-12-01,0,0.000,0.000,0.000,2,-0.284,0.000,0.000,11,5.174,3.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-02,2,0.330,0.000,0.000,14,1.436,1.050,0.000,13,1.582,3.000,2.007,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-03,1,-0.142,0.000,0.000,12,0.305,0.000,0.000,10,3.147,2.000,0.007,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-04,0,0.000,0.000,0.000,5,1.920,1.000,0.000,5,1.179,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-05,2,-1.360,0.000,1.000,0,0.000,0.000,0.000,14,-0.698,0.000,0.007,2,1.253,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-06,3,-1.065,0.000,0.000,6,5.624,3.000,1.000,33,6.745,6.000,2.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-12-07,0,0.000,0.000,0.000,10,7.950,5.000,0.000,18,0.209,2.000,2.018,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-08,1,-0.142,0.000,0.000,4,2.574,1.000,0.000,5,0.254,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-09,2,-0.579,0.000,0.000,1,0.777,0.000,0.000,9,1.088,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-10,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-11,3,-0.199,0.000,0.000,0,0.000,0.000,0.000,5,1.334,1.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-12-12,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-13,0,0.000,0.000,0.000,2,2.674,1.000,0.000,6,0.744,2.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-14,0,0.000,0.000,0.000,4,-0.980,0.000,0.000,12,-0.011,1.000,0.000,1,-1.272,0.000,1.000,1,0.618,0.000,0.000,0,0.000,0.000,0.000
2014-12-15,0,0.000,0.000,0.000,0,0.000,0.000,0.000,3,-0.584,0.000,0.000,3,-0.426,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-16,0,0.000,0.000,0.000,9,2.321,0.000,0.000,3,0.928,0.000,0.000,1,1.225,1.000,0.000,0,0.000,0.000,0.000,1,-2.053,0.000,1.000
2014-12-17,0,0.000,0.000,0.000,1,-0.064,0.000,0.000,3,1.796,1.000,0.000,1,-0.142,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-12-18,0,0.000,0.000,0.000,1,2.216,1.000,0.000,6,0.567,0.000,0.000,1,-1.975,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-19,0,0.000,0.000,0.000,1,-0.007,0.000,0.002,11,-0.455,0.135,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-20,0,0.000,0.000,0.000,4,4.396,2.000,0.002,18,-0.597,2.000,1.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-12-21,0,0.000,0.000,0.000,6,-0.271,1.000,1.000,11,2.761,0.000,0.368,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-22,0,0.000,0.000,0.000,1,-0.234,0.000,0.000,11,2.407,1.456,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000
2014-12-23,0,0.000,0.000,0.000,2,-0.620,0.000,0.000,15,7.519,2.050,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-24,0,0.000,0.000,0.000,3,2.711,2.000,0.000,9,2.304,2.000,0.000,0,0.000,0.000,0.000,1,0.618,0.000,0.000,0,0.000,0.000,0.000
2014-12-25,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,0.522,0.000,0.000
2014-12-26,0,0.000,0.000,0.000,0,0.000,0.000,0.000,8,-0.373,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-27,0,0.000,0.000,0.000,8,-0.772,1.000,2.000,18,0.321,2.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-28,0,0.000,0.000,0.000,5,2.312,3.000,1.000,20,-3.321,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-29,0,0.000,0.000,0.000,2,1.349,1.000,0.000,12,2.438,4.000,2.000,0,0.000,0.000,0.000,1,-3.036,0.000,1.000,0,0.000,0.000,0.000
2014-12-30,0,0.000,0.000,0.000,2,1.314,1.000,0.000,4,2.393,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-31,0,0.000,0.000,0.000,7,1.190,2.000,0.000,9,-1.893,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-01,6,1.534,1.000,0.000,7,2.760,2.000,0.000,7,0.787,1.000,0.000,0,0.000,0.000,0.000,2,-0.284,0.000,0.000,0,0.000,0.000,0.000
2015-01-02,6,-0.000,0.000,0.000,6,3.396,1.000,0.000,13,-1.109,1.000,1.135,0,0.000,0.000,0.000,1,-0.945,0.000,0.000,0,0.000,0.000,0.000
2015-01-03,14,0.000,0.000,0.000,17,-0.649,1.000,0.000,5,1.112,1.000,0.000,0,0.000,0.000,0.000,1,1.374,1.000,0.000,0,0.000,0.000,0.000
2015-01-04,3,0.000,0.000,0.000,7,2.311,2.000,0.000,9,2.006,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-05,0,0.000,0.000,0.000,3,-1.644,0.000,1.000,5,0.180,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-06,1,0.987,0.000,0.000,1,0.054,0.050,0.000,5,0.864,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,0.973,0.000,0.000
2015-01-07,0,0.000,0.000,0.000,5,-0.004,0.000,0.000,6,1.918,1.050,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-08,12,-2.166,0.000,1.000,4,0.138,0.000,0.000,6,-0.007,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.391,0.000,0.000
2015-01-09,2,-0.000,0.000,0.000,0,0.000,0.000,0.000,8,4.008,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-10,3,-1.227,0.000,0.736,4,0.870,1.000,1.000,6,-0.147,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-11,0,0.000,0.000,0.000,3,0.472,0.000,0.000,11,0.765,1.368,0.000,1,1.552,1.000,0.000,0,0.000,0.000,0.000,1,0.891,0.000,0.000
2015-01-12,0,0.000,0.000,0.000,0,0.000,0.000,0.000,9,0.110,1.000,0.135,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-13,0,0.000,0.000,0.000,2,-0.284,0.000,0.000,5,3.584,2.135,0.007,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-14,0,0.000,0.000,0.000,0,0.000,0.000,0.000,6,1.356,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-15,0,0.000,0.000,0.000,5,-1.087,0.000,1.000,7,3.934,3.000,0.135,3,-1.542,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-16,0,0.000,0.000,0.000,4,-0.245,0.000,0.000,6,-0.028,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-17,0,0.000,0.000,0.000,2,0.237,0.000,0.000,19,-2.133,3.000,4.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-18,0,0.000,0.000,0.000,6,-0.061,0.000,0.002,12,1.297,2.050,0.018,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-19,0,0.000,0.000,0.000,4,-0.420,1.000,1.000,7,-0.093,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-20,0,0.000,0.000,0.000,0,0.000,0.000,0.000,2,-0.011,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-21,0,0.000,0.000,0.000,4,-0.284,0.000,0.000,3,-0.902,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-22,0,0.000,0.000,0.000,4,1.335,1.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-23,1,-2.177,0.000,1.000,1,-0.142,0.000,0.000,6,2.293,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,1.690,1.000,0.000
2015-01-24,0,0.000,0.000,0.000,1,0.358,0.000,0.000,4,-1.186,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-25,0,0.000,0.000,0.000,3,-0.749,0.000,0.368,2,-1.861,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000
2015-01-26,0,0.000,0.000,0.000,5,3.575,2.000,0.000,4,1.347,2.000,0.368,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000
2015-01-27,0,0.000,0.000,0.000,1,-0.654,0.000,0.000,2,0.004,0.000,0.000,1,0.792,0.000,0.000,0,0.000,0.000,0.000,1,-2.617,0.000,1.000
2015-01-28,0,0.000,0.000,0.000,1,0.000,0.000,0.000,4,-0.087,0.000,0.368,3,-0.303,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-29,0,0.000,0.000,0.000,6,0.856,1.000,0.000,1,-0.003,0.000,0.000,1,2.262,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-30,0,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.323,0.000,0.000,5,-0.220,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-31,0,0.000,0.000,0.000,3,-0.426,0.000,0.000,9,3.859,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-01,0,0.000,0.000,0.000,4,-0.292,0.000,0.000,11,3.869,1.368,0.000,3,-2.124,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-02,0,0.000,0.000,0.000,3,0.738,0.000,0.000,1,-0.142,0.000,0.000,1,0.515,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-03,2,0.631,1.000,0.000,2,1.584,1.000,0.000,1,-0.003,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-04,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,4,0.434,0.000,0.000,1,2.162,1.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000
2015-02-05,1,1.214,1.000,0.000,1,1.079,1.000,0.000,1,1.928,1.000,0.000,0,0.000,0.000,0.000,1,1.111,1.000,0.000,0,0.000,0.000,0.000
2015-02-06,2,0.518,0.000,0.000,14,-0.180,2.000,2.000,3,0.331,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-07,2,0.923,1.000,0.000,2,-0.934,0.000,1.000,6,1.154,1.368,0.000,5,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-08,2,-0.789,0.000,0.000,3,2.584,1.000,0.000,7,3.478,1.368,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-09,0,0.000,0.000,0.000,0,0.000,0.000,0.000,3,-0.341,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.831,0.000,0.000
2015-02-10,2,1.988,1.000,0.000,1,0.163,0.000,0.000,7,-0.698,0.000,0.000,4,-1.769,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-11,3,-0.426,0.000,0.000,4,-3.762,0.000,2.000,6,1.055,0.368,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,1,-0.735,0.000,0.000
2015-02-12,1,1.065,1.000,0.000,1,2.070,1.000,0.000,3,0.390,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-13,10,-0.426,0.000,0.000,2,3.015,1.000,0.000,4,-0.568,0.000,0.000,0,0.000,0.000,0.000,1,0.046,0.000,0.000,0,0.000,0.000,0.000
2015-02-14,14,6.508,4.000,0.000,0,0.000,0.000,0.000,11,-1.630,0.368,1.135,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-15,8,-0.142,0.000,0.000,4,1.030,0.736,0.000,7,2.514,2.050,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,3,-1.889,0.000,1.000
2015-02-16,5,0.000,0.000,0.000,1,-0.142,0.000,0.000,5,0.659,0.000,0.018,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-17,0,0.000,0.000,0.000,7,-0.016,1.000,2.000,2,0.082,0.000,0.000,1,-0.796,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-18,1,-0.142,0.000,0.000,2,-0.908,0.000,0.368,5,0.519,0.503,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-19,3,2.503,1.000,0.000,3,-1.410,0.000,0.368,3,-0.287,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-20,1,-0.142,0.000,0.000,1,-0.142,0.000,0.000,11,0.600,0.050,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-21,2,0.234,0.000,0.000,6,-0.878,2.000,1.000,11,3.998,2.050,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-22,4,2.517,2.000,0.000,3,0.525,0.000,0.000,11,-1.973,1.000,1.368,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-23,2,-2.003,0.000,1.000,3,0.724,0.000,0.000,4,2.790,1.000,0.000,1,-1.037,0.000,1.000,0,0.000,0.000,0.000,1,-0.647,0.000,0.000
2015-02-24,0,0.000,0.000,0.000,0,0.000,0.000,0.000,5,-0.539,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-25,1,-0.142,0.000,0.000,2,-1.708,0.000,1.000,8,-2.564,0.000,2.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-26,2,0.863,1.000,0.000,5,1.882,1.000,1.000,7,0.079,0.018,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-27,0,0.000,0.000,0.000,1,0.557,0.000,0.000,18,-0.102,2.135,2.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-28,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-01,2,-0.185,0.000,0.000,0,0.000,0.000,0.000,11,3.103,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-02,2,-0.284,0.000,0.000,2,-0.284,0.000,0.000,6,-1.776,0.000,1.018,1,-0.923,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-03,2,-0.284,0.000,0.000,2,-0.674,0.000,0.000,5,1.343,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-04,3,1.963,1.000,0.000,2,3.714,1.000,0.000,5,1.674,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-05,1,-0.142,0.000,0.000,1,-0.142,0.000,0.000,1,1.225,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-06,0,0.000,0.000,0.000,2,1.129,1.000,0.000,10,-0.063,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-07,2,-0.061,1.000,1.000,0,0.000,0.000,0.000,9,4.374,2.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-08,2,-0.284,0.000,0.000,3,0.387,1.000,1.000,11,-0.509,2.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-09,1,0.437,0.000,0.000,2,-0.270,0.000,0.000,4,0.605,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-10,1,-0.142,0.000,0.000,1,-0.142,0.000,0.000,3,0.642,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-11,1,-0.142,0.000,0.000,1,-0.000,0.000,0.000,3,1.155,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-12,0,0.000,0.000,0.000,1,0.284,0.000,0.000,3,1.278,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-13,0,0.000,0.000,0.000,0,0.000,0.000,0.000,8,2.006,2.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-14,3,0.905,1.000,0.000,15,8.588,3.000,0.000,4,-0.568,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-15,2,-0.206,0.000,0.000,6,5.840,4.000,0.000,7,1.051,1.135,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-16,0,0.000,0.000,0.000,1,-0.735,0.000,0.000,6,0.295,1.000,0.000,2,-0.401,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-17,1,-0.142,0.000,0.000,3,-0.491,1.000,1.000,3,-1.108,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-18,2,-0.952,0.000,0.000,1,2.475,1.000,0.000,3,-0.377,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-19,0,0.000,0.000,0.000,4,-0.224,0.000,0.000,1,-0.003,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-20,1,-0.142,0.000,0.000,1,-0.671,0.000,0.000,8,-1.295,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-21,0,0.000,0.000,0.000,6,0.656,0.000,0.000,10,-0.188,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-22,1,0.951,0.000,0.000,6,-1.393,1.000,1.000,14,-1.310,1.135,1.007,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-23,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,1.207,1.000,0.000,1,1.399,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-24,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-25,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,5,0.984,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-26,0,0.000,0.000,0.000,0,0.000,0.000,0.000,13,-2.260,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-27,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,4,3.707,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-28,1,-0.561,0.000,0.000,2,3.128,2.000,0.000,8,1.193,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-29,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,3,0.667,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
