,cluster18,,,,cluster14,,,,cluster7,,,,cluster23,,,,cluster30,,,,cluster31,,,
date,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
2015-08-28,4,-0.324,0.000,1.000,1,0.724,0.000,0.000,3,1.087,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-29,13,-1.761,1.000,3.000,4,0.859,1.000,0.000,7,-0.531,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-30,8,10.457,6.000,0.000,4,2.183,1.000,0.000,8,2.431,2.135,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-31,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-01,8,1.643,0.000,0.000,4,2.674,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-02,3,2.350,1.000,0.000,8,2.326,1.000,0.000,3,-0.287,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-03,14,3.533,4.000,2.000,40,7.209,3.000,1.000,8,-0.854,0.135,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-04,11,3.774,3.000,0.000,34,8.632,8.000,3.000,13,-0.233,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-05,9,5.346,3.000,0.000,60,9.377,9.000,3.000,18,3.019,2.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-06,16,2.140,3.000,1.000,24,3.559,2.000,0.000,9,-0.565,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-07,13,6.425,4.000,1.000,7,1.183,1.000,1.000,3,-0.131,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-08,5,3.486,3.000,0.000,6,4.854,3.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-09,1,-0.707,0.000,0.000,1,0.678,0.000,0.000,2,0.330,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-10,8,0.713,2.000,1.000,2,-2.802,0.000,2.000,4,-1.201,1.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-11,1,1.271,1.000,0.000,1,0.976,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-12,3,0.205,0.000,0.000,2,1.609,1.000,0.000,2,0.746,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-13,2,2.262,1.000,0.000,2,-0.284,0.000,0.000,13,3.475,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-14,6,-0.076,0.000,0.000,1,-0.142,0.000,0.000,7,1.090,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-15,3,-0.426,0.000,0.000,0,0.000,0.000,0.000,4,-0.916,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-16,0,0.000,0.000,0.000,0,0.000,0.000,0.000,5,2.705,2.368,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-17,3,-0.284,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-18,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-19,10,0.696,2.000,1.000,2,2.617,2.000,0.000,6,1.971,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-20,5,0.848,0.000,0.000,2,1.339,1.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-21,13,2.187,1.135,0.000,3,0.731,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-22,18,3.963,4.000,1.000,3,1.012,2.000,1.000,11,-2.313,0.000,2.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-23,12,4.667,3.000,0.000,3,0.284,0.000,0.000,7,2.920,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-24,23,-2.220,1.000,0.000,3,0.952,1.000,0.000,11,-0.651,0.135,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-25,23,0.703,2.000,1.000,3,1.835,1.000,0.000,10,-2.387,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-26,29,9.523,7.000,0.000,3,-1.023,1.000,1.000,12,2.393,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-27,28,12.799,10.000,1.000,8,5.792,3.000,0.000,12,2.047,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-28,24,5.633,4.000,1.000,5,1.803,1.000,1.000,2,-0.284,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-29,16,-0.116,1.000,0.000,1,-0.142,0.000,0.000,7,-2.838,1.000,3.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-09-30,26,0.433,2.135,1.736,4,-2.132,0.000,0.000,1,-0.003,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-01,21,4.551,4.000,0.000,6,0.212,1.000,1.000,7,-0.715,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-02,22,3.495,3.368,1.000,3,-0.678,0.000,0.000,10,0.108,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-03,33,7.340,5.000,1.000,8,2.293,1.000,0.000,15,-2.019,1.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-04,22,-0.919,1.135,1.000,2,1.115,1.000,0.000,14,0.585,0.135,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-05,31,5.059,5.368,2.000,4,0.824,1.000,0.000,4,-0.017,0.135,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-06,12,8.800,4.135,0.000,3,-0.426,0.000,0.000,3,-0.426,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-07,16,-0.357,2.000,3.000,3,3.082,2.000,0.000,3,0.050,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-08,29,3.310,2.478,1.000,1,-0.142,0.000,0.000,8,-0.136,0.368,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-09,15,-1.904,0.000,1.000,1,0.760,0.000,0.000,12,2.299,5.000,2.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-10,24,11.268,5.000,0.000,2,-1.105,0.000,0.000,15,1.740,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-11,31,1.875,5.000,3.000,10,1.115,1.000,0.000,12,2.209,2.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-12,23,3.804,3.000,1.000,4,2.155,2.000,1.000,6,5.663,3.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-13,4,0.418,0.000,0.000,0,0.000,0.000,0.000,2,1.172,1.000,0.000,1,0.593,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-14,4,3.050,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,1.470,1.000,0.000,0,0.000,0.000,0.000
2015-10-15,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-16,6,-0.551,0.000,1.000,0,0.000,0.000,0.000,2,0.817,1.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-17,11,7.298,2.000,0.000,2,-0.537,0.000,1.000,3,-0.426,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-18,11,-1.858,0.000,1.000,1,-0.533,0.000,0.000,2,-0.145,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-19,5,2.578,2.000,0.000,1,-0.142,0.000,0.000,2,0.604,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-20,4,1.022,0.000,0.000,1,-0.142,0.000,0.000,1,-0.003,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-21,5,-0.568,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-22,7,2.386,1.000,0.000,0,0.000,0.000,0.000,9,-0.578,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-23,11,1.143,3.000,2.000,3,0.941,0.000,0.000,4,-0.519,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-24,8,-3.022,0.000,2.000,1,-0.142,0.000,0.000,8,2.649,2.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-25,31,7.075,7.135,2.000,7,1.409,0.000,0.000,10,5.412,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-26,16,-0.221,2.000,3.000,7,6.846,3.000,1.000,5,0.528,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-27,16,-1.436,0.000,1.000,1,-0.142,0.000,0.000,6,0.482,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-28,14,-4.091,0.000,2.000,0,0.000,0.000,0.000,14,1.377,1.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-29,20,6.983,5.000,0.000,2,-0.114,0.000,0.000,5,0.923,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-30,26,5.756,4.000,1.000,3,-0.320,0.000,0.000,12,5.329,4.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-10-31,30,-0.452,3.000,2.000,2,-0.877,0.000,0.000,15,1.687,4.000,2.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-11-01,47,19.038,15.503,1.000,2,-0.284,0.000,0.000,10,2.945,0.135,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-11-02,28,9.875,5.368,0.000,0,0.000,0.000,0.000,6,2.319,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-11-03,17,0.589,0.135,0.000,5,2.951,1.000,0.000,5,1.736,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-11-04,30,3.272,3.000,0.000,2,-0.284,0.000,0.000,4,2.226,1.000,0.000,1,0.650,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-11-05,11,1.724,2.000,1.000,3,2.617,2.000,0.000,2,0.735,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-11-06,23,10.826,6.503,1.000,4,2.976,2.000,0.000,4,1.317,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-11-07,5,-0.710,0.000,0.000,0,0.000,0.000,0.000,7,3.336,1.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
