venue,lon,lat,checkin_n,user_n,doy_mode,dow_mode,hour_mode,senti_avg
Yetter's Candies,-79.9739,40.4805,3,1,199,5,22,0.000
Nina And The Pinta,-80.0118,40.4459,3,1,282,5,20,0.000
Crouse's Beer Distributor,-80.0597,40.3913,3,1,184,5,17,0.000
Wilkinsburg Public Library,-79.8857,40.4428,3,1,142,4,3,0.000
Joop Offerman,-79.9142,40.4504,3,1,2014,175,2,0.000
The Point,-80.0100,40.4415,3,2,185,6,19,0.000
Slacker,-79.9845,40.4288,3,2,42,2,20,0.000
Atlius,-80.0140,40.4384,3,1,34,2,2,0.000
Duquesne Bridge,-79.8637,40.3797,3,1,290,6,4,0.000
Legends of the North Shore,-80.0016,40.4565,3,1,52,6,23,0.000
Johnny Rockets,-79.8643,40.3872,3,1,225,3,22,0.000
The Commoner,-79.9965,40.4415,3,2,269,6,16,0.000
Sharp Edge Beer Emporium,-79.9307,40.4601,3,2,73,1,21,0.000
Easy Street,-79.9980,40.4379,3,2,155,4,21,0.340
Station Square Tunnel,-80.0060,40.4389,3,1,338,4,12,0.000
STD,-80.0482,40.4211,3,1,134,3,13,0.000
Zano's Pub House,-79.9500,40.4266,3,2,33,1,22,0.000
Strassburger McKenna Gutnick & Gefsky Law,-80.0041,40.4406,3,1,63,2,19,0.000
First Avenue Garage,-79.9965,40.4355,3,1,334,0,14,0.000
Eden,-79.9347,40.4511,3,2,132,1,23,0.000
Pageboy Salon And Boutique,-79.9651,40.4658,3,1,73,5,16,0.000
Salt of the Earth,-79.9315,40.4638,3,2,197,4,23,0.000
Bauerstown Baseball Complex,-79.9600,40.4925,3,1,140,0,0,0.000
Joe P's Pimpin' House,-79.9584,40.4356,3,2,239,4,23,0.000
Nicks Pizza,-80.0348,40.3693,3,1,251,2,16,0.000
Gaby Et Jules Patisseries et Macarons,-79.9216,40.4381,3,3,171,0,19,0.000
Wines and Spirits_1,-80.0565,40.4649,3,1,26,0,1,0.000
Easy Trip 352,-80.0827,40.4098,3,1,134,3,12,0.326
Rollier's Hardware,-80.0444,40.3828,3,3,58,3,13,0.000
Meemaw's Cat Haus,-79.9025,40.3803,3,1,56,2,2,0.000
Sarafinos Pasta and Pizza,-80.0656,40.4357,3,3,123,2,0,0.000
Summerset at Frick Park,-79.9175,40.4195,3,1,129,5,16,0.000
The Neighborhood Flea,-79.9817,40.4532,3,3,284,0,16,0.000
Schenley Park Caf and Visitor Center,-79.9466,40.4384,3,2,145,1,16,0.000
Beers of the Burgh Winter Warmet,-79.9660,40.4717,3,1,312,6,20,0.000
Zzzzzzzzzz's Laying my head down...!!!,-79.9025,40.4005,3,1,19,1,3,0.000
J/J Land Company,-79.9327,40.4587,3,1,245,2,15,0.348
Artisan,-79.9842,40.4510,3,1,88,6,18,0.000
Napa Auto Parts,-80.0816,40.4110,3,1,134,3,12,0.000
Super Playground,-79.9182,40.4806,3,1,293,2,20,0.394
Kabob-G Grill,-80.0257,40.3655,3,2,52,6,0,0.000
New Dumpling House,-79.9231,40.4326,3,2,242,0,2,0.174
Margaret's Fine Imports,-79.9202,40.4380,3,1,36,3,20,0.231
Covenant Fellowship Reformed Presbyterian,-79.8759,40.4439,3,1,4,0,18,0.000
Sammys Pizza,-80.0532,40.4301,3,1,147,2,1,0.000
Retro On 8th,-79.9102,40.4074,3,1,40,0,16,0.000
Gus Yiayia's,-80.0119,40.4518,3,3,142,4,12,0.000
My Coffee Pot,-79.9920,40.3780,3,1,243,0,17,0.000
Cellone's,-80.0789,40.4241,3,1,21,3,17,0.000
Nancy Mosser Casting Agency,-79.9656,40.4652,3,1,29,3,17,0.000
Thai Hana_2,-79.9589,40.4416,3,1,100,4,11,0.000
Real McCoy's,-79.9852,40.4288,3,2,87,5,15,0.000
Mattress Factory Annex Building,-80.0134,40.4571,3,1,193,0,21,0.000
Green Tree,-80.0451,40.4133,3,1,2015,1,2,0.000
Somewhere,-79.9685,40.4265,3,1,9,2,1,-0.302
Panhandle Trail Sunnyside,-80.0951,40.4025,3,1,102,6,22,0.000
City of Pittsburgh_2,-80.0116,40.4375,3,1,242,6,13,0.000
Root 174,-79.8938,40.4325,3,3,25,6,23,0.000
Milk Man Brewing,-79.9794,40.4543,3,1,4,0,21,0.000
Corner Cafe,-79.9840,40.4219,3,2,81,6,2,0.000
Lewis' Hair Salon,-80.0341,40.4765,3,1,191,5,15,0.000
Friday Rd Park,-79.9689,40.4855,3,1,144,6,23,0.000
Cock Pit,-79.9596,40.4381,3,1,100,4,3,-0.348
Modcloth New HQ,-80.0811,40.4447,3,1,69,1,23,0.000
The Loft,-79.8935,40.4320,3,2,181,2,5,0.000
Alladin's Eatery,-80.0523,40.3760,3,1,153,2,16,0.000
CIC Collaborative Innovation Center,-79.9464,40.4439,3,2,36,3,17,0.262
PAT East Liberty Garage,-79.9119,40.4575,3,1,41,1,12,0.327
Allegro Hearth Bakery,-79.9231,40.4337,3,1,97,1,15,0.000
Rivers Club,-79.9993,40.4381,3,1,106,3,15,0.000
Rise And Shine,-79.8994,40.4043,3,1,312,6,16,0.000
City Of Asylum,-80.0112,40.4571,3,1,282,5,23,0.000
Mt. Lebanon Tennis Center,-80.0557,40.3762,3,1,137,6,13,0.000
Di Salla's Pizza,-79.8957,40.4088,3,1,121,4,20,0.000
Crazy Mocha_5,-80.0067,40.4557,3,2,200,6,16,-0.345
McNeilly Station,-80.0047,40.3776,3,1,137,6,1,0.000
Phong May House,-80.0550,40.4271,3,1,197,3,21,0.000
Gandy Dancer Saloon,-80.0037,40.4333,3,3,119,3,21,0.000
Kawaii Gifts,-79.9348,40.4509,3,2,78,4,19,0.000
Blinky's Noblestown Grill,-80.0551,40.4275,3,1,156,4,12,0.000
Anthrocon Charity Auction,-79.9929,40.4470,3,1,193,0,16,0.286
Forbes Gyro,-79.9570,40.4415,3,1,284,0,21,0.000
Grown Sexy 2,-79.9791,40.4543,3,1,327,0,4,0.327
The Crazy Mocha,-80.0047,40.4335,3,3,150,3,19,-0.286
200 Fleet St,-80.0494,40.4207,3,1,139,1,12,0.000
Giovanni's Pizza Pasta,-80.0380,40.3922,3,3,80,6,23,0.000
St. James Catholic Church,-79.8851,40.4407,3,2,47,0,12,0.000
9th Ward,-79.9551,40.4689,3,1,45,5,15,0.000
La Gondola,-80.0023,40.4402,3,1,289,5,17,0.000
Shop 'n Save_4,-80.0930,40.3876,3,1,49,3,22,0.314
China Taste Restaurant,-79.9983,40.4541,3,2,81,4,0,0.000
Bloomfield Estate,-79.9473,40.4649,3,1,142,4,22,0.000
Riverview Park,-80.0180,40.4826,3,3,82,0,0,0.000
Batting Practice Batting Cages,-79.9074,40.3619,3,2,265,2,22,0.000
NuVision Engineering,-79.9702,40.4297,3,1,70,2,11,0.000
St. Ann Hall,-79.9875,40.4361,3,1,77,3,1,0.000
Braddock/North Braddock Little League Field,-79.8767,40.4096,3,2,205,4,0,0.000
Slice on Broadway_2,-80.0865,40.4076,3,1,233,4,22,0.000
The Grant Street Tavern,-79.9979,40.4376,3,1,37,5,23,0.238
Rte 28 Heinz Building,-79.9898,40.4563,3,1,47,0,20,0.000
The Apollo Cafe,-79.9980,40.4390,3,1,196,3,16,0.000
GENCO Marketplace HQ,-79.8684,40.4863,3,1,38,5,23,0.000
Bangal Kabab House Restaurant,-79.9552,40.4393,3,2,155,4,23,0.000
Allegheny River_1,-79.9496,40.4885,2,1,2,5,13,0.000
Rita's Italian Ice_2,-79.9764,40.4959,2,2,152,0,19,0.000
Jester's Court tattoo,-79.9838,40.4288,2,1,109,0,19,0.000
Monterey Bay Fish Grotto_1,-79.9906,40.4548,2,1,205,4,23,0.000
Mvp Pizza,-79.8720,40.3683,2,1,48,1,12,0.000
Allegheny Cemetery,-79.9530,40.4729,2,2,50,3,20,0.000
Saint Paul Seminary,-80.0708,40.4204,2,2,42,2,23,0.000
Rashid Auditorium,-79.9444,40.4438,2,1,100,4,16,0.000
Preferred Primary Care Physicians,-80.0806,40.3898,2,1,121,4,17,0.314
Allegheny River_2,-79.9997,40.4470,2,2,141,3,20,0.000
O'Reilly Theater,-80.0014,40.4428,2,2,134,0,22,0.000
Aces And Deuces Lounge,-79.9867,40.4385,2,1,100,4,3,0.000
Josza Corner Hungarian Restaurant,-79.9449,40.4112,2,1,44,4,0,0.000
Bellefield Hall Gym,-79.9513,40.4455,2,1,109,6,16,0.000
The Greek Gourmet,-79.9231,40.4328,2,2,160,2,19,0.000
Randyland,-80.0096,40.4580,2,1,116,0,19,0.000
Cuzamil Restaurante Mexicano,-79.9228,40.4335,2,2,61,0,1,0.000
Stone Neapolitan Pizzeria,-80.0061,40.4414,2,2,143,3,0,0.000
West Penn_1,-79.9281,40.4278,2,2,34,1,2,0.000
Pho Kim 88,-80.0289,40.3605,2,1,326,6,18,0.000
Tana Ethiopian Cuisine,-79.9269,40.4605,2,1,65,4,2,0.000
North Shore Bike Trail,-80.0024,40.4476,2,1,145,0,22,0.000
Entertainment Technology Center,-79.9645,40.4329,2,1,100,4,3,0.286
Shadyside Hideaway,-79.9256,40.4579,2,1,33,0,2,0.000
Ferris Wheel,-79.9871,40.3922,2,1,61,0,15,0.000
Thunder Bay,-79.9322,40.4564,2,1,130,6,16,0.000
liberty engine,-79.9038,40.4536,2,1,47,0,3,0.531
Misaki,-80.0065,40.4115,2,2,54,0,0,0.000
Villa Reale,-79.9971,40.4418,2,1,115,5,21,0.000
1905 Eatery,-80.0746,40.4728,2,1,156,4,12,0.000
Bus Stop 7th St. Penn Ave.,-80.0003,40.4432,2,1,88,6,13,-0.180
Senate Office,-79.9428,40.4442,2,1,42,2,1,0.000
AT&amp;T_3,-79.9561,40.4434,2,1,269,6,22,0.000
Littles Shoes,-79.9210,40.4380,2,1,241,6,17,0.000
Luma restaurant,-80.0407,40.3774,2,2,91,2,23,0.000
West Mifflin Area High School,-79.8732,40.3815,2,2,42,2,0,0.000
Starbucks_11,-80.0155,40.4503,2,1,269,6,19,0.000
Burger King_1,-80.0662,40.4951,2,2,295,4,16,0.000
Fort Pitt Hell,-80.0295,40.4291,2,2,108,0,1,-0.434
McDonald's_2,-79.9866,40.4492,2,1,194,1,16,0.000
Labor Day Parade,-79.9873,40.4411,2,1,244,1,14,0.000
love yogurt,-79.9753,40.4285,2,1,101,5,22,0.457
Soldiers Sailors Memorial Hall Museum,-79.9563,40.4451,2,1,181,2,13,0.000
Lot 17,-79.9503,40.4624,2,1,110,0,1,0.000
PennDOT District 11,-80.0998,40.3814,2,1,116,6,17,0.000
tan 360,-79.9356,40.4506,2,1,241,6,18,0.000
0,-79.9099,40.4556,2,1,90,1,22,0.000
Castle Shannon,-80.0223,40.3633,2,1,2014,33,0,0.000
Columbia,-79.9470,40.4616,2,1,8,4,23,0.000
Yogurt City,-79.8874,40.4264,2,1,104,1,22,0.000
South Lot Parking CEC,-79.9904,40.4411,2,1,124,0,20,0.000
Wilkinsburg Beverage Company,-79.8856,40.4442,2,1,54,0,12,0.000
Big Idea Bookstore and Cafe,-79.9461,40.4599,2,1,214,6,19,0.000
CVS/pharmacy_2,-80.0017,40.4418,2,2,132,1,13,0.000
Ho-Jo's,-79.8984,40.4208,2,1,60,6,1,0.000
India Garden,-79.9550,40.4390,2,1,117,0,2,0.000
Highmark Penn Avenue Place,-80.0032,40.4421,2,1,29,3,19,0.000
Parkvale Bank,-79.9796,40.3671,2,1,140,2,16,0.000
Justun and crystals,-79.9473,40.4952,2,1,317,4,22,0.000
Trimont,-80.0197,40.4382,2,1,61,0,13,0.000
Zorba's,-79.9995,40.4388,2,1,239,4,17,0.000
Grandparent's House,-79.8801,40.4489,2,1,61,0,20,0.000
CJ's,-79.9741,40.4582,2,2,32,4,12,0.000
Uptown Bakery and Cafe,-80.0450,40.3795,2,1,250,0,19,0.000
Home And Garden Show,-79.9970,40.4456,2,1,72,5,14,0.000
The HUB,-79.9433,40.4443,2,1,42,2,1,0.000
Definitely You,-79.9822,40.3670,2,1,186,6,16,0.351
Zombie Research Labs,-79.9275,40.4441,2,1,241,6,17,0.000
Weil School,-79.9754,40.4447,2,1,45,5,2,0.000
Swissvale Senior Center,-79.8911,40.4226,2,1,59,5,17,0.000
Modernformations Gallery Performance Space,-79.9445,40.4653,2,1,191,5,22,0.000
Harvard Yale Princeton Club,-80.0022,40.4371,2,1,157,6,15,0.000
Evolve Wellness Spa,-79.9273,40.4500,2,1,304,5,16,0.293
Sushi Too,-79.9342,40.4510,2,2,132,1,23,0.000
Highland Park Yard Sale,-79.9192,40.4749,2,1,152,0,15,0.000
General Robinson Garage,-80.0097,40.4476,2,1,91,2,10,0.000
48 Arlington,-79.9912,40.4288,2,2,178,2,22,0.000
VWGC Protest,-80.0580,40.3935,2,1,340,6,1,-0.250
Saint Patrick's Church,-79.9854,40.4495,2,1,180,0,17,0.000
Kelly's Bar Lounge,-79.9245,40.4600,2,1,149,4,3,0.000
Mr. Roboto Project,-79.9425,40.4648,2,1,239,4,0,0.000
Bar Louie Waterfront,-79.9175,40.4072,2,1,326,6,3,0.000
The Turtle,-79.8654,40.3887,2,1,242,6,21,0.000
How Lee,-79.8874,40.4266,2,2,137,2,3,0.000
Extreme Fitness II,-80.0708,40.3906,2,1,41,1,13,0.259
Pittsburgh Kids Network,-80.0038,40.4481,2,1,38,5,15,0.000
Sincerely Yogurt_2,-79.9666,40.4268,2,2,144,6,1,0.383
at Duquesne University,-79.9913,40.4372,2,1,121,4,0,0.000
Teutonia Mannerchor,-79.9948,40.4551,2,1,135,4,12,0.000
The Randy Pausch Memorial Bridge,-79.9441,40.4432,2,1,118,1,16,0.000
Cibo,-79.8939,40.4328,2,1,36,3,0,0.000
Bob's Diner_2,-80.0138,40.3661,2,2,141,4,14,0.000
St. Pius X Roman Catholic Church,-80.0286,40.3954,2,1,40,0,12,0.000
Campus Deli,-79.9549,40.4373,2,1,32,6,17,0.000
Sojourn Deli,-80.0559,40.4268,2,1,156,4,12,0.000
Kopy's Bar,-79.9864,40.4281,2,1,269,6,22,0.000
Flaherty Fardo Llc,-79.9318,40.4515,2,1,94,5,21,0.000
St. Peter St. Paul Hall,-80.0853,40.4093,2,1,202,1,19,0.000
Gennaro's Pizza Pasta,-79.9811,40.4288,2,2,63,2,1,0.000
Dentist,-79.9256,40.4941,2,1,107,4,17,0.000
Steelers Practice Field,-79.9575,40.4261,2,1,117,1,22,0.000
Walker's Pub,-79.9767,40.4276,2,2,128,0,2,0.000
near connie drive,-80.0279,40.5004,2,1,165,0,2,0.000
Rohrich Mazda PGH,-80.0300,40.3975,2,1,69,1,22,0.000
Mother Earth Candy and African C,-79.8847,40.4438,2,1,54,0,12,0.000
PNC Gold parking Lot,-80.0103,40.4469,2,1,207,6,21,0.000
VAPHS Parking Garage,-79.9612,40.4466,2,1,73,5,13,0.000
Hook Fish Chicken_1,-80.0069,40.4565,2,1,138,0,22,0.000
iNetworks,-79.9975,40.4392,2,1,83,1,0,0.000
Allegheny Cold Storage Co.,-79.9475,40.4864,2,1,2,5,13,0.000
Carrick farmers market,-79.9867,40.3920,2,1,161,3,22,0.000
Squirrel Hill Sports Bar,-79.9224,40.4294,2,1,75,1,3,0.000
Awesome Books,-79.9968,40.4430,2,1,132,1,13,0.451
Fine Foods,-79.9858,40.4501,2,2,92,1,13,0.265
The Pittsburgh Foundation,-80.0034,40.4394,2,1,239,4,18,0.000
Ruth's Chris Steak House,-80.0035,40.4394,2,2,90,0,4,0.000
Citizens Bank,-80.0970,40.4000,2,1,56,3,13,0.000
Persad Center,-79.9410,40.4646,2,2,45,4,15,0.000
BP_6,-79.8907,40.4269,2,1,59,5,17,0.000
Highmark_2,-80.0184,40.4464,2,1,76,2,14,0.000
I.U.O.E Local 95,-79.9489,40.4268,2,1,244,1,16,0.000
Bellefield Hall Auditorium,-79.9514,40.4453,2,1,141,3,16,0.000
Dijlah Resturant,-79.9604,40.4704,2,1,103,0,15,0.000
Port Authority St. Anne Trolley Stop,-80.0293,40.3608,2,1,137,6,1,-0.072
M. Cibrone Sons Bakery,-80.0143,40.3667,2,1,60,0,13,0.000
Kommon Cents,-79.8725,40.3654,2,1,98,2,14,0.000
PNC Mortgage_2,-79.9728,40.4802,2,1,38,0,1,0.000
Green Bamboo,-79.9541,40.4668,2,1,136,5,19,0.000
Crested Duck Charcuterie,-80.0245,40.4105,2,1,179,0,17,0.000
707 Penn Gallery,-80.0001,40.4433,2,2,135,4,12,0.000
Heinz 57 Center,-79.9984,40.4416,2,1,90,1,13,0.000
One Gateway Center,-80.0052,40.4416,2,2,30,4,18,0.000
Equiparts,-79.9327,40.4946,2,1,107,4,17,0.000
Mt. Lebanon Public Library,-80.0456,40.3770,2,2,242,4,13,0.000
Hot Dog Dam,-79.9000,40.4388,2,2,151,6,19,0.000
Hilltop Chteau,-79.9920,40.4184,2,1,279,1,1,0.000
Jam on Walnut,-79.9338,40.4512,2,1,208,0,1,0.000
Jack Rabbit,-79.8632,40.3870,2,2,158,0,16,0.000
Children's Community Pediatrics,-79.8717,40.4949,2,1,52,3,17,0.000
Killarney T Station,-80.0077,40.3740,2,1,137,6,1,0.000
Papa Sean's Pizzeria,-79.9658,40.4639,2,1,147,2,0,0.000
Rite Aid_5,-79.9976,40.4413,2,1,132,1,13,0.000
SQH,-79.9246,40.4380,2,1,88,6,23,0.000
Flaunt,-80.0015,40.4535,2,1,109,6,15,0.000
Lane Steel,-80.0529,40.4669,2,1,35,2,2,0.000
Living Spirit Ministry,-79.8884,40.4213,2,1,77,2,19,0.221
Rizzo's Margaritaville,-79.9746,40.4284,2,2,74,0,2,0.000
Etna_1,-79.9355,40.4947,2,1,318,5,19,0.000
Browns Hill and Imogen Bus Stop,-79.9242,40.4154,2,1,80,5,3,-0.196
Casa W,-80.0255,40.4516,2,1,149,4,0,0.000
Susan G. Komen Race For The Cure,-79.9461,40.4403,2,1,131,0,14,0.000
United states post office,-80.0047,40.4434,2,1,113,3,19,0.286
Shadyside Luna Parking Garage,-79.9448,40.4566,2,1,75,1,11,0.000
Indian Spices LLC,-80.0024,40.4433,2,2,73,1,18,0.000
Beechview,-80.0246,40.4107,2,2,67,0,1,0.000
Satalio's,-80.0044,40.4270,2,1,52,5,0,0.000
Brewing,-79.9726,40.4787,2,2,59,0,1,0.000
Towne Pharmacy,-79.9039,40.4900,2,2,40,0,12,0.000
Allegheny Smokeworks,-79.8644,40.4924,2,2,151,5,22,0.000
Office of the Dean,-79.9429,40.4441,2,1,2014,311,5,0.000
Walnut St.,-79.9335,40.4513,2,1,46,6,17,0.000
Port Authority Steel Plaza Station,-79.9952,40.4401,2,2,112,2,14,0.133
Worton Blvd,-79.8700,40.3645,2,1,27,1,11,0.000
Shaw Galleries,-79.9987,40.4426,2,1,135,4,12,0.000
Delanie's Coffee,-79.9807,40.4288,2,1,224,2,22,0.000
Fox Way Commons,-79.9809,40.4305,2,1,68,0,15,0.000
Polar Bear Tunnel,-79.9182,40.4834,2,1,139,1,16,0.000
Calabria's Restaurant,-80.0065,40.3734,2,1,339,5,23,0.000
Three Rivers Heritage Trail_2,-80.0427,40.4720,2,2,128,4,13,0.000
Gran Agave,-79.9153,40.4090,2,2,202,2,16,0.000
JK's HOME :),-79.9920,40.3780,2,1,198,1,2,0.317
Greek Festival,-79.9499,40.4444,2,1,127,4,17,0.348
Monterey Pub,-80.0131,40.4557,2,2,201,0,4,0.000
the squirrel hill night market,-79.9228,40.4366,2,1,269,6,22,0.000
PNC Triangle Park,-80.0019,40.4418,2,1,66,2,2,0.000
Penguin Gallery,-79.9178,40.4832,2,1,139,1,16,0.000
Sky Rocket,-79.8643,40.3860,2,1,196,3,15,0.000
Bryant Street Market,-79.9195,40.4757,2,1,25,0,20,0.000
Berry Quool,-80.0581,40.4970,2,2,145,0,20,0.000
Alumni Hall,-79.9538,40.4455,2,1,53,0,2,0.000
Buena Vista Coffee,-80.0146,40.4570,2,2,55,1,17,0.000
Temple of Doom!,-80.0255,40.4011,2,1,295,4,22,-0.299
Dough Boy Statue,-79.9670,40.4629,2,1,194,1,19,0.000
Suites,-79.9332,40.4485,2,1,101,5,11,0.000
The Castle,-79.9334,40.4598,2,1,29,4,10,0.000
Mother's Touch Daycare,-79.9097,40.4110,2,1,73,5,15,0.000
Haze Haus,-79.9584,40.4659,2,1,24,5,23,0.000
Pittsburgh CAPA High School,-79.9985,40.4446,2,1,114,4,2,0.000
Voodoo Homestead,-79.9104,40.4067,2,2,115,5,18,0.000
Curry Away,-79.8841,40.4305,2,2,57,3,16,0.000
Pearl's Cafe II / Hob Nob,-79.8939,40.3838,2,1,132,0,1,0.000
Word of God Parish,-79.8893,40.4231,2,1,200,6,22,0.259
Citiparks Pool_2,-79.9535,40.4620,2,1,183,3,22,0.000
Roxanne's Take-Out Catering,-79.9543,40.4649,2,1,73,5,16,0.000
Forbes-Craig Apartments,-79.9492,40.4445,2,1,42,2,1,0.000
Dave and Andy's Ice Cream,-79.9574,40.4409,2,2,80,4,1,0.000
Charles Morris Nursing Home and Rehabilitation Center,-79.9203,40.4139,2,1,54,0,18,0.000
Rite Aid_6,-79.9983,40.4538,2,1,40,0,14,0.000
Wines and Spirits_2,-79.9212,40.4591,2,1,41,1,22,0.327
Cardello Building,-80.0273,40.4493,2,2,101,2,13,0.000
The Cheesecake Factory,-79.9654,40.4282,2,2,3,0,20,0.000
Laurent Chiropractic,-79.9819,40.3657,2,1,140,2,16,0.000
6th And Smithfield Bus Stop,-79.9996,40.4421,2,1,52,5,16,-0.216
Roberto Clemente Museum,-79.9676,40.4624,2,1,200,6,20,0.000
Greek Quad,-79.9420,40.4446,2,1,42,2,1,0.000
Andys,-80.0019,40.4413,2,2,173,0,0,0.000
Carnegie Library Of Homestead,-79.8935,40.4074,2,1,177,4,20,0.000
The Kressel Zoo,-79.9288,40.4314,2,1,13,0,3,0.000
Dr. Mecs Dentist,-80.0354,40.3965,2,1,164,5,15,0.000
Lube,-79.9583,40.4406,2,1,137,5,19,0.000
Vatan,-79.9920,40.4588,2,1,222,0,21,0.000
Paris 66,-79.9242,40.4599,2,1,95,6,1,0.000
Food Truck Friday,-79.9817,40.4525,2,1,75,0,22,0.000
Urgent Care,-79.9823,40.3727,2,1,62,1,22,0.500
Carnegie Mellon Caf,-79.9492,40.4442,2,1,175,2,16,0.000
Cogo's,-79.9093,40.3883,2,1,138,0,22,0.000
AutoZone_1,-79.8718,40.3662,2,1,32,6,21,0.000
AAA Motor Vehicles East Liberty,-79.9274,40.4597,2,1,100,4,19,0.298
Buy N Fly,-79.9027,40.3977,2,1,328,1,16,0.000
Edgewood Shoe Repair,-79.8846,40.4333,2,1,57,3,3,0.000
Scaife Hall_1,-79.9473,40.4418,2,1,30,4,17,0.000
First National Bank,-79.9816,40.3666,2,1,140,2,16,0.000
Wine Bar,-79.9736,40.4281,2,2,26,1,2,0.000
Mcclarins Bar,-79.8902,40.4032,2,1,132,1,1,0.000
Cuckoo's Nest,-79.9728,40.4284,2,1,179,6,17,0.000
Backdraft Bar n Grill,-79.9677,40.3861,2,2,65,0,5,0.000
Saints Turncoats Public House,-79.9681,40.4788,2,1,94,5,22,0.000
Christyles Beauty Barbershop,-79.8838,40.4433,2,1,54,0,12,0.352
Aero 360,-79.8626,40.3879,2,1,99,3,0,0.000
Wai Wai,-79.9493,40.4619,2,1,197,4,21,0.000
Savolskis-Wasik-Glenn Funeral Home,-79.9026,40.3855,2,1,37,5,23,-0.263
Smoke BBQ Tacos,-79.9607,40.4698,2,1,59,6,18,0.000
Dr. Catherine Udekwu,-79.9812,40.4361,2,1,58,4,19,0.000
Hop Farm Brewing Company,-79.9480,40.4846,2,2,30,4,1,0.000
Chopstick House,-79.8661,40.4604,2,1,137,6,3,0.000
Three Rivers Restaurants,-80.0066,40.4417,2,1,195,2,18,0.000
Hot Mass,-79.9926,40.4460,2,2,60,0,7,0.000
Pittsburgh Heritage Trail,-80.0157,40.4467,2,1,104,1,14,0.000
Nakama Food Truck_1,-80.0162,40.4404,2,1,75,0,22,0.000
The Jag_3,-80.0602,40.4677,2,1,57,3,16,0.000
STOP 'N GLOW CAR WASH,-79.8718,40.3662,2,1,32,6,21,-0.246
An SAP Company,-79.9998,40.4420,2,1,112,2,1,0.000
Pitt's Dogg'n It,-79.9561,40.4397,2,1,157,6,2,0.000
Eastern Suburb,-79.8823,40.4043,2,1,27,1,3,0.000
Rite Aid_3,-80.0156,40.4563,2,1,70,1,13,0.000
Nana's Hot Dog,-80.0048,40.4553,2,1,286,1,16,0.000
bed,-79.9273,40.4754,2,1,317,1,1,0.000
Albert's,-80.0360,40.3977,2,1,91,2,0,0.000
Piccadilly Artisan Yogurt and Creamery,-80.0444,40.3804,2,1,220,6,0,0.000
Steel Valley Senior High School,-79.9001,40.3894,2,1,25,0,19,0.000
East Street,-79.9996,40.4611,2,1,108,5,23,0.000
Pittsburgh Public School Board,-79.9522,40.4462,2,1,287,3,16,0.000
Hesselbein Leadership Academy,-79.9546,40.4438,2,1,207,6,20,0.000
Colonial Cleaners,-79.9243,40.4290,2,1,25,1,2,0.000
Allegheny Conference on Community Development and Affiliates,-80.0060,40.4396,2,1,318,5,14,0.000
APlus at Sunoco_1,-80.0007,40.4513,2,1,39,6,21,0.000
H+H System,-80.0843,40.4404,2,1,188,1,12,0.000
David Physical Therapy,-80.0343,40.3734,2,1,57,3,15,0.000
PensGear_1,-79.9894,40.4395,2,1,122,5,20,0.000
21st Street Coffee and Tea_2,-80.0008,40.4411,2,2,56,2,18,0.000
Murphy's Tap Room,-79.8939,40.4324,2,1,87,3,23,0.000
Drum Bar,-80.0219,40.4466,2,2,81,0,1,0.000
Las Palmas Tacos,-79.9551,40.4391,2,1,80,5,22,0.000
Edgewood Roll of Honor,-79.8842,40.4338,2,1,57,3,3,0.314
Barre Code,-79.9345,40.4515,2,1,275,4,15,0.000
the government,-79.9808,40.4275,2,2,33,0,3,0.000
Tessitura Office,-79.9985,40.4428,2,1,28,3,18,0.000
Redbox_1,-79.9825,40.3660,2,1,141,3,23,0.000
Westinghouse Park,-79.9038,40.4523,2,1,41,0,12,0.000
DiSilvos Pizza,-79.9757,40.3740,2,1,179,0,21,0.000
Crystal Bead Bazaar,-79.9588,40.4728,2,1,189,2,18,0.000
Yinzburgh BBQ,-79.9464,40.4547,2,2,22,4,17,0.000
Carnegie Library Mount Washington Branch,-80.0103,40.4335,2,1,178,6,19,0.000
Squirrel Hill Tunnel_2,-79.9308,40.4286,2,2,57,2,3,0.000
Polish White Eagles,-80.0900,40.4025,2,1,103,0,19,0.000
Turner Cemetery,-79.9273,40.4208,2,1,80,5,3,0.000
Joe's Rusty Nail,-80.0574,40.4965,2,2,62,1,12,0.000
City-County Building,-79.9975,40.4380,2,1,280,2,12,0.000
Simple Ingredients,-79.9986,40.4427,2,1,146,2,17,0.000
Wyndham Fitness Center,-80.0063,40.4414,2,1,144,0,17,0.231
Taste of India,-79.9535,40.4659,2,1,143,5,22,0.000
Spice Island Tea House,-79.9563,40.4400,2,1,138,0,22,0.000
Three Rivers Trail,-79.9904,40.4313,2,1,158,0,20,0.000
The O's House,-79.9249,40.4428,2,1,159,1,5,0.000
The Bloomfield Sandwich Shop,-79.9505,40.4625,2,1,102,6,16,0.000
christian church of wilkinsburg,-79.8826,40.4436,2,1,54,0,12,0.000
The Steelhead Brasserie Wine Bar,-79.9922,40.4402,2,1,81,0,20,0.000
Wilkinsburg Borough Police/Fire,-79.8860,40.4434,2,1,43,3,21,0.000
Katsur Dental Orthodontics,-79.8877,40.4269,2,1,203,2,19,0.000
Troy Hill,-79.9832,40.4629,2,1,76,1,22,0.000
Subway_6,-80.0061,40.4318,2,2,88,1,15,0.000
my couch,-79.9920,40.3780,2,1,194,0,6,0.000
Fox's Pizza_1,-80.0729,40.4727,2,1,156,4,12,0.000
