,cluster0,,cluster1,,cluster2,,cluster3,,cluster4,,cluster5,,cluster6,,cluster10,,cluster11,,cluster12,,cluster13,,cluster15,,cluster16,,cluster18,
doy,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n
156,149.906,96,55.790,37,11.286,6,32.771,23,4.347,3,40.831,29,20.439,14,2.088,2,6.015,4,19.072,14,6.456,3,2.682,2,12.723,8,2.252,1
157,185.023,116,54.737,35,8.131,5,87.040,58,86.361,57,132.858,92,35.226,24,7.206,4,0.000,0,18.154,13,15.429,9,1.551,1,4.644,3,2.667,1
158,128.517,88,68.578,42,15.935,9,66.308,39,213.176,133,265.766,174,35.150,23,0.000,0,0.000,0,20.401,15,6.206,4,12.138,8,7.388,5,4.725,3
159,103.189,69,54.120,31,15.474,7,33.685,23,119.223,71,28.544,17,37.672,23,2.684,1,2.380,2,19.948,11,18.621,13,4.304,4,29.476,18,12.243,8
160,120.151,74,38.733,22,2.806,2,25.195,18,30.083,22,15.532,11,21.191,13,17.155,9,2.845,2,5.548,3,7.558,6,4.283,3,3.411,3,4.523,3
161,81.912,52,28.852,18,3.899,3,19.586,12,133.843,83,12.035,7,4.279,3,0.000,0,0.000,0,3.550,3,1.641,1,1.573,1,2.596,2,14.955,10
162,113.800,69,31.267,17,5.691,4,16.546,12,91.512,60,9.616,8,22.039,15,2.888,2,6.989,4,0.000,0,0.000,0,22.738,15,14.255,10,3.535,3
163,82.598,55,51.517,33,7.007,4,12.756,7,76.681,48,16.613,9,4.126,3,0.000,0,2.406,1,12.256,8,0.000,0,1.509,1,2.088,2,5.740,2
164,101.541,62,32.433,18,3.549,2,21.346,12,49.976,28,2.652,2,20.806,13,1.305,1,2.624,2,10.322,8,5.197,4,8.143,4,2.766,2,1.022,1
165,125.259,82,22.234,15,5.815,4,26.756,19,10.696,8,16.397,11,34.656,25,0.000,0,0.000,0,8.102,4,2.617,2,11.990,6,0.000,0,6.669,3
166,233.616,132,46.537,27,12.143,7,44.966,31,19.812,14,15.669,10,30.986,15,0.000,0,4.350,3,8.422,5,2.724,2,8.214,7,0.000,0,0.000,0
167,89.779,52,43.818,24,5.877,5,30.311,21,22.333,16,9.241,5,34.576,19,0.000,0,0.000,0,9.504,5,1.684,1,7.100,6,1.441,1,7.352,5
168,65.182,39,34.868,22,5.780,4,19.468,13,46.043,27,18.933,12,8.927,7,3.832,2,5.026,2,7.579,4,0.000,0,6.148,4,0.000,0,7.814,6
169,73.002,46,31.476,22,16.668,12,18.869,11,52.797,34,36.826,24,11.592,9,3.496,2,2.199,2,0.000,0,4.629,2,7.810,6,6.426,4,0.000,0
170,90.450,59,47.758,28,17.248,10,19.092,12,65.783,44,25.683,17,12.113,7,0.000,0,0.000,0,3.375,2,0.000,0,7.714,6,1.616,1,1.205,1
171,100.742,66,42.211,25,9.456,7,46.995,29,0.000,0,10.360,8,46.851,33,0.000,0,7.758,5,5.373,4,6.888,4,2.088,2,4.719,3,8.506,6
172,48.546,35,25.427,17,25.006,16,36.076,22,41.850,27,130.921,79,41.157,24,0.000,0,4.190,2,2.180,2,7.488,5,3.024,2,8.181,3,7.910,5
173,92.078,56,57.015,34,5.127,3,92.079,56,28.595,16,131.391,85,22.661,14,2.060,2,0.000,0,0.000,0,10.038,5,0.000,0,0.000,0,14.394,10
174,45.020,29,30.516,18,4.554,2,30.646,19,15.282,11,6.812,5,13.706,11,1.122,1,0.000,0,10.747,5,5.079,3,2.220,2,0.000,0,3.810,2
175,53.454,39,36.741,21,8.218,6,13.569,10,12.994,8,10.478,7,25.761,14,0.000,0,0.000,0,10.662,7,1.962,1,4.418,3,0.000,0,4.461,3
176,128.246,74,50.534,29,23.565,15,43.086,26,17.375,14,17.364,10,25.679,17,0.000,0,1.802,1,0.000,0,3.610,2,18.819,13,4.194,3,4.161,3
177,83.067,56,48.271,29,8.937,7,41.767,23,25.517,17,7.851,6,23.807,15,7.403,6,2.088,2,24.028,16,4.065,3,4.990,4,7.023,6,6.162,4
178,112.632,76,62.225,43,2.659,2,22.849,14,118.742,86,19.471,13,39.415,22,1.612,1,9.147,4,16.365,11,6.733,6,1.916,1,3.282,2,7.974,6
179,68.993,46,49.038,31,9.053,6,49.025,33,213.652,133,19.182,11,21.912,14,6.706,4,10.636,6,5.559,3,8.969,6,1.148,1,9.700,5,13.649,10
180,92.999,61,14.371,9,9.867,7,37.287,22,69.311,47,9.322,6,29.059,22,2.831,1,0.000,0,6.660,4,3.252,2,2.882,2,0.000,0,5.790,4
181,138.438,91,52.233,32,11.159,7,35.253,22,96.322,54,14.013,8,21.608,14,3.955,3,0.000,0,1.044,1,6.674,5,2.856,2,3.874,2,13.273,8
182,142.798,90,91.395,51,19.154,13,29.136,17,31.854,22,33.476,27,25.526,14,3.393,3,3.486,3,2.831,2,1.594,1,3.146,2,9.494,6,5.434,3
183,130.159,91,46.192,26,33.857,22,26.615,14,90.624,57,10.484,8,31.228,19,2.846,2,1.058,1,8.147,5,7.913,5,0.000,0,0.000,0,0.000,0
184,238.736,148,39.745,26,23.162,16,24.188,17,131.996,80,17.030,14,17.545,12,4.636,3,0.000,0,15.555,10,3.120,3,2.574,2,0.000,0,6.014,4
185,363.449,226,60.860,38,32.667,19,50.302,31,388.060,247,84.722,58,22.994,13,8.174,6,8.189,5,14.403,11,30.441,19,0.000,0,0.000,0,9.101,5
186,474.993,297,49.366,34,13.383,9,51.088,31,286.425,188,58.703,38,34.063,22,10.612,8,3.900,3,8.233,5,29.484,20,0.000,0,14.091,8,10.787,7
187,328.097,199,27.918,21,4.787,3,30.224,18,107.876,72,41.594,24,40.242,26,0.000,0,4.460,3,32.495,21,1.194,1,0.000,0,14.118,11,6.819,3
188,243.462,157,35.986,25,34.218,15,43.200,28,122.027,72,13.404,10,12.671,9,2.652,2,0.000,0,11.599,7,12.745,10,2.988,2,3.428,1,6.128,4
189,81.651,56,38.959,23,34.250,17,42.025,26,93.540,70,17.965,10,10.082,7,4.995,4,1.044,1,18.452,11,0.000,0,8.964,6,9.186,4,11.058,10
190,210.056,130,56.193,35,2.803,2,23.888,13,90.819,62,44.702,34,13.993,12,5.912,3,0.000,0,8.990,6,0.000,0,7.467,7,14.191,11,1.251,1
191,187.575,116,41.719,29,38.666,26,22.481,15,88.664,64,34.549,24,16.805,13,0.000,0,4.043,2,1.373,1,0.000,0,13.727,10,1.709,1,10.226,8
192,274.053,178,36.898,25,37.489,28,67.749,44,109.960,76,54.675,41,26.308,17,3.454,2,11.088,6,20.643,11,18.593,12,15.182,8,21.001,13,0.000,0
193,113.404,76,28.513,20,34.621,22,63.973,40,92.255,58,22.143,15,15.245,10,0.000,0,1.319,1,20.452,12,3.994,3,3.874,2,11.346,5,11.425,8
194,152.998,93,23.621,14,9.126,5,44.410,27,141.047,102,35.012,24,20.474,13,11.325,7,0.000,0,13.188,9,3.510,2,4.104,2,0.000,0,2.710,2
195,102.675,64,52.559,33,2.742,1,25.056,16,16.307,12,51.894,34,11.143,9,1.122,1,6.686,4,3.270,3,5.468,4,15.442,10,0.000,0,8.580,4
196,91.022,54,56.636,33,5.161,3,46.338,30,1.283,1,27.354,18,12.282,8,8.779,5,0.000,0,5.720,4,23.253,14,5.412,3,14.370,6,3.163,3
197,143.106,89,27.516,19,6.803,5,24.165,14,10.338,8,40.250,24,19.134,15,0.000,0,4.618,4,5.516,3,26.410,16,19.495,13,4.353,3,10.666,6
198,80.816,44,25.263,15,4.265,3,42.605,28,11.764,7,33.647,23,16.426,13,4.693,3,3.260,2,1.326,1,16.729,10,7.775,4,0.000,0,10.300,5
199,135.994,85,34.772,23,25.214,18,48.842,35,42.295,27,22.247,15,17.353,11,2.346,2,6.800,4,14.316,8,21.323,14,5.811,3,0.000,0,1.355,1
200,61.105,39,17.497,11,7.775,5,21.801,16,96.737,60,34.023,22,12.867,9,3.421,2,1.126,1,10.371,7,16.147,10,7.853,5,7.057,5,2.788,2
201,94.462,64,22.602,13,8.625,4,31.615,20,155.573,93,28.722,18,5.926,4,0.000,0,0.000,0,0.000,0,9.501,7,2.552,2,2.346,2,15.725,6
202,120.694,64,22.392,13,10.398,6,25.542,16,57.272,37,29.004,19,8.754,5,8.458,5,0.000,0,11.642,6,11.489,7,6.384,3,1.612,1,3.196,3
203,108.402,58,22.787,15,35.789,22,30.134,19,60.694,41,15.500,10,17.227,11,2.960,2,0.000,0,8.488,7,12.697,8,1.619,1,0.000,0,6.557,5
204,141.438,87,25.507,14,37.330,24,25.487,15,178.433,110,36.881,23,5.337,3,0.000,0,1.727,1,14.250,11,16.990,10,6.630,5,1.194,1,0.000,0
205,128.111,81,19.075,15,6.277,3,15.958,11,107.848,74,14.809,10,17.835,12,4.599,4,0.000,0,4.522,3,7.417,5,7.052,6,1.019,1,0.000,0
206,123.369,77,21.565,13,3.800,3,14.049,9,46.234,30,6.553,5,22.442,12,3.495,3,4.386,4,12.622,8,6.127,4,9.740,5,0.000,0,9.906,8
207,41.120,30,16.535,11,7.826,6,30.991,21,84.438,58,48.548,31,12.472,9,3.690,3,0.000,0,0.000,0,6.505,3,4.876,4,3.202,2,1.019,1
208,51.381,33,20.598,13,3.553,2,27.443,18,47.444,30,109.330,72,3.636,3,0.000,0,0.000,0,1.255,1,1.666,1,10.901,7,2.624,2,5.062,4
209,76.623,48,43.715,28,4.726,3,28.370,19,7.815,6,33.003,25,4.323,3,4.790,4,0.000,0,7.555,5,0.000,0,11.267,9,1.044,1,8.608,6
210,105.037,70,23.789,16,7.328,5,24.585,17,5.924,5,36.712,23,6.187,4,0.000,0,0.000,0,1.144,1,3.168,2,7.279,5,17.140,5,4.098,3
211,97.477,59,9.391,6,13.138,8,32.268,21,13.171,8,19.589,12,13.541,11,8.949,6,0.000,0,7.071,6,3.042,2,2.216,1,0.000,0,3.790,2
212,100.550,62,23.523,14,10.041,7,36.538,22,9.373,7,6.552,3,12.565,8,4.296,2,0.000,0,6.124,5,5.266,3,0.000,0,0.000,0,0.000,0
213,83.180,51,31.752,19,2.381,2,36.415,23,18.737,9,20.131,15,6.292,4,1.305,1,9.860,8,3.951,3,1.684,1,0.000,0,10.533,6,3.629,3
214,44.303,26,20.744,12,6.262,4,31.367,19,6.205,3,34.082,24,18.877,11,0.000,0,0.000,0,7.782,4,1.684,1,0.000,0,0.000,0,2.324,2
215,35.509,20,25.300,15,1.834,1,49.269,31,8.780,4,10.635,7,6.736,4,0.000,0,0.000,0,7.575,5,1.065,1,6.973,5,3.582,3,3.810,2
216,86.522,51,20.674,11,51.281,32,14.162,8,18.872,13,11.487,8,15.116,11,0.000,0,0.000,0,3.020,2,0.000,0,0.000,0,0.000,0,6.819,3
217,79.875,56,9.032,5,108.811,71,37.550,26,59.302,36,15.038,10,26.612,16,11.139,7,0.000,0,2.460,2,0.000,0,5.572,3,0.000,0,0.000,0
218,60.743,39,15.409,10,2.541,2,21.248,12,100.807,62,16.602,11,23.369,15,0.000,0,0.000,0,9.828,6,1.323,1,3.318,3,0.000,0,0.000,0
219,116.224,72,11.610,7,2.027,2,35.372,20,83.794,52,19.410,12,24.054,16,3.428,1,6.015,3,2.749,2,2.327,1,14.878,9,0.000,0,3.789,3
220,139.336,80,22.135,10,5.969,4,24.763,16,93.429,55,9.054,8,8.186,6,0.000,0,0.000,0,1.008,1,1.591,1,1.827,1,0.000,0,0.000,0
221,56.446,34,9.056,6,9.390,5,40.441,22,101.578,61,14.953,9,15.073,11,0.000,0,4.323,3,4.018,3,6.871,4,0.000,0,3.504,2,2.882,2
222,37.843,24,8.093,5,3.263,2,21.946,13,116.931,70,11.839,7,2.477,2,3.302,2,0.000,0,2.670,2,5.623,4,3.542,3,5.234,2,0.000,0
223,47.902,30,20.276,10,3.217,2,19.511,10,44.679,26,7.625,7,6.862,5,5.840,2,0.000,0,1.691,1,3.114,2,1.158,1,0.000,0,0.000,0
224,86.895,54,13.618,10,2.589,2,31.882,24,110.106,69,13.102,8,12.857,9,3.582,3,2.556,1,0.000,0,6.528,4,1.044,1,5.026,2,8.637,7
225,75.674,46,11.669,9,2.173,2,31.050,20,63.459,42,14.762,9,5.322,3,0.000,0,1.480,1,1.158,1,2.610,2,6.813,4,17.310,7,3.796,2
226,119.816,79,5.391,5,6.174,4,34.289,23,8.880,7,13.206,9,46.833,30,8.782,6,1.519,1,3.189,2,1.233,1,7.692,5,2.656,2,4.912,3
227,25.071,16,0.000,0,7.682,4,7.686,5,1.026,1,26.755,18,3.299,3,0.000,0,0.000,0,7.353,5,4.880,3,1.998,1,1.684,1,3.085,2
228,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
229,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
230,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
231,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
232,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
233,27.573,19,8.541,7,9.466,6,6.271,4,25.572,17,8.350,6,5.612,3,5.662,4,0.000,0,3.131,2,1.044,1,1.544,1,1.398,1,1.140,1
234,92.860,64,58.769,35,41.653,28,39.618,26,107.963,68,18.485,13,24.926,18,0.000,0,4.497,3,16.334,10,1.580,1,4.054,3,0.000,0,6.695,5
235,23.455,18,9.713,7,17.411,11,2.520,2,32.118,23,81.208,56,0.000,0,0.000,0,0.000,0,1.862,1,10.832,7,0.000,0,1.162,1,4.278,3
236,39.207,25,7.457,6,5.676,4,1.144,1,68.637,42,28.749,19,0.000,0,3.428,1,0.000,0,2.588,2,8.344,6,1.208,1,0.000,0,1.401,1
237,31.137,20,11.969,8,6.859,4,3.610,2,8.158,6,15.705,11,1.373,1,0.000,0,0.000,0,3.496,2,1.083,1,0.000,0,1.487,1,0.000,0
238,27.903,19,15.995,11,11.895,7,8.503,6,3.532,3,7.640,6,0.000,0,7.635,5,0.000,0,0.000,0,1.158,1,0.000,0,4.212,4,0.000,0
239,57.028,38,37.710,26,9.906,4,8.828,6,5.101,3,5.581,5,16.930,10,4.024,2,0.000,0,0.000,0,3.045,2,2.160,2,0.000,0,1.752,1
240,153.892,108,97.443,59,43.393,26,21.377,14,26.814,17,28.794,21,10.078,6,11.268,7,0.000,0,15.937,8,10.930,7,20.823,12,0.000,0,11.968,8
241,122.874,81,94.851,65,46.526,30,24.697,15,104.990,72,45.023,27,14.517,8,4.648,4,0.000,0,9.229,7,21.997,13,24.039,16,5.811,3,7.236,5
242,106.509,62,115.433,61,29.774,17,88.651,52,164.698,104,87.367,58,41.451,28,6.896,3,8.432,5,6.695,4,27.636,19,3.236,3,7.659,6,10.058,8
243,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
244,38.331,23,57.276,36,51.530,26,24.672,16,0.000,0,27.329,17,9.008,6,0.000,0,4.068,3,2.535,2,4.082,3,3.654,2,4.737,4,5.170,4
245,106.377,61,82.340,50,27.099,17,31.610,19,2.988,2,19.849,14,8.883,6,5.634,4,0.000,0,6.303,4,3.085,2,2.077,1,0.000,0,2.524,2
246,106.524,75,66.869,46,23.523,14,26.865,16,4.873,4,42.566,30,8.529,5,13.008,7,1.476,1,11.045,7,38.673,24,4.515,3,0.000,0,1.044,1
247,89.362,62,53.847,37,34.713,21,26.162,18,0.000,0,49.350,36,7.060,4,12.365,9,1.044,1,2.634,2,19.642,14,4.808,3,11.281,7,0.000,0
248,80.819,56,58.253,37,38.871,22,34.431,25,31.675,21,65.688,45,21.111,15,1.233,1,0.000,0,17.213,8,36.995,26,4.482,4,0.000,0,6.431,4
249,19.591,14,14.262,9,5.334,3,5.577,4,6.002,5,18.717,14,0.000,0,4.160,2,0.000,0,1.326,1,6.313,4,0.000,0,0.000,0,0.000,0
250,20.146,14,9.849,6,1.737,1,5.848,4,17.276,11,25.233,16,0.000,0,1.044,1,0.000,0,0.000,0,4.762,4,0.000,0,0.000,0,5.394,3
251,16.374,7,2.323,1,1.548,1,17.193,12,1.727,1,18.102,11,0.000,0,0.000,0,0.000,0,0.000,0,9.982,8,0.000,0,0.000,0,0.000,0
252,6.984,4,4.593,2,0.000,0,3.410,2,0.000,0,4.194,3,0.000,0,1.122,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
253,5.559,4,2.513,1,0.000,0,0.000,0,9.559,6,2.842,2,1.312,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,1.122,1
254,4.858,3,3.167,2,2.749,2,1.062,1,1.744,1,2.659,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
255,6.106,4,2.227,2,0.000,0,2.502,1,5.011,3,0.000,0,4.101,3,0.000,0,0.000,0,0.000,0,1.305,1,0.000,0,0.000,0,0.000,0
256,19.510,13,7.156,4,0.000,0,2.731,2,13.060,9,4.526,3,3.639,3,0.000,0,2.210,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
257,12.607,9,8.811,5,8.399,5,6.178,4,7.368,3,10.761,7,2.192,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,1.376,1
258,23.145,16,2.338,1,7.886,4,1.684,1,15.436,11,11.809,9,2.774,2,0.000,0,0.000,0,2.652,2,3.704,2,0.000,0,0.000,0,0.000,0
259,7.070,6,0.000,0,1.373,1,4.272,3,11.736,8,2.052,2,3.986,3,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,1.573,1
260,6.970,4,1.083,1,1.326,1,0.000,0,18.317,11,9.428,7,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
261,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,2.474,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,2.188,1
262,8.358,6,3.228,2,1.276,1,1.090,1,7.993,5,6.233,4,2.409,2,0.000,0,0.000,0,1.069,1,2.627,2,0.000,0,0.000,0,0.000,0
263,3.589,2,7.119,6,4.968,3,1.205,1,4.429,3,18.930,13,0.000,0,0.000,0,0.000,0,0.000,0,1.487,1,0.000,0,0.000,0,0.000,0
264,14.163,9,6.828,5,0.000,0,3.263,2,2.030,1,38.970,25,1.090,1,0.000,0,0.000,0,3.671,2,3.982,3,0.000,0,0.000,0,0.000,0
265,18.238,13,11.099,7,26.808,16,2.530,2,0.000,0,13.509,9,5.334,2,0.000,0,0.000,0,0.000,0,2.914,2,5.983,4,0.000,0,0.000,0
266,34.443,24,3.396,2,22.291,15,2.288,2,9.925,7,7.850,6,7.492,6,0.000,0,0.000,0,0.000,0,0.000,0,1.341,1,2.902,2,2.796,2
267,16.220,12,13.234,8,5.520,4,9.994,8,10.366,6,25.324,20,1.262,1,2.016,2,0.000,0,3.188,2,2.480,2,2.088,2,0.000,0,2.110,2
268,26.256,21,14.685,11,5.948,4,12.275,5,6.363,5,15.748,12,1.248,1,2.796,2,0.000,0,4.018,2,1.491,1,0.000,0,7.587,4,0.000,0
269,28.705,19,6.972,4,21.764,16,20.734,18,14.814,10,15.502,11,6.953,5,3.760,2,0.000,0,3.146,2,3.146,2,0.000,0,2.152,2,0.000,0
270,61.576,40,25.596,18,27.028,18,10.757,7,3.088,2,34.624,23,4.257,3,0.000,0,0.000,0,13.143,10,11.196,6,0.000,0,0.000,0,0.000,0
271,33.405,25,37.174,25,14.524,10,4.860,4,71.847,46,8.575,7,10.167,6,0.000,0,0.000,0,0.000,0,3.024,3,0.000,0,6.764,4,9.975,6
272,28.667,19,25.566,19,4.848,4,0.000,0,32.771,23,20.755,13,5.420,4,10.852,8,0.000,0,9.380,8,0.000,0,0.000,0,0.000,0,5.464,4
273,78.855,51,108.844,69,46.214,32,22.454,16,74.983,52,23.424,18,12.375,7,12.337,7,3.632,2,9.124,7,4.200,3,8.780,4,5.034,4,0.000,0
274,114.915,79,70.939,40,82.740,50,91.514,57,130.250,92,139.227,93,9.347,7,19.520,15,13.755,5,1.273,1,13.601,11,6.156,4,3.188,2,18.191,12
275,65.345,46,102.200,65,53.703,33,19.983,13,182.257,120,259.480,176,29.346,21,1.101,1,2.707,2,0.000,0,13.750,10,10.329,6,4.911,3,1.523,1
276,86.135,58,107.135,71,70.467,45,58.816,40,85.543,61,75.322,54,28.012,17,10.584,7,6.037,3,26.813,14,12.789,9,14.415,8,2.088,2,2.774,2
277,107.559,63,123.780,73,100.672,72,73.268,54,255.988,168,42.256,24,19.279,14,9.236,4,17.948,7,1.190,1,7.018,5,10.824,10,0.000,0,0.000,0
278,69.251,50,75.073,49,37.312,27,34.547,26,45.556,32,44.967,30,2.370,2,7.164,4,0.000,0,8.215,4,6.532,4,20.346,12,3.165,3,8.118,6
279,114.010,71,59.184,34,6.285,3,23.370,16,11.802,9,27.638,20,11.985,7,12.610,7,0.000,0,0.000,0,0.000,0,2.566,2,0.000,0,4.708,3
280,87.893,54,56.242,37,22.487,16,21.347,11,57.191,43,18.368,12,0.000,0,7.668,6,1.937,1,5.803,4,14.385,10,1.669,1,0.000,0,3.528,3
281,141.898,94,69.951,44,27.033,15,41.565,27,122.647,84,39.204,25,34.664,20,4.737,3,18.105,8,4.194,3,0.000,0,3.874,2,13.178,7,10.789,7
282,108.943,71,110.166,63,77.922,52,22.503,17,10.180,8,20.618,13,57.318,36,0.000,0,2.684,1,7.650,5,3.368,2,3.781,3,0.000,0,6.467,4
283,131.091,80,69.557,47,116.063,76,48.813,35,9.538,6,101.628,69,31.102,16,2.488,2,1.416,1,6.452,5,7.252,4,2.602,2,7.349,5,3.615,3
284,75.325,51,58.417,39,40.460,25,27.680,20,6.224,5,24.580,17,31.213,19,6.578,3,2.173,1,6.537,4,7.367,5,0.000,0,4.548,3,1.026,1
285,97.131,54,46.803,30,46.846,28,29.756,21,3.628,2,35.098,22,27.712,19,11.308,7,2.652,2,3.614,3,6.220,4,1.734,1,0.000,0,4.705,4
286,27.367,19,22.586,16,19.948,14,14.806,8,1.005,1,14.374,9,16.541,9,0.000,0,5.388,4,0.000,0,3.835,2,3.138,2,0.000,0,1.766,1
287,96.209,65,19.995,12,28.818,20,21.443,16,0.000,0,30.984,22,24.129,15,5.224,4,0.000,0,0.000,0,3.922,3,7.492,4,8.161,5,4.065,3
288,83.359,48,47.670,34,44.619,28,6.581,4,1.773,1,7.424,5,32.665,21,4.448,4,1.326,1,2.052,2,6.491,4,0.000,0,3.036,3,3.324,3
289,65.211,47,52.823,35,47.152,31,27.075,16,15.184,11,62.159,43,28.680,18,0.000,0,2.681,2,0.000,0,7.891,6,3.708,3,9.971,5,0.000,0
290,72.209,49,56.268,33,58.167,36,16.861,12,10.552,8,56.978,39,4.132,2,4.304,2,3.428,1,6.576,4,8.230,6,7.110,6,0.000,0,0.000,0
291,27.447,19,39.498,23,18.347,12,16.972,12,8.529,6,44.939,31,25.163,18,0.000,0,5.256,3,2.474,1,4.904,2,6.256,4,5.720,4,1.126,1
292,10.920,8,7.736,5,8.674,7,0.000,0,0.000,0,18.356,13,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,3.096,2
293,36.767,21,2.274,2,41.964,24,5.488,4,0.000,0,42.168,31,5.749,4,0.000,0,0.000,0,3.366,3,2.974,2,5.018,4,0.000,0,0.000,0
294,72.003,46,38.537,19,19.567,12,4.829,3,6.713,4,86.793,59,2.466,2,0.000,0,1.937,1,0.000,0,1.044,1,0.000,0,0.000,0,1.366,1
295,93.059,55,34.387,20,49.473,28,9.115,6,2.652,2,33.206,21,20.589,13,0.000,0,0.000,0,1.005,1,0.000,0,0.000,0,2.732,2,3.940,2
296,88.061,61,60.186,34,48.420,31,3.142,2,1.090,1,14.927,10,18.266,9,4.596,2,3.239,2,1.373,1,3.994,3,2.660,2,3.874,2,2.846,2
297,65.106,45,64.372,44,13.257,6,31.254,20,2.244,2,16.485,11,19.113,14,1.080,1,0.000,0,2.767,2,9.241,4,5.412,4,2.088,2,5.063,4
298,79.038,51,40.953,26,8.286,6,38.614,25,8.784,7,159.674,102,17.091,12,0.000,0,0.000,0,1.326,1,2.624,2,1.594,1,9.238,6,1.019,1
299,90.465,57,39.414,25,16.401,9,24.936,16,1.498,1,96.352,64,9.637,7,0.000,0,1.308,1,11.034,7,15.818,8,0.000,0,17.462,10,3.657,2
300,57.562,35,46.594,28,16.396,10,16.067,11,6.062,4,25.449,17,22.851,16,3.082,2,0.000,0,11.167,7,4.146,3,1.158,1,12.467,8,1.087,1
301,66.706,51,77.756,50,33.919,23,16.233,12,25.419,16,7.056,6,15.981,11,7.120,4,1.741,1,3.314,2,5.554,4,10.472,8,6.070,4,4.304,2
302,121.344,72,58.911,34,78.405,52,20.480,14,3.761,3,72.093,51,17.428,13,1.230,1,3.435,2,1.248,1,1.026,1,3.500,2,3.064,2,0.000,0
303,117.173,77,41.277,28,82.002,49,30.336,18,8.922,6,45.618,30,9.641,7,3.603,3,8.826,3,3.035,2,6.355,4,2.702,2,3.385,3,5.614,4
304,113.219,68,58.225,37,40.917,25,23.621,17,8.783,4,39.780,26,50.146,33,16.297,9,6.856,2,7.208,5,5.243,2,9.798,7,6.519,3,6.638,5
305,85.582,53,41.697,26,37.789,26,44.198,33,9.129,5,141.673,92,21.627,11,1.630,1,3.353,2,3.263,2,9.405,7,11.294,8,4.379,3,13.564,10
306,95.731,59,47.058,31,43.651,27,30.617,20,6.962,5,42.237,24,38.069,24,3.336,3,7.045,3,1.262,1,7.264,5,3.299,3,5.612,4,6.984,5
307,63.663,42,27.957,19,19.005,13,17.348,11,8.626,6,59.876,38,41.064,26,0.000,0,0.000,0,0.000,0,1.469,1,4.773,3,0.000,0,2.088,2
308,47.681,33,33.521,21,39.959,23,24.078,15,1.158,1,4.994,3,27.567,14,3.238,2,1.090,1,5.862,3,3.835,3,1.441,1,5.662,4,8.608,4
309,79.866,51,43.517,28,43.014,27,18.803,13,3.160,3,25.049,14,14.802,11,3.594,3,2.534,1,2.846,2,5.385,4,0.000,0,5.528,4,0.000,0
310,94.191,62,28.091,20,19.351,15,21.166,15,13.192,7,10.353,7,0.000,0,3.474,2,10.560,5,3.085,2,7.674,5,1.573,1,11.280,8,4.861,3
311,53.625,35,44.705,27,32.002,18,5.873,3,5.287,5,18.813,15,5.819,4,0.000,0,2.005,1,5.829,4,0.000,0,7.664,4,2.946,2,0.000,0
312,26.808,19,41.796,24,9.250,6,34.383,23,15.049,9,27.579,18,19.308,14,1.366,1,0.000,0,1.223,1,6.727,4,0.000,0,2.932,2,0.000,0
313,4.261,4,8.148,6,13.305,7,2.248,1,1.802,1,4.618,4,0.000,0,3.024,2,0.000,0,7.799,5,1.873,1,0.000,0,0.000,0,0.000,0
314,54.954,39,40.414,25,9.323,6,1.083,1,3.015,3,0.000,0,6.192,4,0.000,0,5.842,4,0.000,0,1.022,1,4.149,3,0.000,0,0.000,0
315,85.565,52,17.140,9,11.886,8,20.253,14,0.000,0,1.097,1,13.922,8,3.504,3,6.134,4,2.949,2,3.636,3,5.606,4,3.302,2,7.248,6
