,cluster0,,cluster1,,cluster2,,cluster3,,cluster4,,cluster5,,cluster6,,cluster10,,cluster11,,cluster12,,cluster13,,cluster15,,cluster16,,cluster18,
date,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n
2015-03-28,89.241,51,42.605,28,56.148,36,15.306,9,5.994,3,7.938,6,28.035,15,0.000,0,0.000,0,0.000,0,9.426,6,7.185,6,0.000,0,3.324,3
2015-03-29,12.624,9,53.641,35,2.492,2,29.197,17,5.952,3,0.000,0,10.497,6,1.083,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-03-30,9.940,8,0.000,0,15.696,7,2.144,2,3.339,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-03-31,0.000,0,1.487,1,5.012,2,3.228,2,0.000,0,0.000,0,0.000,0,0.000,0,1.391,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-04-01,3.132,3,3.472,3,2.924,2,7.030,5,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-04-02,16.525,10,4.722,2,12.517,9,0.000,0,4.426,2,0.000,0,2.152,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-04-03,3.167,2,6.945,5,4.923,3,5.532,4,0.000,0,1.083,1,16.072,8,1.787,1,1.548,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-04-04,1.594,1,8.151,3,0.000,0,0.000,0,2.166,2,0.000,0,0.000,0,0.000,0,0.000,0,2.516,2,0.000,0,2.974,2,0.000,0,7.220,3
2015-04-05,4.093,2,11.976,7,5.556,3,0.000,0,2.345,1,0.000,0,0.000,0,0.000,0,0.000,0,2.713,1,0.000,0,0.000,0,0.000,0,2.852,2
2015-04-06,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-04-07,22.664,13,26.244,15,21.329,16,5.526,3,0.000,0,2.835,2,0.000,0,1.373,1,0.000,0,0.000,0,3.195,3,0.000,0,1.012,1,0.000,0
2015-04-08,73.147,48,78.149,41,41.079,23,7.833,6,2.088,2,6.598,5,4.843,3,1.283,1,1.912,1,1.080,1,2.613,2,0.000,0,3.282,2,2.763,2
2015-04-09,47.883,31,75.370,49,24.780,15,18.641,11,14.206,10,5.980,3,20.736,11,0.000,0,2.510,2,1.848,1,0.000,0,1.684,1,1.022,1,3.682,2
2015-04-10,18.059,11,25.161,16,19.036,11,11.990,9,0.000,0,4.093,3,2.534,1,0.000,0,0.000,0,0.000,0,4.578,3,2.430,2,0.000,0,3.764,2
2015-04-11,12.594,8,0.000,0,0.000,0,4.500,4,0.000,0,5.490,4,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,3.414,2
2015-04-12,4.125,3,1.866,1,0.000,0,3.211,3,0.000,0,2.052,2,3.224,2,0.000,0,2.810,2,1.255,1,0.000,0,0.000,0,0.000,0,0.000,0
2015-04-13,15.979,11,18.602,8,2.066,1,2.667,1,19.776,12,6.478,4,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,1.358,1,0.000,0,0.000,0
2015-04-14,22.561,15,24.216,17,3.846,2,0.000,0,15.038,9,11.709,6,5.020,4,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-04-15,8.184,5,8.410,5,5.233,4,0.000,0,29.614,16,4.923,3,1.601,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-04-16,31.817,19,21.455,13,4.546,2,0.000,0,5.211,4,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,4.440,3,1.387,1,0.000,0,0.000,0
2015-04-17,7.378,6,10.882,5,1.083,1,1.366,1,0.000,0,1.576,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-04-18,8.072,4,5.079,3,4.844,2,6.846,3,5.740,3,2.942,2,1.205,1,1.630,1,0.000,0,0.000,0,1.276,1,0.000,0,0.000,0,1.777,1
2015-04-19,1.333,1,5.798,4,4.137,3,3.274,2,23.562,17,0.000,0,1.351,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-04-20,23.622,14,19.140,10,37.582,26,1.698,1,23.821,16,1.133,1,3.606,3,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,1.669,1
2015-04-21,90.701,58,70.945,42,87.637,58,19.335,12,56.864,35,12.249,7,10.106,7,0.000,0,1.283,1,10.248,6,0.000,0,1.126,1,0.000,0,5.233,3
2015-04-22,88.731,51,89.582,52,73.744,42,12.326,7,28.758,18,3.060,3,10.675,7,2.166,1,6.591,3,4.489,4,5.763,4,6.759,4,0.000,0,10.190,6
2015-04-23,8.465,7,6.403,5,3.510,2,1.744,1,0.000,0,1.480,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-04-24,13.455,8,3.599,2,1.223,1,2.456,2,0.000,0,3.428,1,3.857,2,0.000,0,0.000,0,0.000,0,0.000,0,3.867,2,0.000,0,0.000,0
2015-04-25,82.506,52,60.234,38,42.280,26,55.857,30,11.257,7,7.133,5,11.059,6,1.619,1,2.777,2,2.853,2,5.576,4,2.703,2,3.724,2,5.462,3
2015-04-26,100.798,66,83.013,63,48.144,29,56.985,37,17.619,10,14.504,8,23.274,13,5.451,3,6.108,3,4.290,3,5.774,4,1.698,1,1.998,1,9.170,6
2015-04-27,68.105,44,39.693,25,33.895,21,12.875,7,14.692,9,6.071,4,8.565,5,0.000,0,0.000,0,2.338,2,3.704,2,3.874,2,1.480,1,0.000,0
2015-04-28,25.118,14,13.751,9,4.193,3,7.118,5,3.217,2,1.308,1,2.527,2,0.000,0,0.000,0,1.022,1,1.276,1,3.736,2,0.000,0,0.000,0
2015-04-29,27.613,18,2.349,2,5.012,4,1.905,1,2.320,2,0.000,0,1.044,1,0.000,0,0.000,0,1.594,1,0.000,0,0.000,0,0.000,0,0.000,0
2015-04-30,24.797,19,5.717,4,3.192,3,14.213,8,2.205,1,3.682,3,1.294,1,1.290,1,0.000,0,0.000,0,0.000,0,1.441,1,0.000,0,0.000,0
2015-05-01,28.022,15,7.490,5,3.257,2,6.280,3,0.000,0,10.592,7,11.336,8,0.000,0,0.000,0,0.000,0,0.000,0,1.441,1,0.000,0,0.000,0
2015-05-02,20.026,12,4.158,3,23.703,14,10.174,5,2.280,2,9.668,7,6.306,4,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,3.038,2,0.000,0
2015-05-03,18.362,14,4.632,3,3.978,3,0.000,0,3.924,3,12.341,7,3.910,2,0.000,0,5.436,3,0.000,0,3.518,2,4.168,2,2.302,2,0.000,0
2015-05-04,3.554,3,3.396,2,1.487,1,1.505,1,0.000,0,0.000,0,2.152,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-05-05,17.848,10,1.573,1,0.000,0,2.774,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-05-06,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-05-07,2.244,2,2.960,2,0.000,0,0.000,0,2.732,2,5.906,4,0.000,0,0.000,0,0.000,0,0.000,0,2.882,2,0.000,0,0.000,0,0.000,0
2015-05-08,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-05-09,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-05-10,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-05-11,11.925,6,0.000,0,0.000,0,0.000,0,0.000,0,3.132,3,2.832,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-05-12,10.948,8,0.000,0,20.435,13,3.357,3,5.481,3,0.000,0,1.273,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-05-13,10.068,7,0.000,0,34.122,23,3.420,3,5.939,5,0.000,0,0.000,0,0.000,0,2.738,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-05-14,5.177,3,1.612,1,0.000,0,0.000,0,1.122,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,2.738,2
2015-05-15,1.487,1,1.276,1,0.000,0,0.000,0,1.208,1,0.000,0,3.910,3,0.000,0,0.000,0,0.000,0,2.091,1,0.000,0,0.000,0,0.000,0
2015-05-16,4.343,3,3.675,3,0.000,0,2.892,2,1.641,1,0.000,0,3.045,2,0.000,0,0.000,0,0.000,0,1.812,1,0.000,0,0.000,0,0.000,0
2015-05-17,6.524,4,1.140,1,4.819,3,4.718,3,2.474,2,3.228,2,4.050,3,2.921,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-05-18,20.596,13,8.550,6,4.135,3,8.598,5,1.044,1,4.737,4,3.153,2,1.173,1,1.641,1,0.000,0,0.000,0,0.000,0,0.000,0,1.698,1
2015-05-19,3.675,2,0.000,0,1.684,1,0.000,0,0.000,0,6.027,4,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-05-20,9.888,7,1.201,1,0.000,0,1.162,1,15.725,10,1.223,1,1.308,1,0.000,0,0.000,0,0.000,0,3.428,1,0.000,0,2.538,2,0.000,0
2015-05-21,27.053,16,12.162,8,6.973,4,1.566,1,15.941,11,4.768,4,1.408,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,1.173,1
2015-05-22,16.385,11,6.900,5,1.083,1,0.000,0,29.410,19,20.614,13,2.895,2,0.000,0,0.000,0,0.000,0,3.628,3,4.737,3,1.773,1,2.642,2
2015-05-23,24.447,15,5.835,4,3.368,2,9.954,7,118.206,76,9.984,7,13.404,9,0.000,0,0.000,0,0.000,0,7.357,5,0.000,0,1.451,1,2.806,2
2015-05-24,58.463,37,19.568,15,0.000,0,20.982,13,110.427,73,0.000,0,13.492,8,2.130,2,2.838,2,2.044,2,4.065,3,3.454,2,2.452,2,5.922,5
2015-05-25,30.911,20,3.874,2,0.000,0,6.856,6,51.867,35,0.000,0,24.146,16,0.000,0,0.000,0,0.000,0,7.722,6,0.000,0,0.000,0,0.000,0
2015-05-26,70.169,38,2.832,2,0.000,0,6.070,4,53.633,32,3.411,3,2.024,2,0.000,0,0.000,0,3.066,3,0.000,0,2.296,2,0.000,0,1.548,1
2015-05-27,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-05-28,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-05-29,3.894,3,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-05-30,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-05-31,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-06-01,26.677,16,15.214,10,0.000,0,13.683,9,3.744,3,23.308,16,8.531,5,0.000,0,0.000,0,0.000,0,5.115,3,4.098,3,7.539,3,1.905,1
2015-06-02,52.616,31,4.485,4,0.000,0,3.249,3,0.000,0,25.995,17,13.017,8,6.819,3,6.819,3,0.000,0,0.000,0,0.000,0,0.000,0,3.303,3
2015-06-03,9.765,7,18.189,12,0.000,0,13.428,7,4.461,3,12.300,6,3.324,3,0.000,0,0.000,0,3.240,3,11.275,7,18.003,11,0.000,0,0.000,0
2015-06-04,71.973,47,18.609,15,5.509,5,3.088,2,4.133,4,11.558,10,2.441,2,0.000,0,0.000,0,6.786,5,0.000,0,0.000,0,0.000,0,0.000,0
2015-06-05,52.421,32,29.734,18,5.298,2,18.646,14,0.000,0,27.574,20,17.039,11,0.000,0,0.000,0,16.516,12,0.000,0,2.682,2,2.802,2,0.000,0
2015-06-06,44.527,31,13.798,10,4.775,3,13.647,10,22.048,16,106.676,74,10.013,7,0.000,0,0.000,0,6.069,5,12.662,8,0.000,0,0.000,0,0.000,0
2015-06-07,55.931,41,20.750,13,7.914,4,33.278,20,35.383,24,256.389,167,2.806,2,0.000,0,0.000,0,8.019,6,0.000,0,7.748,6,0.000,0,0.000,0
2015-06-08,44.791,29,14.536,8,10.952,4,3.315,3,22.782,16,24.786,14,11.002,9,0.000,0,2.380,2,4.454,4,10.629,8,0.000,0,5.254,4,3.232,2
2015-06-09,26.244,15,3.067,2,1.612,1,8.414,6,14.697,11,11.522,8,7.590,5,0.000,0,0.000,0,0.000,0,4.637,4,1.573,1,0.000,0,1.641,1
2015-06-10,20.918,14,1.412,1,2.759,2,4.093,3,26.435,18,5.351,3,1.319,1,0.000,0,0.000,0,1.180,1,0.000,0,1.573,1,0.000,0,3.846,2
2015-06-11,56.667,29,1.040,1,0.000,0,0.000,0,16.388,12,1.044,1,10.105,7,0.000,0,1.273,1,0.000,0,0.000,0,7.410,4,0.000,0,0.000,0
2015-06-12,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-06-13,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-06-14,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-06-15,19.092,13,2.123,1,6.917,4,3.492,3,14.179,11,7.857,5,1.001,1,0.000,0,0.000,0,0.000,0,0.000,0,2.194,2,0.000,0,0.000,0
2015-06-16,0.000,0,0.000,0,0.000,0,0.000,0,13.729,10,7.203,3,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-06-17,0.000,0,2.038,2,0.000,0,0.000,0,10.153,7,2.753,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-06-18,5.098,3,0.000,0,3.782,2,1.051,1,1.573,1,0.000,0,2.617,2,0.000,0,1.144,1,0.000,0,1.873,1,0.000,0,0.000,0,0.000,0
2015-06-19,5.951,4,0.000,0,2.953,2,0.000,0,3.314,2,1.587,1,2.688,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-06-20,8.076,5,4.276,3,0.000,0,2.388,2,0.000,0,0.000,0,2.088,2,0.000,0,0.000,0,0.000,0,0.000,0,2.088,2,0.000,0,2.244,2
2015-06-21,11.036,7,2.535,2,6.685,4,0.000,0,1.987,1,2.460,2,2.341,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-06-22,22.105,10,3.461,2,0.000,0,0.000,0,0.000,0,6.592,4,0.000,0,0.000,0,0.000,0,0.000,0,4.848,3,0.000,0,0.000,0,0.000,0
2015-06-23,13.404,8,0.000,0,0.000,0,4.112,4,4.812,4,6.812,5,1.873,1,0.000,0,0.000,0,0.000,0,3.174,2,1.076,1,0.000,0,0.000,0
2015-06-24,12.222,8,0.000,0,0.000,0,0.000,0,7.592,5,3.964,3,4.887,4,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-06-25,18.744,9,0.000,0,0.000,0,3.867,3,13.521,11,1.669,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-06-26,27.685,19,2.609,2,0.000,0,3.174,3,1.702,1,4.719,4,0.000,0,0.000,0,0.000,0,0.000,0,4.065,3,0.000,0,0.000,0,0.000,0
2015-06-27,28.676,18,10.632,7,1.097,1,4.192,3,38.522,28,3.921,3,4.929,3,0.000,0,4.007,2,1.015,1,5.568,5,1.916,1,0.000,0,2.166,2
2015-06-28,26.405,19,8.564,7,1.433,1,16.622,12,30.996,26,2.989,2,4.411,3,3.146,2,0.000,0,0.000,0,0.000,0,1.148,1,1.180,1,9.380,6
2015-06-29,34.383,23,0.000,0,3.282,2,13.426,8,12.146,10,2.938,2,2.238,2,0.000,0,0.000,0,3.454,2,3.252,2,0.000,0,0.000,0,2.230,2
2015-06-30,57.889,36,0.000,0,0.000,0,3.468,2,18.644,11,9.201,6,16.743,11,0.000,0,0.000,0,0.000,0,4.590,4,0.000,0,3.874,2,2.002,2
2015-07-01,27.806,18,7.002,3,14.089,10,0.000,0,14.048,11,26.509,21,10.477,6,2.038,2,0.000,0,0.000,0,0.000,0,0.000,0,4.468,2,3.940,2
2015-07-02,52.463,37,11.788,8,27.137,19,11.914,5,6.634,6,5.458,4,2.810,2,0.000,0,1.058,1,4.947,3,2.566,2,0.000,0,0.000,0,0.000,0
2015-07-03,118.409,76,8.703,7,16.386,12,15.114,11,52.543,35,10.816,9,7.592,6,0.000,0,0.000,0,8.845,6,3.120,3,0.000,0,0.000,0,0.000,0
2015-07-04,170.851,107,25.226,16,22.499,13,28.391,19,239.749,162,49.918,38,13.840,8,4.520,4,0.000,0,2.896,2,20.630,14,0.000,0,0.000,0,0.000,0
2015-07-05,165.232,108,13.256,9,11.556,8,33.814,21,206.125,139,30.530,22,18.552,12,6.693,5,0.000,0,6.964,4,29.484,20,0.000,0,0.000,0,10.787,7
2015-07-06,27.251,18,15.653,13,1.684,1,0.000,0,5.415,5,25.809,13,13.605,10,0.000,0,1.830,1,10.042,9,0.000,0,0.000,0,11.830,10,0.000,0
2015-07-07,92.289,64,16.694,13,20.072,7,22.990,15,109.963,65,10.752,8,6.454,5,0.000,0,0.000,0,3.874,2,12.745,10,0.000,0,0.000,0,1.044,1
2015-07-08,27.275,25,0.000,0,0.000,0,14.550,10,92.496,69,17.965,10,0.000,0,0.000,0,0.000,0,6.845,5,0.000,0,8.964,6,0.000,0,5.610,5
2015-07-09,140.271,84,8.284,7,0.000,0,5.994,3,77.473,55,44.702,34,10.276,9,0.000,0,0.000,0,4.053,3,0.000,0,7.467,7,5.935,5,1.251,1
2015-07-10,111.557,69,19.377,12,30.137,21,5.181,3,76.570,56,22.922,16,14.325,11,0.000,0,0.000,0,0.000,0,0.000,0,8.268,6,0.000,0,4.074,3
2015-07-11,194.031,127,24.183,15,35.009,26,36.434,24,90.947,64,23.985,19,14.114,10,0.000,0,7.464,3,0.000,0,17.481,11,12.426,6,1.637,1,0.000,0
2015-07-12,82.581,57,6.456,6,28.923,18,17.610,12,86.235,54,7.164,6,3.195,3,0.000,0,0.000,0,5.181,3,0.000,0,0.000,0,0.000,0,8.451,6
2015-07-13,104.364,66,0.000,0,0.000,0,16.570,9,135.836,98,16.804,14,11.444,8,0.000,0,0.000,0,3.594,3,0.000,0,0.000,0,0.000,0,0.000,0
2015-07-14,40.587,27,20.408,15,0.000,0,3.454,2,7.864,6,33.448,22,7.694,6,0.000,0,6.686,4,0.000,0,5.468,4,7.384,4,0.000,0,3.654,2
2015-07-15,29.284,19,33.685,20,3.224,2,10.452,8,0.000,0,18.510,14,5.126,4,0.000,0,0.000,0,3.196,2,0.000,0,0.000,0,0.000,0,2.144,2
2015-07-16,55.473,40,7.206,6,0.000,0,13.876,6,3.174,2,14.304,10,12.985,10,0.000,0,2.038,2,2.088,2,24.115,14,12.996,10,4.353,3,0.000,0
2015-07-17,20.783,14,6.430,4,1.723,1,12.244,8,10.409,6,26.539,19,9.018,7,0.000,0,3.260,2,0.000,0,13.047,8,0.000,0,0.000,0,3.444,3
2015-07-18,38.888,26,10.208,8,21.507,15,36.873,26,7.504,6,18.998,12,9.650,6,0.000,0,5.670,3,3.499,2,17.577,12,0.000,0,0.000,0,1.355,1
2015-07-19,14.864,10,11.667,7,0.000,0,7.267,5,4.657,3,7.793,6,0.000,0,1.802,1,1.126,1,2.130,2,1.030,1,1.301,1,0.000,0,1.194,1
2015-07-20,7.263,5,1.587,1,3.993,2,4.622,3,1.326,1,10.914,8,1.287,1,0.000,0,0.000,0,0.000,0,1.294,1,0.000,0,0.000,0,2.045,1
2015-07-21,25.877,14,6.481,5,0.000,0,1.165,1,7.745,7,12.000,8,2.767,2,1.366,1,0.000,0,1.884,1,3.903,2,1.358,1,1.612,1,1.158,1
2015-07-22,19.574,14,3.497,3,4.761,3,3.461,3,10.169,8,4.132,3,11.722,8,0.000,0,0.000,0,1.737,1,4.321,3,1.619,1,0.000,0,2.771,2
2015-07-23,56.788,32,8.927,6,0.000,0,5.380,5,38.249,27,11.488,8,3.028,2,0.000,0,0.000,0,6.080,5,10.052,6,6.630,5,0.000,0,0.000,0
2015-07-24,29.672,20,6.009,5,2.849,2,3.989,3,63.160,46,12.007,8,1.008,1,0.000,0,0.000,0,2.599,2,2.666,2,1.387,1,1.019,1,0.000,0
2015-07-25,32.963,21,1.559,1,2.506,2,4.393,3,36.613,24,3.682,3,0.000,0,0.000,0,0.000,0,2.638,2,2.674,2,0.000,0,0.000,0,3.771,3
2015-07-26,17.006,12,1.108,1,1.702,1,6.563,5,25.011,18,20.644,14,2.296,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,3.202,2,1.019,1
2015-07-27,6.903,4,3.374,2,0.000,0,0.000,0,4.522,4,27.462,19,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,5.175,3,0.000,0,0.000,0
2015-07-28,2.345,1,11.241,8,0.000,0,0.000,0,1.158,1,21.311,16,4.323,3,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-07-29,32.022,22,0.000,0,0.000,0,3.444,3,2.224,2,27.854,18,2.052,2,0.000,0,0.000,0,0.000,0,3.168,2,2.946,2,0.000,0,0.000,0
2015-07-30,11.804,8,3.978,3,0.000,0,14.550,9,0.000,0,11.003,6,1.144,1,0.000,0,0.000,0,4.304,4,1.998,1,0.000,0,0.000,0,0.000,0
2015-07-31,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-08-01,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-08-02,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-08-03,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-08-04,9.441,8,0.000,0,0.000,0,0.000,0,18.872,13,2.402,2,3.850,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-08-05,5.429,5,0.000,0,0.000,0,4.815,4,15.818,10,1.262,1,1.269,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-08-06,7.717,5,1.190,1,0.000,0,0.000,0,5.676,4,3.117,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,1.158,1,0.000,0,0.000,0
2015-08-07,16.331,10,0.000,0,0.000,0,0.000,0,3.936,3,9.265,6,1.044,1,0.000,0,0.000,0,0.000,0,0.000,0,2.838,2,0.000,0,1.487,1
2015-08-08,7.457,5,0.000,0,0.000,0,3.157,2,9.166,6,4.400,4,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-08-09,2.374,2,1.709,1,1.473,1,0.000,0,0.000,0,4.329,2,0.000,0,0.000,0,0.000,0,0.000,0,1.194,1,0.000,0,0.000,0,0.000,0
2015-08-10,3.275,3,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-08-11,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,2.249,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-08-12,2.706,2,1.787,1,0.000,0,1.108,1,3.239,3,8.998,6,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-08-13,5.824,5,2.152,2,1.090,1,1.169,1,2.331,2,6.630,4,0.000,0,0.000,0,0.000,0,1.158,1,0.000,0,2.603,2,0.000,0,0.000,0
2015-08-14,36.328,24,0.000,0,0.000,0,9.862,7,7.715,6,11.833,8,3.024,2,0.000,0,1.519,1,1.684,1,0.000,0,4.568,3,2.656,2,2.388,1
2015-08-15,25.071,16,0.000,0,7.682,4,4.944,4,1.026,1,26.755,18,1.133,1,0.000,0,0.000,0,7.353,5,4.880,3,1.998,1,1.684,1,3.085,2
2015-08-16,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-08-17,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-08-18,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-08-19,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-08-20,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-08-21,15.329,10,3.318,3,5.766,4,4.509,3,25.572,17,4.776,4,3.885,2,0.000,0,0.000,0,1.712,1,1.044,1,0.000,0,1.398,1,1.140,1
2015-08-22,19.071,15,18.807,13,7.512,6,17.115,12,92.330,58,13.491,10,4.536,3,0.000,0,0.000,0,6.786,5,1.580,1,0.000,0,0.000,0,1.183,1
2015-08-23,23.455,18,9.713,7,17.411,11,2.520,2,32.118,23,81.208,56,0.000,0,0.000,0,0.000,0,1.862,1,10.832,7,0.000,0,1.162,1,4.278,3
2015-08-24,39.207,25,7.457,6,5.676,4,1.144,1,68.637,42,28.749,19,0.000,0,3.428,1,0.000,0,2.588,2,8.344,6,1.208,1,0.000,0,1.401,1
2015-08-25,31.137,20,11.969,8,6.859,4,3.610,2,8.158,6,15.705,11,1.373,1,0.000,0,0.000,0,3.496,2,1.083,1,0.000,0,1.487,1,0.000,0
