name	hier	id
Medical Center	\Professional & Other Places\Medical Center	4bf58dd8d48988d104941735
Acupuncturist	\Professional & Other Places\Medical Center\Acupuncturist	52e81612bcbc57f1066b7a3b
Alternative Healer	\Professional & Other Places\Medical Center\Alternative Healer	52e81612bcbc57f1066b7a3c
Chiropractor	\Professional & Other Places\Medical Center\Chiropractor	52e81612bcbc57f1066b7a3a
Dentist's Office	\Professional & Other Places\Medical Center\Dentist's Office	4bf58dd8d48988d178941735
Doctor's Office	\Professional & Other Places\Medical Center\Doctor's Office	4bf58dd8d48988d177941735
Emergency Room	\Professional & Other Places\Medical Center\Emergency Room	4bf58dd8d48988d194941735
Eye Doctor	\Professional & Other Places\Medical Center\Eye Doctor	522e32fae4b09b556e370f19
Hospital	\Professional & Other Places\Medical Center\Hospital	4bf58dd8d48988d196941735
Maternity Clinic	\Professional & Other Places\Medical Center\Maternity Clinic	56aa371be4b08b9a8d5734ff
Medical Lab	\Professional & Other Places\Medical Center\Medical Lab	4f4531b14b9074f6e4fb0103
Mental Health Office	\Professional & Other Places\Medical Center\Mental Health Office	52e81612bcbc57f1066b7a39
Physical Therapist	\Professional & Other Places\Medical Center\Physical Therapist	5744ccdfe4b0c0459246b4af
Rehab Center	\Professional & Other Places\Medical Center\Rehab Center	56aa371be4b08b9a8d57351d
Urgent Care Center	\Professional & Other Places\Medical Center\Urgent Care Center	56aa371be4b08b9a8d573526
Veterinarian	\Professional & Other Places\Medical Center\Veterinarian	4d954af4a243a5684765b473
Military Base	\Professional & Other Places\Military Base	4e52adeebd41615f56317744
Non-Profit	\Professional & Other Places\Non-Profit	50328a8e91d4c4b30a586d6c
Observatory	\Professional & Other Places\Observatory	5744ccdfe4b0c0459246b4d9
Office	\Professional & Other Places\Office	4bf58dd8d48988d124941735
Advertising Agency	\Professional & Other Places\Office\Advertising Agency	52e81612bcbc57f1066b7a3d
Campaign Office	\Professional & Other Places\Office\Campaign Office	5032764e91d4c4b30a586d5a
Conference Room	\Professional & Other Places\Office\Conference Room	4bf58dd8d48988d127941735
Corporate Amenity	\Professional & Other Places\Office\Corporate Amenity	5665ef1d498ec706735f0e59
Corporate Cafeteria	\Professional & Other Places\Office\Corporate Cafeteria	54f4ba06498e2cf5561da814
Corporate Coffee Shop	\Professional & Other Places\Office\Corporate Coffee Shop	5665c7b9498e7d8a4f2c0f06
Coworking Space	\Professional & Other Places\Office\Coworking Space	4bf58dd8d48988d174941735
Tech Startup	\Professional & Other Places\Office\Tech Startup	4bf58dd8d48988d125941735
Parking	\Professional & Other Places\Parking	4c38df4de52ce0d596b336e1
Post Office	\Professional & Other Places\Post Office	4bf58dd8d48988d172941735
Prison	\Professional & Other Places\Prison	5310b8e5bcbc57f1066bcbf1
Radio Station	\Professional & Other Places\Radio Station	5032856091d4c4b30a586d63
Recruiting Agency	\Professional & Other Places\Recruiting Agency	52f2ab2ebcbc57f1066b8b57
School	\Professional & Other Places\School	4bf58dd8d48988d13b941735
Adult Education Center	\Professional & Other Places\School\Adult Education Center	56aa371ce4b08b9a8d573570
Circus School	\Professional & Other Places\School\Circus School	52e81612bcbc57f1066b7a43
Driving School	\Professional & Other Places\School\Driving School	52e81612bcbc57f1066b7a42
Elementary School	\Professional & Other Places\School\Elementary School	4f4533804b9074f6e4fb0105
Flight School	\Professional & Other Places\School\Flight School	52e81612bcbc57f1066b7a49
High School	\Professional & Other Places\School\High School	4bf58dd8d48988d13d941735
Language School	\Professional & Other Places\School\Language School	52e81612bcbc57f1066b7a48
Middle School	\Professional & Other Places\School\Middle School	4f4533814b9074f6e4fb0106
Music School	\Professional & Other Places\School\Music School	4f04b10d2fb6e1c99f3db0be
Nursery School	\Professional & Other Places\School\Nursery School	4f4533814b9074f6e4fb0107
Preschool	\Professional & Other Places\School\Preschool	52e81612bcbc57f1066b7a45
Private School	\Professional & Other Places\School\Private School	52e81612bcbc57f1066b7a46
Religious School	\Professional & Other Places\School\Religious School	52e81612bcbc57f1066b7a47
Swim School	\Professional & Other Places\School\Swim School	52e81612bcbc57f1066b7a44
Social Club	\Professional & Other Places\Social Club	52e81612bcbc57f1066b7a33
Spiritual Center	\Professional & Other Places\Spiritual Center	4bf58dd8d48988d131941735
Buddhist Temple	\Professional & Other Places\Spiritual Center\Buddhist Temple	52e81612bcbc57f1066b7a3e
Church	\Professional & Other Places\Spiritual Center\Church	4bf58dd8d48988d132941735
Confucian Temple	\Professional & Other Places\Spiritual Center\Confucian Temple	56aa371be4b08b9a8d5734fc
Hindu Temple	\Professional & Other Places\Spiritual Center\Hindu Temple	52e81612bcbc57f1066b7a3f
Kingdom Hall	\Professional & Other Places\Spiritual Center\Kingdom Hall	5744ccdfe4b0c0459246b4ac
Monastery	\Professional & Other Places\Spiritual Center\Monastery	52e81612bcbc57f1066b7a40
Mosque	\Professional & Other Places\Spiritual Center\Mosque	4bf58dd8d48988d138941735
Prayer Room	\Professional & Other Places\Spiritual Center\Prayer Room	52e81612bcbc57f1066b7a41
Shrine	\Professional & Other Places\Spiritual Center\Shrine	4eb1d80a4b900d56c88a45ff
Synagogue	\Professional & Other Places\Spiritual Center\Synagogue	4bf58dd8d48988d139941735
Temple	\Professional & Other Places\Spiritual Center\Temple	4bf58dd8d48988d13a941735
Terreiro	\Professional & Other Places\Spiritual Center\Terreiro	56aa371be4b08b9a8d5734f6
TV Station	\Professional & Other Places\TV Station	52e81612bcbc57f1066b7a31
Voting Booth	\Professional & Other Places\Voting Booth	4cae28ecbf23941eb1190695
Warehouse	\Professional & Other Places\Warehouse	52e81612bcbc57f1066b7a36
Wedding Hall	\Professional & Other Places\Wedding Hall	56aa371be4b08b9a8d5734c5
Winery	\Professional & Other Places\Winery	4bf58dd8d48988d14b941735
Residence	\Residence	4e67e38e036454776db1fb3a
Assisted Living	\Residence\Assisted Living	5032891291d4c4b30a586d68
Home (private)	\Residence\Home (private)	4bf58dd8d48988d103941735
Housing Development	\Residence\Housing Development	4f2a210c4b9023bd5841ed28
Residential Building (Apartment / Condo)	\Residence\Residential Building (Apartment / Condo)	4d954b06a243a5684965b473
Trailer Park	\Residence\Trailer Park	52f2ab2ebcbc57f1066b8b55
Shop & Service	\Shop & Service	4d4b7105d754a06378d81259
ATM	\Shop & Service\ATM	52f2ab2ebcbc57f1066b8b56
Adult Boutique	\Shop & Service\Adult Boutique	5267e446e4b0ec79466e48c4
Antique Shop	\Shop & Service\Antique Shop	4bf58dd8d48988d116951735
Arts & Crafts Store	\Shop & Service\Arts & Crafts Store	4bf58dd8d48988d127951735
Astrologer	\Shop & Service\Astrologer	52f2ab2ebcbc57f1066b8b43
Auto Dealership	\Shop & Service\Auto Dealership	4eb1c1623b7b52c0e1adc2ec
Auto Garage	\Shop & Service\Auto Garage	52f2ab2ebcbc57f1066b8b44
Auto Workshop	\Shop & Service\Auto Workshop	56aa371be4b08b9a8d5734d3
Automotive Shop	\Shop & Service\Automotive Shop	4bf58dd8d48988d124951735
Baby Store	\Shop & Service\Baby Store	52f2ab2ebcbc57f1066b8b32
Bank	\Shop & Service\Bank	4bf58dd8d48988d10a951735
Bath House	\Shop & Service\Bath House	52e81612bcbc57f1066b7a27
Batik Shop	\Shop & Service\Batik Shop	56aa371be4b08b9a8d5734cb
Betting Shop	\Shop & Service\Betting Shop	52f2ab2ebcbc57f1066b8b40
Big Box Store	\Shop & Service\Big Box Store	52f2ab2ebcbc57f1066b8b42
Bike Shop	\Shop & Service\Bike Shop	4bf58dd8d48988d115951735
Board Shop	\Shop & Service\Board Shop	4bf58dd8d48988d1f1941735
Bookstore	\Shop & Service\Bookstore	4bf58dd8d48988d114951735
Bridal Shop	\Shop & Service\Bridal Shop	4bf58dd8d48988d11a951735
Business Service	\Shop & Service\Business Service	5453de49498eade8af355881
Camera Store	\Shop & Service\Camera Store	4eb1bdf03b7b55596b4a7491
Candy Store	\Shop & Service\Candy Store	4bf58dd8d48988d117951735
Car Wash	\Shop & Service\Car Wash	4f04ae1f2fb6e1c99f3db0ba
Carpet Store	\Shop & Service\Carpet Store	52f2ab2ebcbc57f1066b8b2a
Check Cashing Service	\Shop & Service\Check Cashing Service	52f2ab2ebcbc57f1066b8b2d
Child Care Service	\Shop & Service\Child Care Service	5744ccdfe4b0c0459246b4c7
Daycare	\Shop & Service\Child Care Service\Daycare	4f4532974b9074f6e4fb0104
Chocolate Shop	\Shop & Service\Chocolate Shop	52f2ab2ebcbc57f1066b8b31
Clothing Store	\Shop & Service\Clothing Store	4bf58dd8d48988d103951735
Accessories Store	\Shop & Service\Clothing Store\Accessories Store	4bf58dd8d48988d102951735
Boutique	\Shop & Service\Clothing Store\Boutique	4bf58dd8d48988d104951735
Kids Store	\Shop & Service\Clothing Store\Kids Store	4bf58dd8d48988d105951735
Lingerie Store	\Shop & Service\Clothing Store\Lingerie Store	4bf58dd8d48988d109951735
Men's Store	\Shop & Service\Clothing Store\Men's Store	4bf58dd8d48988d106951735
Shoe Store	\Shop & Service\Clothing Store\Shoe Store	4bf58dd8d48988d107951735
Women's Store	\Shop & Service\Clothing Store\Women's Store	4bf58dd8d48988d108951735
Comic Shop	\Shop & Service\Comic Shop	52f2ab2ebcbc57f1066b8b18
Construction & Landscaping	\Shop & Service\Construction & Landscaping	5454144b498ec1f095bff2f2
Convenience Store	\Shop & Service\Convenience Store	4d954b0ea243a5684a65b473
Cosmetics Shop	\Shop & Service\Cosmetics Shop	4bf58dd8d48988d10c951735
Costume Shop	\Shop & Service\Costume Shop	52f2ab2ebcbc57f1066b8b17
Credit Union	\Shop & Service\Credit Union	5032850891d4c4b30a586d62
Currency Exchange	\Shop & Service\Currency Exchange	5744ccdfe4b0c0459246b4be
Department Store	\Shop & Service\Department Store	4bf58dd8d48988d1f6941735
Design Studio	\Shop & Service\Design Studio	4bf58dd8d48988d1f4941735
Discount Store	\Shop & Service\Discount Store	52dea92d3cf9994f4e043dbb
Dive Shop	\Shop & Service\Dive Shop	52f2ab2ebcbc57f1066b8b1a
Drugstore	\Shop & Service\Drugstore	5745c2e4498e11e7bccabdbd
Dry Cleaner	\Shop & Service\Dry Cleaner	52f2ab2ebcbc57f1066b8b1d
EV Charging Station	\Shop & Service\EV Charging Station	5032872391d4c4b30a586d64
Electronics Store	\Shop & Service\Electronics Store	4bf58dd8d48988d122951735
Entertainment Service	\Shop & Service\Entertainment Service	56aa371be4b08b9a8d573554
Event Service	\Shop & Service\Event Service	5454152e498ef71e2b9132c6
Fabric Shop	\Shop & Service\Fabric Shop	52f2ab2ebcbc57f1066b8b26
Film Studio	\Shop & Service\Film Studio	56aa371be4b08b9a8d573523
Financial or Legal Service	\Shop & Service\Financial or Legal Service	503287a291d4c4b30a586d65
Fireworks Store	\Shop & Service\Fireworks Store	52f2ab2ebcbc57f1066b8b3a
Fishing Store	\Shop & Service\Fishing Store	52f2ab2ebcbc57f1066b8b16
Flea Market	\Shop & Service\Flea Market	4bf58dd8d48988d1f7941735
Floating Market	\Shop & Service\Floating Market	56aa371be4b08b9a8d573505
Flower Shop	\Shop & Service\Flower Shop	4bf58dd8d48988d11b951735
Food & Drink Shop	\Shop & Service\Food & Drink Shop	4bf58dd8d48988d1f9941735
Beer Store	\Shop & Service\Food & Drink Shop\Beer Store	5370f356bcbc57f1066c94c2
Butcher	\Shop & Service\Food & Drink Shop\Butcher	4bf58dd8d48988d11d951735
Cheese Shop	\Shop & Service\Food & Drink Shop\Cheese Shop	4bf58dd8d48988d11e951735
Farmers Market	\Shop & Service\Food & Drink Shop\Farmers Market	4bf58dd8d48988d1fa941735
Fish Market	\Shop & Service\Food & Drink Shop\Fish Market	4bf58dd8d48988d10e951735
Food Service	\Shop & Service\Food & Drink Shop\Food Service	56aa371be4b08b9a8d573550
Gourmet Shop	\Shop & Service\Food & Drink Shop\Gourmet Shop	4bf58dd8d48988d1f5941735
Grocery Store	\Shop & Service\Food & Drink Shop\Grocery Store	4bf58dd8d48988d118951735
Health Food Store	\Shop & Service\Food & Drink Shop\Health Food Store	50aa9e744b90af0d42d5de0e
Liquor Store	\Shop & Service\Food & Drink Shop\Liquor Store	4bf58dd8d48988d186941735
Organic Grocery	\Shop & Service\Food & Drink Shop\Organic Grocery	52f2ab2ebcbc57f1066b8b45
Sausage Shop	\Shop & Service\Food & Drink Shop\Sausage Shop	56aa371be4b08b9a8d573564
Street Food Gathering	\Shop & Service\Food & Drink Shop\Street Food Gathering	53e0feef498e5aac066fd8a9
Supermarket	\Shop & Service\Food & Drink Shop\Supermarket	52f2ab2ebcbc57f1066b8b46
Wine Shop	\Shop & Service\Food & Drink Shop\Wine Shop	4bf58dd8d48988d119951735
Frame Store	\Shop & Service\Frame Store	52f2ab2ebcbc57f1066b8b24
Fruit & Vegetable Store	\Shop & Service\Fruit & Vegetable Store	52f2ab2ebcbc57f1066b8b1c
Furniture / Home Store	\Shop & Service\Furniture / Home Store	4bf58dd8d48988d1f8941735
Lighting Store	\Shop & Service\Furniture / Home Store\Lighting Store	55888a5a498e782e3303b43a
Gaming Cafe	\Shop & Service\Gaming Cafe	4bf58dd8d48988d18d941735
Garden Center	\Shop & Service\Garden Center	4eb1c0253b7b52c0e1adc2e9
Gas Station	\Shop & Service\Gas Station	4bf58dd8d48988d113951735
Gift Shop	\Shop & Service\Gift Shop	4bf58dd8d48988d128951735
Gun Shop	\Shop & Service\Gun Shop	52f2ab2ebcbc57f1066b8b19
Hardware Store	\Shop & Service\Hardware Store	4bf58dd8d48988d112951735
Health & Beauty Service	\Shop & Service\Health & Beauty Service	54541900498ea6ccd0202697
Herbs & Spices Store	\Shop & Service\Herbs & Spices Store	52f2ab2ebcbc57f1066b8b2c
Hobby Shop	\Shop & Service\Hobby Shop	4bf58dd8d48988d1fb941735
Home Service	\Shop & Service\Home Service	545419b1498ea6ccd0202f58
Hunting Supply	\Shop & Service\Hunting Supply	50aaa5234b90af0d42d5de12
IT Services	\Shop & Service\IT Services	52f2ab2ebcbc57f1066b8b36
Internet Cafe	\Shop & Service\Internet Cafe	4bf58dd8d48988d1f0941735
Jewelry Store	\Shop & Service\Jewelry Store	4bf58dd8d48988d111951735
Knitting Store	\Shop & Service\Knitting Store	52f2ab2ebcbc57f1066b8b25
Laundromat	\Shop & Service\Laundromat	52f2ab2ebcbc57f1066b8b33
Laundry Service	\Shop & Service\Laundry Service	4bf58dd8d48988d1fc941735
Lawyer	\Shop & Service\Lawyer	52f2ab2ebcbc57f1066b8b3f
Leather Goods Store	\Shop & Service\Leather Goods Store	52f2ab2ebcbc57f1066b8b2b
Locksmith	\Shop & Service\Locksmith	52f2ab2ebcbc57f1066b8b1e
Lottery Retailer	\Shop & Service\Lottery Retailer	52f2ab2ebcbc57f1066b8b38
Luggage Store	\Shop & Service\Luggage Store	52f2ab2ebcbc57f1066b8b29
Marijuana Dispensary	\Shop & Service\Marijuana Dispensary	52c71aaf3cf9994f4e043d17
Market	\Shop & Service\Market	50be8ee891d4fa8dcc7199a7
Massage Studio	\Shop & Service\Massage Studio	52f2ab2ebcbc57f1066b8b3c
Mattress Store	\Shop & Service\Mattress Store	52f2ab2ebcbc57f1066b8b27
Miscellaneous Shop	\Shop & Service\Miscellaneous Shop	4bf58dd8d48988d1ff941735
Mobile Phone Shop	\Shop & Service\Mobile Phone Shop	4f04afc02fb6e1c99f3db0bc
Mobility Store	\Shop & Service\Mobility Store	56aa371be4b08b9a8d57354a
Motorcycle Shop	\Shop & Service\Motorcycle Shop	5032833091d4c4b30a586d60
Music Store	\Shop & Service\Music Store	4bf58dd8d48988d1fe941735
Nail Salon	\Shop & Service\Nail Salon	4f04aa0c2fb6e1c99f3db0b8
Newsstand	\Shop & Service\Newsstand	4f04ad622fb6e1c99f3db0b9
Optical Shop	\Shop & Service\Optical Shop	4d954afda243a5684865b473
Other Repair Shop	\Shop & Service\Other Repair Shop	52f2ab2ebcbc57f1066b8b2f
Outdoor Supply Store	\Shop & Service\Outdoor Supply Store	52f2ab2ebcbc57f1066b8b22
Outlet Mall	\Shop & Service\Outlet Mall	5744ccdfe4b0c0459246b4df
Outlet Store	\Shop & Service\Outlet Store	52f2ab2ebcbc57f1066b8b35
Paper / Office Supplies Store	\Shop & Service\Paper / Office Supplies Store	4bf58dd8d48988d121951735
Pawn Shop	\Shop & Service\Pawn Shop	52f2ab2ebcbc57f1066b8b34
Perfume Shop	\Shop & Service\Perfume Shop	52f2ab2ebcbc57f1066b8b23
Pet Service	\Shop & Service\Pet Service	5032897c91d4c4b30a586d69
Pet Store	\Shop & Service\Pet Store	4bf58dd8d48988d100951735
Pharmacy	\Shop & Service\Pharmacy	4bf58dd8d48988d10f951735
Photography Lab	\Shop & Service\Photography Lab	4eb1bdde3b7b55596b4a7490
Photography Studio	\Shop & Service\Photography Studio	554a5e17498efabeda6cc559
Piercing Parlor	\Shop & Service\Piercing Parlor	52f2ab2ebcbc57f1066b8b20
Pop-Up Shop	\Shop & Service\Pop-Up Shop	52f2ab2ebcbc57f1066b8b3d
Print Shop	\Shop & Service\Print Shop	52f2ab2ebcbc57f1066b8b28
Public Bathroom	\Shop & Service\Public Bathroom	5744ccdfe4b0c0459246b4c4
Real Estate Office	\Shop & Service\Real Estate Office	5032885091d4c4b30a586d66
Record Shop	\Shop & Service\Record Shop	4bf58dd8d48988d10d951735
Recording Studio	\Shop & Service\Recording Studio	52f2ab2ebcbc57f1066b8b37
Recycling Facility	\Shop & Service\Recycling Facility	4f4531084b9074f6e4fb0101
Rental Service	\Shop & Service\Rental Service	56aa371be4b08b9a8d573552
Salon / Barbershop	\Shop & Service\Salon / Barbershop	4bf58dd8d48988d110951735
Shipping Store	\Shop & Service\Shipping Store	52f2ab2ebcbc57f1066b8b1f
Shoe Repair	\Shop & Service\Shoe Repair	52f2ab2ebcbc57f1066b8b39
Shopping Mall	\Shop & Service\Shopping Mall	4bf58dd8d48988d1fd941735
Shopping Plaza	\Shop & Service\Shopping Plaza	5744ccdfe4b0c0459246b4dc
Ski Shop	\Shop & Service\Ski Shop	56aa371be4b08b9a8d573566
Smoke Shop	\Shop & Service\Smoke Shop	4bf58dd8d48988d123951735
Smoothie Shop	\Shop & Service\Smoothie Shop	52f2ab2ebcbc57f1066b8b41
Souvenir Shop	\Shop & Service\Souvenir Shop	52f2ab2ebcbc57f1066b8b1b
Spa	\Shop & Service\Spa	4bf58dd8d48988d1ed941735
Sporting Goods Shop	\Shop & Service\Sporting Goods Shop	4bf58dd8d48988d1f2941735
Stationery Store	\Shop & Service\Stationery Store	52f2ab2ebcbc57f1066b8b21
Storage Facility	\Shop & Service\Storage Facility	4f04b1572fb6e1c99f3db0bf
Supplement Shop	\Shop & Service\Supplement Shop	5744ccdfe4b0c0459246b4cd
Tailor Shop	\Shop & Service\Tailor Shop	5032781d91d4c4b30a586d5b
Tanning Salon	\Shop & Service\Tanning Salon	4d1cf8421a97d635ce361c31
Tattoo Parlor	\Shop & Service\Tattoo Parlor	4bf58dd8d48988d1de931735
Thrift / Vintage Store	\Shop & Service\Thrift / Vintage Store	4bf58dd8d48988d101951735
Toy / Game Store	\Shop & Service\Toy / Game Store	4bf58dd8d48988d1f3941735
Travel Agency	\Shop & Service\Travel Agency	4f04b08c2fb6e1c99f3db0bd
Used Bookstore	\Shop & Service\Used Bookstore	52f2ab2ebcbc57f1066b8b30
Vape Store	\Shop & Service\Vape Store	56aa371be4b08b9a8d57355c
Video Game Store	\Shop & Service\Video Game Store	4bf58dd8d48988d10b951735
Video Store	\Shop & Service\Video Store	4bf58dd8d48988d126951735
Warehouse Store	\Shop & Service\Warehouse Store	52e816a6bcbc57f1066b7a54
Watch Shop	\Shop & Service\Watch Shop	52f2ab2ebcbc57f1066b8b2e
Travel & Transport	\Travel & Transport	4d4b7105d754a06379d81259
Airport	\Travel & Transport\Airport	4bf58dd8d48988d1ed931735
Airport Food Court	\Travel & Transport\Airport\Airport Food Court	4bf58dd8d48988d1ef931735
Airport Gate	\Travel & Transport\Airport\Airport Gate	4bf58dd8d48988d1f0931735
Airport Lounge	\Travel & Transport\Airport\Airport Lounge	4eb1bc533b7b2c5b1d4306cb
Airport Service	\Travel & Transport\Airport\Airport Service	56aa371be4b08b9a8d57352f
Airport Terminal	\Travel & Transport\Airport\Airport Terminal	4bf58dd8d48988d1eb931735
Airport Tram	\Travel & Transport\Airport\Airport Tram	4bf58dd8d48988d1ec931735
Baggage Claim	\Travel & Transport\Airport\Baggage Claim	5744ccdfe4b0c0459246b4e5
Plane	\Travel & Transport\Airport\Plane	4bf58dd8d48988d1f7931735
Baggage Locker	\Travel & Transport\Baggage Locker	5744ccdfe4b0c0459246b4e8
Bike Rental / Bike Share	\Travel & Transport\Bike Rental / Bike Share	4e4c9077bd41f78e849722f9
Boat Rental	\Travel & Transport\Boat Rental	5744ccdfe4b0c0459246b4c1
Boat or Ferry	\Travel & Transport\Boat or Ferry	4bf58dd8d48988d12d951735
Border Crossing	\Travel & Transport\Border Crossing	52f2ab2ebcbc57f1066b8b4b
Bus Station	\Travel & Transport\Bus Station	4bf58dd8d48988d1fe931735
Bus Line	\Travel & Transport\Bus Station\Bus Line	4bf58dd8d48988d12b951735
Bus Stop	\Travel & Transport\Bus Stop	52f2ab2ebcbc57f1066b8b4f
Cable Car	\Travel & Transport\Cable Car	52f2ab2ebcbc57f1066b8b50
Cruise	\Travel & Transport\Cruise	55077a22498e5e9248869ba2
General Travel	\Travel & Transport\General Travel	4bf58dd8d48988d1f6931735
Heliport	\Travel & Transport\Heliport	56aa371ce4b08b9a8d57356e
Hotel	\Travel & Transport\Hotel	4bf58dd8d48988d1fa931735
Bed & Breakfast	\Travel & Transport\Hotel\Bed & Breakfast	4bf58dd8d48988d1f8931735
Boarding House	\Travel & Transport\Hotel\Boarding House	4f4530a74b9074f6e4fb0100
Hostel	\Travel & Transport\Hotel\Hostel	4bf58dd8d48988d1ee931735
Hotel Pool	\Travel & Transport\Hotel\Hotel Pool	4bf58dd8d48988d132951735
Motel	\Travel & Transport\Hotel\Motel	4bf58dd8d48988d1fb931735
Resort	\Travel & Transport\Hotel\Resort	4bf58dd8d48988d12f951735
Roof Deck	\Travel & Transport\Hotel\Roof Deck	4bf58dd8d48988d133951735
Vacation Rental	\Travel & Transport\Hotel\Vacation Rental	56aa371be4b08b9a8d5734e1
Intersection	\Travel & Transport\Intersection	52f2ab2ebcbc57f1066b8b4c
Light Rail Station	\Travel & Transport\Light Rail Station	4bf58dd8d48988d1fc931735
Metro Station	\Travel & Transport\Metro Station	4bf58dd8d48988d1fd931735
Moving Target	\Travel & Transport\Moving Target	4f2a23984b9023bd5841ed2c
Pier	\Travel & Transport\Pier	4e74f6cabd41c4836eac4c31
Port	\Travel & Transport\Port	56aa371be4b08b9a8d57353e
RV Park	\Travel & Transport\RV Park	52f2ab2ebcbc57f1066b8b53
Rental Car Location	\Travel & Transport\Rental Car Location	4bf58dd8d48988d1ef941735
Rest Area	\Travel & Transport\Rest Area	4d954b16a243a5684b65b473
Road	\Travel & Transport\Road	4bf58dd8d48988d1f9931735
Taxi Stand	\Travel & Transport\Taxi Stand	53fca564498e1a175f32528b
Taxi	\Travel & Transport\Taxi	4bf58dd8d48988d130951735
Toll Booth	\Travel & Transport\Toll Booth	52f2ab2ebcbc57f1066b8b4d
Toll Plaza	\Travel & Transport\Toll Plaza	52f2ab2ebcbc57f1066b8b4e
Tourist Information Center	\Travel & Transport\Tourist Information Center	4f4530164b9074f6e4fb00ff
Train Station	\Travel & Transport\Train Station	4bf58dd8d48988d129951735
Platform	\Travel & Transport\Train Station\Platform	4f4531504b9074f6e4fb0102
Train	\Travel & Transport\Train Station\Train	4bf58dd8d48988d12a951735
Tram Station	\Travel & Transport\Tram Station	52f2ab2ebcbc57f1066b8b51
Transportation Service	\Travel & Transport\Transportation Service	54541b70498ea6ccd0204bff
Travel Lounge	\Travel & Transport\Travel Lounge	4f04b25d2fb6e1c99f3db0c0
Tunnel	\Travel & Transport\Tunnel	52f2ab2ebcbc57f1066b8b4a
