venue	lon	lat	category	user	year	doy	dow	hour	txt
CONSOL Energy Center	-79.9893	40.4395	NA	kingling43	2015	71	4	22	I'm at CONSOL Energy Center - for vs in Pittsburgh, PA w/
CONSOL Energy Center	-79.9893	40.4395	NA	MrsTanger	2015	71	4	23	I'm at CONSOL Energy Center - for vs in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	LittleJanelleS	2015	71	4	23	I'm at CONSOL Energy Center - for vs in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	Capt_Beard	2015	71	4	23	I'm at CONSOL Energy Center - for vs in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	SuperAgroCraig	2015	73	6	16	I'm at CONSOL Energy Center - in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	lisarec	2015	74	0	16	I'm at CONSOL Energy Center - for Pittsburgh Penguins vs. Detroit Red Wings in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	meganguza	2015	74	0	16	I'm at CONSOL Energy Center - for Pittsburgh Penguins vs. Detroit Red Wings in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	Gen_evie_ve	2015	74	0	16	I'm at CONSOL Energy Center - for Pittsburgh Penguins vs. Detroit Red Wings in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	Titanman83	2015	78	4	15	I'm at CONSOL Energy Center - for 2015 NCAA Div. I Men's Basketball Championship - Session 1
CONSOL Energy Center	-79.9893	40.4395	NA	davisj2007	2015	80	6	23	I'm at CONSOL Energy Center - for NC State Wolfpack vs Villanova Wildcats in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	Titanman83	2015	80	6	23	I'm at CONSOL Energy Center - for NC State Wolfpack vs Villanova Wildcats in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	Titanman83	2015	81	0	2	I'm at CONSOL Energy Center - in Pittsburgh, PA w/
CONSOL Energy Center	-79.9893	40.4395	NA	ah_b_normal	2015	85	4	22	I'm at CONSOL Energy Center - for Barry Manilow in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	kharris0126	2015	85	4	23	I'm at CONSOL Energy Center - for Barry Manilow in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	SharkDavis	2015	88	0	23	I'm at CONSOL Energy Center - for in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	MalkinsTwin	2015	110	1	22	I'm at CONSOL Energy Center - in Pittsburgh, PA w/
CONSOL Energy Center	-79.9893	40.4395	NA	MalkinsTwin	2015	110	1	22	I'm at CONSOL Energy Center - for in Pittsburgh, PA w/
CONSOL Energy Center	-79.9893	40.4395	NA	MalkinsTwin	2015	112	3	20	I'm at CONSOL Energy Center - for in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	DocterTom	2015	112	3	22	I'm at CONSOL Energy Center - for vs in Pittsburgh, PA w/
CONSOL Energy Center	-79.9893	40.4395	NA	ConcertSurfer	2015	112	3	22	I'm at CONSOL Energy Center for Round 1 Home Game 2: Pittsburgh Penguins v New York Rangers in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	lzwer	2015	112	3	22	I'm at CONSOL Energy Center - for in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	mollyrhiannan	2015	132	2	22	I'm at CONSOL Energy Center - for Ed Sheeran in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	MalkinsTwin	2015	137	0	18	I'm at CONSOL Energy Center - for Nitro Circus Live in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	SunStarrMEdia	2015	142	5	20	I'm at CONSOL Energy Center - in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	MalkinsTwin	2015	182	3	19	I'm at CONSOL Energy Center - in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	MalkinsTwin	2015	183	4	20	I'm at CONSOL Energy Center - in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	MalkinsTwin	2015	184	5	18	I'm at CONSOL Energy Center - in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	ScienceMeSexy	2015	191	5	23	I'm at CONSOL Energy Center - for Shania Twain Rock This Country Tour in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	MalkinsTwin	2015	207	0	12	I'm at CONSOL Energy Center - in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	acetwo2k5	2015	269	6	19	I'm at CONSOL Energy Center - for Columbus Blue Jackets vs Pittsburgh Penguins in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	RCTheFox	2015	275	5	15	I'm at CONSOL Energy Center - in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	spots87	2015	277	0	14	I'm at CONSOL Energy Center - in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	Nick422	2015	278	1	20	I'm at CONSOL Energy Center - in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	MalkinsTwin	2015	284	0	13	I'm at CONSOL Energy Center - in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	MalkinsTwin	2015	286	2	20	I'm at CONSOL Energy Center - for in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	AnnaDelattre	2015	286	2	22	I'm at CONSOL Energy Center - for in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	lisarec	2015	286	2	22	I'm at CONSOL Energy Center - for in Pittsburgh, PA w/
CONSOL Energy Center	-79.9893	40.4395	NA	kristianaaaaaa_	2015	286	2	22	I'm at CONSOL Energy Center - for in Pittsburgh, PA w/
CONSOL Energy Center	-79.9893	40.4395	NA	BeautyandBalor	2015	286	2	22	I'm at CONSOL Energy Center - for in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	Jtp195	2015	286	2	22	I'm at CONSOL Energy Center - for in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	MalkinsTwin	2015	286	2	23	I'm at CONSOL Energy Center - for in Pittsburgh, PA w/
CONSOL Energy Center	-79.9893	40.4395	NA	iamandrewgraham	2015	288	4	23	I'm at CONSOL Energy Center - for vs in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	na7wa	2015	290	6	20	I'm at CONSOL Energy Center - for vs in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	audrey1nd	2015	290	6	22	I'm at CONSOL Energy Center - in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	GirlPhenom	2015	290	6	22	I'm at CONSOL Energy Center - for vs in Pittsburgh, PA w/
CONSOL Energy Center	-79.9893	40.4395	NA	shannonleigh11	2015	293	2	22	I'm at CONSOL Energy Center - for vs in Pittsburgh, PA w/
CONSOL Energy Center	-79.9893	40.4395	NA	BeautyandBalor	2015	295	4	21	I'm at CONSOL Energy Center - in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	Squigigers	2015	295	4	22	I'm at CONSOL Energy Center - for Pittsburgh Penguins vs. Dallas Stars in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	Squigigers	2015	302	4	22	I'm at CONSOL Energy Center - for Pittsburgh Penguins vs. Buffalo Sabres in Pittsburgh, PA w/
CONSOL Energy Center	-79.9893	40.4395	NA	superfro432	2015	302	4	23	I'm at CONSOL Energy Center - for Pittsburgh Penguins vs. Buffalo Sabres in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	Silent_Jon	2015	302	4	23	I'm at CONSOL Energy Center - for Pittsburgh Penguins vs. Buffalo Sabres in Pittsburgh, PA
CONSOL Energy Center	-79.9893	40.4395	NA	BantamDraper	2014	23	4	1	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9893	40.4395	NA	Eli4short	2014	35	2	1	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9893	40.4395	NA	8_nL	2014	39	6	0	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9893	40.4395	NA	drawohmot	2014	72	4	14	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9893	40.4395	NA	george_birman	2014	81	6	20	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9893	40.4395	NA	ashlynniicolee	2014	82	0	16	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9893	40.4395	NA	george_birman	2014	83	1	17	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9893	40.4395	NA	kraym3r	2014	85	3	1	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9893	40.4395	NA	kraym3r	2014	85	3	1	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9893	40.4395	NA	dj_Bamboo	2014	91	2	21	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9893	40.4395	NA	CatherineMarr	2014	107	4	1	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9893	40.4395	NA	Eli4short	2014	107	4	1	Just posted a photo CONSOL Energy Center
CONSOL Energy Center	-79.9893	40.4395	NA	CatherineMarr	2014	107	4	3	Just posted a photo CONSOL Energy Center
western pennitentiary	-79.9272	40.4754	NA	burgh69girl	2014	316	3	16	I'm at western pennitentiary in Pittsburgh, PA w/
western pennitentiary	-79.9272	40.4754	NA	burgh69girl	2014	316	3	16	I'm at western pennitentiary in Pittsburgh, PA w/
Smiling Banana Leaf	-79.9198	40.4758	NA	Nikki14ek	2014	25	6	0	I'm at Smiling Banana Leaf (Pittsburgh, PA)
Smiling Banana Leaf	-79.9198	40.4758	NA	grl_come_undone	2014	137	6	0	I'm at Smiling Banana Leaf (Pittsburgh, PA)
Smiling Banana Leaf	-79.9198	40.4758	NA	TheMayorOfPitt	2014	146	1	0	I'm at Smiling Banana Leaf (Pittsburgh, PA)
Smiling Banana Leaf	-79.9198	40.4758	NA	unvegan	2015	29	4	1	I'm at Smiling Banana Leaf in Pittsburgh, PA
Rita's Italian Ice	-80.0015	40.4534	NA	BurghJacks	2014	125	1	17	I'm at Rita's Italian Ice - North Side (Pittsburgh, PA)
Rita's Italian Ice	-80.0015	40.4534	NA	IPhillyBoy2011	2014	156	4	12	I'm at Rita's Italian Ice - North Side (Pittsburgh, PA)
Rita's Italian Ice	-80.0015	40.4534	NA	snephew25	2014	207	6	22	I'm at Rita's Italian Ice - North Side (Pittsburgh, PA)
Covenant Church of Pittsburgh Public Market	-79.8632	40.4538	NA	Cupcay75	2014	26	0	12	I'm at Covenant Church of Pittsburgh (Pittsburgh, PA)
Covenant Church of Pittsburgh Public Market	-79.8632	40.4538	NA	Cupcay75	2014	47	0	12	I'm at Covenant Church of Pittsburgh (Pittsburgh, PA)
Covenant Church of Pittsburgh Public Market	-79.8632	40.4538	NA	Cupcay75	2014	54	0	15	I'm at Covenant Church of Pittsburgh (Pittsburgh, PA)
Covenant Church of Pittsburgh Public Market	-79.8632	40.4538	NA	Cupcay75	2014	82	0	13	I'm at Covenant Church of Pittsburgh (Pittsburgh, PA)
Covenant Church of Pittsburgh Public Market	-79.8632	40.4538	NA	MrNeup	2015	269	6	19	Just posted a photo Pittsburgh Public Market
Covenant Church of Pittsburgh Public Market	-79.8632	40.4538	NA	MrNeup	2015	269	6	19	Just posted a photo Pittsburgh Public Market
Rex Theater	-79.9824	40.4288	NA	ConcertSurfer	2014	106	3	3	I'm at Rex Theater for Griz, Michal Menert, Michael Menert and Late Night Radio (Pittsburgh, PA) w/ 3 others
Rex Theater	-79.9824	40.4288	NA	ConcertSurfer	2014	163	4	3	I'm at Rex Theater for Zomboy and Cookie Monsta (Pittsburgh, PA) w/ 5 others
Rex Theater	-79.9824	40.4288	NA	ConcertSurfer	2014	285	0	3	I'm at Rex Theater for Brillz, The Snails, Doverspike and Jax in Pittsburgh, PA
Rex Theater	-79.9824	40.4288	NA	AbbyDinges	2014	299	0	4	I'm at Rex Theater in Pittsburgh, PA
Rex Theater	-79.9824	40.4288	NA	ConcertSurfer	2015	70	3	3	I'm at Rex Theater in Pittsburgh, PA
Rex Theater	-79.9824	40.4288	NA	ConcertSurfer	2015	162	4	2	I'm at Rex Theater in Pittsburgh, PA
200 Fleet St	-80.0494	40.4207	NA	corporatmaster	2014	139	1	12	I'm at 200 Fleet St (Pittsburgh, PA)
Dead Baby Circle	-79.9958	40.4431	NA	sethhoova	2014	75	0	18	I'm at Dead Baby Circle w/
Uhaul	-79.9718	40.4582	NA	J_Anthony_	2014	199	5	16	I'm at Uhaul (Pittsburgh, PA)
Bottom Dollar	-79.9396	40.4642	NA	brexx_nirpaw	2014	303	4	17	I'm at Bottom Dollar in Pittsburgh, PA
Misaki	-80.0065	40.4115	NA	EmberFoxie	2014	54	0	0	I'm at Misaki (Pittsburgh, PA)
Misaki	-80.0065	40.4115	NA	unvegan	2014	55	1	0	I'm at Misaki (Pittsburgh, PA)
Sushi Fuku	-79.9484	40.4446	NA	unvegan	2015	186	0	22	I'm at Sushi Fuku in Pittsburgh, PA
The Duquesne Incline	-80.0183	40.4391	NA	nealon35	2015	179	0	21	Just posted a photo The Duquesne Incline
Highland Park Reservoir	-79.9159	40.4792	NA	AtoZcomm	2014	123	6	13	I'm at Highland Park Reservoir (Pittsburgh, PA)
Highland Park Reservoir	-79.9159	40.4792	NA	AtoZcomm	2014	134	3	11	I'm at Highland Park Reservoir (Pittsburgh, PA)
Highland Park Reservoir	-79.9159	40.4792	NA	AtoZcomm	2014	150	5	9	I'm at Highland Park Reservoir (Pittsburgh, PA)
South Side Dog Park	-79.9765	40.4322	NA	meganguza	2014	73	5	22	I'm at South Side Dog Park
South Side Dog Park	-79.9765	40.4322	NA	Shammpoop	2014	90	1	23	I'm at South Side Dog Park
South Side Dog Park	-79.9765	40.4322	NA	BKHockey	2014	140	2	0	I'm at South Side Dog Park
College Hall	-79.9901	40.4367	NA	kristianaaaaaa_	2014	24	5	16	I'm at College Hall (Pittsburgh, PA) w/ 3 others
College Hall	-79.9901	40.4367	NA	kristianaaaaaa_	2014	45	5	16	I'm at College Hall (Pittsburgh, PA)
College Hall	-79.9901	40.4367	NA	kristianaaaaaa_	2014	50	3	16	I'm at College Hall (Pittsburgh, PA)
College Hall	-79.9901	40.4367	NA	kristianaaaaaa_	2014	57	3	16	I'm at College Hall (Pittsburgh, PA)
College Hall	-79.9901	40.4367	NA	kristianaaaaaa_	2014	73	5	16	I'm at College Hall (Pittsburgh, PA)
College Hall	-79.9901	40.4367	NA	alexinpitt	2014	73	5	16	I'm at College Hall (Pittsburgh, PA) w/ 2 others
College Hall	-79.9901	40.4367	NA	kristianaaaaaa_	2014	78	3	14	I'm at College Hall (Pittsburgh, PA)
College Hall	-79.9901	40.4367	NA	kristianaaaaaa_	2014	80	5	15	I'm at College Hall (Pittsburgh, PA)
College Hall	-79.9901	40.4367	NA	kristianaaaaaa_	2014	85	3	15	I'm at College Hall (Pittsburgh, PA)
College Hall	-79.9901	40.4367	NA	kristianaaaaaa_	2014	90	1	16	I'm at College Hall (Pittsburgh, PA)
College Hall	-79.9901	40.4367	NA	kristianaaaaaa_	2014	104	1	15	I'm at College Hall (Pittsburgh, PA)
College Hall	-79.9901	40.4367	NA	kristianaaaaaa_	2014	113	3	16	I'm at College Hall (Pittsburgh, PA)
College Hall	-79.9901	40.4367	NA	kristianaaaaaa_	2014	279	1	14	I'm at College Hall in Pittsburgh, PA
College Hall	-79.9901	40.4367	NA	kristianaaaaaa_	2015	13	2	22	I'm at College Hall in Pittsburgh, PA
R Wine Cellar	-79.9842	40.4520	NA	AlterEgoTheo	2014	278	0	16	I'm at R Wine Cellar in Pittsburgh, PA w/
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	29	3	2	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	timparenti	2014	32	6	19	I'm at Giant Eagle Market District (Pittsburgh, PA) [pic]:
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	PghRunner74	2014	32	6	21	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 4 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	chriskalfut	2014	33	0	15	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	sparklyporsche	2014	34	1	0	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 6 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	34	1	22	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	37	4	3	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	38	5	0	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	39	6	21	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	43	3	0	I'm at Giant Eagle Market District w/
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	45	5	1	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	J_Anthony_	2014	46	6	3	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 3 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	AlexInPitt	2014	46	6	11	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	ShelbyT20	2014	47	0	20	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 3 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	50	3	1	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	J_Anthony_	2014	53	6	0	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 4 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	ShelbyT20	2014	54	0	0	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 2 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	55	1	4	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	RashanWalker	2014	59	5	22	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	be_betterring	2014	61	0	17	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	J_Anthony_	2014	64	3	3	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	65	4	4	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 2 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	J_Anthony_	2014	66	5	3	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	66	5	11	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	idreamoftravel	2014	66	5	22	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	J_Anthony_	2014	67	6	0	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 3 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	68	0	19	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	J_Anthony_	2014	69	1	3	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	71	3	1	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	72	4	0	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	73	5	0	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	76	1	23	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 2 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	81	6	0	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	82	0	1	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 3 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	83	1	2	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 2 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	J_Anthony_	2014	85	3	23	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	85	3	23	I'm at Giant Eagle Market District w/
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	87	5	1	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	J_Anthony_	2014	90	1	2	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 2 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	92	3	1	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 3 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	96	0	1	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	100	4	17	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	102	6	23	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	J_Anthony_	2014	104	1	2	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	J_Anthony_	2014	109	6	2	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	PghRunner74	2014	109	6	15	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	112	2	2	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	115	5	0	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 2 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	RashanWalker	2014	115	5	16	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	118	1	1	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 2 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	122	5	0	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	130	6	13	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 5 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	131	0	22	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	ShelbyT20	2014	132	1	15	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	134	3	1	I'm at Giant Eagle Market District (Pittsburgh, PA)
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	Cheeky_Baby410	2014	138	0	17	I'm at Giant Eagle Market District (Pittsburgh, PA) w/ 3 others
Giant Eagle Market District Supermarket	-79.9348	40.4567	NA	gurujonah	2014	140	2	2	I'm at Giant Eagle Market District (Pittsburgh, PA)
