venue	lon	lat	checkin_n	user_n	doy_mode	dow_mode	hour_mode	senti_avg
National Best Friend Day	-79.9626	40.4394	2	1	2015	159	1	0.597
Jim Jenkins Lawn & Garden Center	-80.0844	40.3627	2	1	2015	267	4	0.000
Thunderbird Cafe	-79.9617	40.4693	2	1	2015	73	6	0.000
VILLAGE TAVERN & TRATTORIA	-80.0339	40.4414	2	1	2015	235	0	0.000
North Park	-80.0071	40.4553	2	1	2014	241	5	0.000
Hillman Library	-79.9540	40.4426	2	1	2015	265	2	0.000
Heinz Field - Mexican Suite	-79.8925	40.3972	2	1	2014	307	1	0.000
Just posted a photo_2	-80.0350	40.3788	2	1	2014	303	4	0.000
Compact Cars of Pittsburgh	-80.0006	40.4009	2	1	2015	159	1	0.000
GDI	-79.9948	40.4419	2	1	2015	73	6	0.000
18th Street Steps	-79.9807	40.4249	2	1	2014	154	2	0.000
20 Cedar Studios	-80.0339	40.3954	2	1	2014	40	0	0.000
P Town	-79.9489	40.4544	2	1	2014	77	2	0.000
Duquesne Incline_2	-80.0175	40.4399	2	1	2014	362	0	0.000
Orangetheory Fitness Pittsburgh- East End	-79.9271	40.4624	2	1	2015	268	5	0.231
Frick Art & Historical Center_1	-79.9018	40.4473	2	1	2015	84	3	0.000
Rankin Bridge	-79.8809	40.4055	2	2	2014	25	5	0.000
Century 3 Mall	-80.0156	40.4463	2	1	2014	180	0	0.000
Hokkaido Seafood Buffet	-79.9244	40.4152	2	1	2015	269	6	0.000
ShalerHeinz Field	-80.0169	40.4477	2	1	2014	298	6	0.000
Eden	-79.9347	40.4511	2	1	2014	54	0	0.000
Walt Disney World. Orlando, Florida	-80.0805	40.3686	2	1	2014	139	1	0.000
Franktuary	-79.9641	40.4670	2	1	2014	113	3	0.000
Duquesne Incline (Mt. Washington	-80.0043	40.4325	2	1	2015	194	1	0.000
Wood Street	-79.9989	40.4429	2	1	2015	27	2	0.000
Ohiopyle State Park	-79.9657	40.4280	2	1	2015	158	0	0.000
Cafe at the Frick	-79.9016	40.4477	2	1	2015	134	4	0.000
Northside_1	-80.0313	40.4746	2	2	2014	293	1	0.000
The Dodson Homestead	-79.9785	40.3791	2	1	2014	64	3	0.000
Jack Rabbit (Kennywood	-79.8628	40.3867	2	1	2014	187	0	0.000
Wigle Whiskey Garden	-79.9934	40.4593	2	1	2015	25	0	0.000
Pinstripe	-79.9613	40.4388	2	1	2014	122	5	0.000
Casa Rasta - East Liberty	-79.9254	40.4602	2	1	2014	288	3	0.362
Jozsa Corner Hungarian Restaurant	-79.9448	40.4114	2	1	2014	299	0	0.000
Just posted a photo_1	-79.8995	40.4721	2	1	2014	163	4	0.000
Wendy's	-79.9375	40.4569	2	1	2014	58	4	0.000
61B Cafe	-79.8938	40.4325	2	1	2014	87	1	0.000
Jimmy D's on Carson	-79.9816	40.4290	2	1	2015	269	6	0.000
Just posted a photo_3	-79.9417	40.4408	2	2	2014	49	2	0.000
That Bathroom Scene	-79.9551	40.4436	2	1	2015	183	4	0.000
South Hills Country Club	-79.9856	40.3613	2	1	2014	109	6	0.000
Starbucks_2	-80.0456	40.4187	2	1	2015	269	6	0.000
AAA	-79.9274	40.4598	2	1	2014	93	4	0.000
PNC Stadium	-79.9555	40.4423	2	1	2014	204	3	0.000
Starbucks_1	-79.9949	40.4414	2	1	2015	265	2	0.000
Banff National Park of Canada, AB	-80.0622	40.4049	2	1	2015	197	4	0.000
Plum Pan-Asian Kitchen	-79.9251	40.4594	2	1	2014	55	1	0.000
University of Pittsburgh_6	-79.9538	40.4457	2	1	2014	114	4	0.000
Thunderbolt (Kennywood	-79.8650	40.3889	2	1	2014	204	3	0.000
Bigelow Boulevard	-79.9537	40.4434	2	1	2014	98	2	0.000
promise im not naked	-80.0134	40.4452	2	1	2015	157	6	0.277
The Strip_2	-79.9832	40.4517	2	2	2015	246	4	0.000
BestConcertEver	-80.0189	40.4477	2	1	2015	158	0	0.000
Hobos of Forbes Ave	-79.9520	40.4388	2	1	2014	305	6	0.000
31st Sr Bridge	-79.9782	40.4666	2	1	2015	225	4	0.000
East Liberty Lutheran Church Flea Market	-79.9282	40.4631	2	1	2015	14	3	0.298
THE SHOW SPACE	-80.0295	40.3914	2	1	2014	145	0	0.000
The Union Grill	-79.9487	40.4447	2	1	2014	120	3	0.000
Penn Station	-79.9922	40.4442	2	2	2014	43	3	0.000
Mine Factory	-79.8952	40.4483	2	1	2014	58	4	0.000
Blue Dust	-79.9115	40.4079	2	1	2015	296	5	0.000
Sunnyside Elementary School	-79.9337	40.4810	2	1	2015	41	2	0.000
InterPark	-80.0048	40.4432	2	1	2014	48	1	0.000
Rowhouse Cinema	-79.9609	40.4700	2	1	2014	143	5	0.000
Bloomfield's Italian Days	-79.9489	40.4616	2	2	2015	235	0	0.000
North Shore Riverfront Trail	-79.9717	40.4724	2	1	2014	221	6	0.000
Rachel Carson Bridge	-79.9998	40.4467	2	2	2014	81	6	0.000
Golden Triangle	-80.0004	40.4416	2	1	2014	75	0	0.000
Butcher and the Rye	-80.0020	40.4423	2	1	2014	98	2	0.000
Altiuspgh	-80.0192	40.4385	2	2	2014	201	1	0.000
Atria's Restaurant	-80.0040	40.4472	2	1	2014	126	2	0.000
Stack'd	-79.9350	40.4512	2	1	2014	57	3	0.000
Roundabout Brewery	-79.9569	40.4771	2	1	2014	214	6	0.000
Hellena Moreno: Jamberry Nails Independent Consultant	-80.0513	40.5013	2	1	2015	191	5	0.000
Steel Cactus Mexican Restaurante & Cantina	-79.9335	40.4513	2	1	2014	124	0	0.000
Threads on Carson	-79.9839	40.4287	2	2	2015	35	3	0.000
Three Rivers Art Festival Pittsburgh Pa	-80.0058	40.4424	2	1	2015	157	6	0.286
Bloomfield, Pennsylvania	-79.9497	40.4621	2	1	2014	351	3	0.000
Potomac Ave. T Station	-80.0363	40.3973	2	1	2015	240	5	0.000
Suzie's Keystone Fireworks Tent	-80.0962	40.4687	2	1	2015	183	4	0.000
ODAR	-79.9934	40.4460	2	1	2015	9	5	0.000
William Penn Tavern	-79.9338	40.4514	2	1	2015	138	1	0.000
Mullen's Bar & Grill - Pittsburgh	-80.0040	40.4484	2	1	2015	241	6	0.000
Top of the Mountain	-79.9415	40.4170	2	1	2015	116	0	0.231
Swisshelm Park	-79.8998	40.4207	2	1	2015	70	3	0.000
Kennywood Park_4	-79.8650	40.3885	2	1	2014	161	2	0.000
31st Street Studios	-79.9732	40.4616	2	1	2015	242	0	0.000
University of Pittsburgh_5	-79.9566	40.4419	2	2	2014	181	1	0.000
Branding Brand	-79.9724	40.4284	2	1	2015	240	5	0.000
Mon Wharf_2	-80.0051	40.4381	2	1	2014	277	6	0.000
Smithfield United Church Of Christ_1	-79.9972	40.4418	2	1	2014	30	4	0.286
Concord Elementary School	-79.9846	40.3874	2	1	2015	246	4	0.000
Millvale, Pennsylvania	-79.9786	40.4800	2	1	2014	131	0	0.000
Somewhere in Southside	-79.9720	40.4263	2	1	2015	10	6	0.000
idk i love this picture	-79.9633	40.3663	2	1	2015	4	0	0.264
Soho	-80.0045	40.4483	2	2	2014	94	5	0.000
Polar Bear Tunnel	-79.9182	40.4834	2	1	2014	226	4	0.000
Troy Hill Spray Park	-79.9883	40.4587	2	1	2015	181	2	0.000
Allegheny Cemetary_1	-79.9562	40.4757	2	1	2014	193	6	0.000
on a roof somewhere	-80.0013	40.4434	2	1	2015	183	4	0.000
Mellon Institute Carnegie Mellon University	-79.9515	40.4467	2	1	2014	182	2	0.000
Papa J's Ristorante	-80.0850	40.4080	2	1	2014	67	6	0.000
East Liberty, Pennsylvania	-79.9237	40.4638	2	2	2014	136	4	0.405
Starbucks_3	-79.9171	40.4077	2	1	2014	192	3	0.000
Coca Cafe	-79.9641	40.4673	2	2	2014	137	0	0.000
evil friends	-80.0766	40.3648	2	1	2015	13	2	-0.124
Bedford Dwellings, Pittsburgh, Pennsylvania	-79.9745	40.4507	2	1	2015	239	4	0.000
Rita's Italian Ice Southside	-79.9698	40.4279	2	1	2014	79	4	0.000
ID. Labs	-79.9525	40.4820	2	1	2014	94	5	0.000
Allegheny Center	-80.0050	40.4530	2	1	2015	159	1	0.000
The Cigar Den	-79.9526	40.4819	2	1	2014	317	4	0.000
showing	-80.0079	40.4559	2	1	2014	347	6	0.000
Stout Training Pittsburgh	-79.9837	40.4520	2	1	2014	73	5	0.254
Le Mardi Gras	-79.9347	40.4513	2	1	2015	284	0	0.000
NU	-79.9228	40.4376	2	1	2015	143	6	0.000
Aspinwall Field	-79.9080	40.4942	2	1	2014	143	5	0.000
Pittsburgh --&gt; Charlotte	-79.9636	40.4539	2	1	2014	167	1	0.000
Petersen Events Center	-79.9621	40.4442	2	1	2014	365	3	0.000
Hermanowski Wholesale	-79.9836	40.4505	2	1	2014	332	5	0.000
Theater Square Parking Garage in Downtown Pittsburgh	-80.0009	40.4432	2	1	2015	239	4	0.000
Salem's Market and Grill	-79.9738	40.4584	2	1	2015	269	6	0.000
T Station	-80.0000	40.4423	2	1	2014	188	1	0.000
Pittsburgh, Pennsylvania_2	-79.9961	40.4406	2	1	2014	362	0	0.000
Some Place Far Away	-79.9477	40.4489	2	1	2014	119	2	0.000
Federal Street_2	-80.0042	40.4478	2	1	2015	180	1	0.000
Millvale Library	-79.9718	40.4781	2	1	2014	67	6	0.000
Penn Commons	-80.0028	40.4426	2	1	2015	73	6	0.000
Children's Hospital of Pittsburgh of UPMC	-79.9530	40.4665	2	1	2014	111	1	0.000
Lawrenceville, PA	-79.9514	40.4809	2	1	2014	320	0	0.000
Friendship, PGH	-79.9372	40.4587	2	1	2014	143	5	0.420
Sandcastle Waterpark	-79.9280	40.3980	2	1	2014	242	6	0.000
Tazza D'Oro	-79.9188	40.4747	2	1	2014	303	4	0.000
P.F. Chang's	-79.9161	40.4071	2	2	2014	69	0	0.000
Downtown/ Northshore	-80.0131	40.4450	2	1	2015	182	3	0.000
US Steel Tower	-79.9949	40.4407	2	1	2014	121	4	0.000
Caffe Mona la bistro	-79.9543	40.4658	2	1	2014	329	2	0.000
Beehive Coffeehouse	-79.9841	40.4289	2	1	2014	162	3	0.000
Club Zoo	-79.9875	40.4499	2	2	2014	82	0	0.000
The Livermore	-79.9250	40.4604	2	1	2014	96	0	0.000
Eleven	-79.9935	40.4459	2	1	2014	348	0	0.000
Lawrenceville_1	-79.9617	40.4707	2	1	2014	320	0	0.000
Steelers Heinz Stadium	-80.0128	40.4455	2	2	2015	235	0	0.000
Thin Man Sandwich Shop	-79.9839	40.4521	2	1	2014	196	2	0.000
Pittsburgh Winery	-79.9755	40.4573	2	1	2015	25	0	0.000
La Prima Espresso Co	-79.9830	40.4516	2	1	2014	123	6	0.000
three rivers arts festival	-80.0042	40.4462	2	1	2015	157	6	0.348
burgatory	-79.9177	40.4072	2	1	2014	114	4	0.000
Dawntawn Pixburgh	-80.0016	40.4392	1	1	2015	205	5	0.000
bd's Mongolian Grill - Pittsburgh	-79.9659	40.4282	1	1	2014	108	5	0.000
Cornerstone Restaurant and Bar	-79.9034	40.4897	1	1	2014	82	0	0.000
Sunoco A Plus	-80.0008	40.4511	1	1	2014	188	1	0.000
Elks Lodge	-80.0008	40.4517	1	1	2014	34	1	0.000
Joe's Basement Sweatshop	-80.0517	40.4987	1	1	2014	51	4	0.000
21st Street Coffee and Tea	-80.0008	40.4411	1	1	2014	44	4	0.000
Meat & Potatoes	-80.0006	40.4433	1	1	2015	52	6	0.000
Toronto, Canada	-79.9337	40.4578	1	1	2014	319	6	0.000
City of Pittsburgh_1	-80.0199	40.4156	1	1	2015	39	0	0.000
Parking	-79.9023	40.4490	1	1	2014	101	5	0.000
stop drop and roll	-79.9880	40.4353	1	1	2014	304	5	-0.462
home_2	-79.8903	40.4387	1	1	2015	26	1	0.000
All Over Pittsburgh	-79.9828	40.4542	1	1	2014	116	6	0.000
Three Rivers CHRYSLER	-80.0273	40.3977	1	1	2015	187	1	0.000
Caliban Book Shop	-79.9491	40.4449	1	1	2015	80	6	0.000
Decade Pittsburgh	-79.9943	40.4286	1	1	2014	81	6	0.000
Kinky Friedman	-79.9866	40.4290	1	1	2015	285	1	0.000
Shadyside Bridge	-79.9377	40.4546	1	1	2014	354	6	0.000
Speakeasy At the Omni William Penn	-79.9973	40.4410	1	1	2014	283	5	0.000
US Post Office	-80.0052	40.4500	1	1	2014	80	5	0.000
DoubleTree Pittsburgh Green Tree	-80.0589	40.4186	1	1	2015	200	0	0.000
Kennedy Park	-79.9028	40.4078	1	1	2015	201	1	0.000
Western PA Humane Society	-80.0198	40.4513	1	1	2014	103	0	0.000
Mt. Washington Vista Point	-80.0065	40.4317	1	1	2014	248	5	0.000
home_1	-80.0160	40.4566	1	1	2014	76	1	0.000
Antiques On Ohio River	-80.0576	40.4884	1	1	2015	285	1	0.000
Fallingwater Private Tours	-79.9773	40.4414	1	1	2014	159	0	0.000
Caliente Pizza & Draft House	-79.9501	40.4622	1	1	2014	48	1	0.000
Excuses Bar & Grill	-79.9687	40.4274	1	1	2015	100	5	0.000
Holy Trinity Lutheran Church	-80.0082	40.4489	1	1	2014	181	1	0.000
Macy's	-79.9984	40.4395	1	1	2015	245	3	0.000
Walnut Grill	-80.0446	40.3809	1	1	2014	69	1	0.000
Roofless	-79.9036	40.4582	1	1	2015	137	0	0.000
pixburg	-79.9948	40.4416	1	1	2014	90	1	0.000
Google	-79.9166	40.4573	1	1	2015	143	6	0.000
Sherwood Towers Apts	-79.9511	40.4510	1	1	2015	166	1	0.000
Colfax Elementary School	-79.9156	40.4328	1	1	2014	174	1	0.000
7720 Waverly St Apt 4	-79.8937	40.4436	1	1	2014	141	3	0.000
The Modern Cafe	-80.0165	40.4521	1	1	2014	82	0	0.000
Frick Building	-79.9975	40.4391	1	1	2014	87	5	0.000
Jewish Community Center	-79.9238	40.4376	1	1	2014	82	0	0.000
SIX16 Body Piercing & Fine Jewelry	-79.9596	40.4721	1	1	2015	199	6	0.184
Allentown	-79.9950	40.4220	1	1	2014	40	0	0.000
Eddie Merlots	-80.0036	40.4412	1	1	2014	176	3	0.000
Hampton Inn & Suites Pittsburgh Downtown	-79.9924	40.4470	1	1	2014	133	2	0.000
Heinz Field Pittsburgh Steelers	-80.0160	40.4475	1	1	2015	284	0	0.000
Carnegie Museum of Art and Natural History	-79.9498	40.4431	1	1	2014	136	5	0.217
Heniz Feild	-80.0166	40.4470	1	1	2015	263	0	0.000
Nakama	-79.9820	40.4289	1	1	2014	165	6	0.000
The Yard Market Square	-80.0027	40.4413	1	1	2015	284	0	0.000
Homewood u Smucc	-79.8932	40.4548	1	1	2015	246	4	0.000
Green Tree, Pennsylvania	-80.0458	40.4117	1	1	2014	224	2	0.000
Chatham University	-79.9235	40.4478	1	1	2015	306	1	0.000
Arsenal Bowl	-79.9596	40.4711	1	1	2015	201	1	0.000
Mount Washington Lookout	-80.0080	40.4324	1	1	2014	284	6	0.000
E Liberty Blvd and N Highland Ave	-79.9228	40.4659	1	1	2014	113	3	0.327
16 Th Street Bridge	-79.9887	40.4498	1	1	2014	93	4	0.000
Shenango Coke Works	-80.0801	40.4922	1	1	2015	303	5	0.000
Ink Division	-79.8729	40.4055	1	1	2014	203	2	0.000
PREGAME	-79.9834	40.4277	1	1	2014	278	0	0.000
Wilson's Bar-B-Q	-80.0144	40.4562	1	1	2014	191	4	0.000
Rowdy BBQ	-79.9826	40.3703	1	1	2015	264	1	0.000
Schenley Oval	-79.9435	40.4318	1	1	2015	305	0	0.000
Emerald View Park on Grandview	-80.0235	40.4387	1	1	2014	153	1	0.000
Art of Steel	-79.9826	40.4522	1	1	2014	103	0	0.000
Hill District	-79.9860	40.4418	1	1	2015	25	0	0.000
Mr.Smalls Theater	-79.9722	40.4810	1	1	2015	65	5	0.000
York Way	-79.9546	40.4381	1	1	2015	27	2	0.000
Pusadee Garden Inc	-79.9520	40.4826	1	1	2014	151	6	0.000
Koppers Tower	-79.9953	40.4421	1	1	2014	45	5	0.000
Radiant Hall Studios	-79.9603	40.4735	1	1	2014	71	3	0.383
Gran Prix	-79.8652	40.3867	1	1	2014	187	0	0.000
Carnegie Museum Of Art	-79.9494	40.4435	1	1	2014	72	4	0.000
Einstein Bros Bagels - Greentree	-80.0454	40.4185	1	1	2015	247	5	0.000
Le Mont - Pittsburgh	-80.0178	40.4378	1	1	2015	300	2	0.000
Birmingham Bridge	-79.9735	40.4361	1	1	2014	77	2	0.000
tk	-80.0022	40.4424	1	1	2015	304	6	0.000
smile	-79.9372	40.4832	1	1	2015	206	6	0.455
Chicago Illinois	-79.9815	40.4298	1	1	2014	218	3	0.000
Waterworks Mall	-79.8892	40.4878	1	1	2014	28	2	0.000
Hard Rock Cafe Pittsburgh	-80.0049	40.4340	1	1	2015	143	6	-0.189
North Baldwin	-79.9653	40.3964	1	1	2015	256	0	0.000
Kbox	-79.9490	40.4459	1	1	2015	184	5	0.000
High on Mt Washington	-80.0129	40.4283	1	1	2014	223	1	0.000
Three Rivers art Festival	-80.0034	40.4416	1	1	2015	161	3	0.348
Mexican War Sweets	-80.0130	40.4579	1	1	2015	302	4	-0.063
Byham Theater	-80.0025	40.4439	1	1	2014	356	1	0.000
Pizza Sola_2	-79.9834	40.4289	1	1	2014	42	2	0.000
Spencer United Methodist Church	-79.9775	40.3859	1	1	2014	31	5	0.318
The Westin Hotel	-79.9953	40.4440	1	1	2014	184	4	0.000
North Side, Pittsburgh, Pennsylvania_1	-80.0184	40.4689	1	1	2014	184	4	0.000
Pizza Milano	-79.9880	40.4386	1	1	2014	247	4	0.000
The Pub Chip Shop	-79.9794	40.4288	1	1	2014	81	6	0.000
Hartwood Acres Trails	-79.9762	40.5082	1	1	2015	32	0	0.000
Pizza Parma	-79.9983	40.4437	1	1	2014	33	0	0.000
Legion Park	-80.0350	40.4820	1	1	2015	305	0	0.000
Century III Mall	-79.9935	40.3792	1	1	2014	242	6	0.000
American Eagle Outfitters 77 Hot Metal	-79.9593	40.4210	1	1	2014	125	1	0.000
The Manor Theatre	-79.9226	40.4370	1	1	2014	299	0	0.000
Seton Lasalle High School	-80.0251	40.3870	1	1	2014	125	1	0.000
Bates Motel	-79.9522	40.4389	1	1	2015	25	0	0.000
West Park - North Side	-80.0127	40.4534	1	1	2015	309	4	0.000
The Priory	-79.9982	40.4523	1	1	2014	26	0	0.000
Max's Allegheny Tavern	-79.9998	40.4552	1	1	2015	264	1	0.000
Old Party Guys	-79.9292	40.4514	1	1	2014	242	6	0.351
Strip District In The Burgh	-79.9846	40.4506	1	1	2014	182	2	0.000
Pittsburgh Children's Festival	-79.9527	40.4428	1	1	2014	138	0	0.390
Bobby Hendrix	-79.9768	40.4286	1	1	2014	306	0	0.000
CrossFit Athletics	-79.9670	40.4261	1	1	2014	97	1	0.000
Hofbruhaus Pittsburgh	-79.9646	40.4286	1	1	2014	111	1	0.000
Mint Fine Indian Cuisine	-80.0429	40.4011	1	1	2014	246	3	0.231
Northside_2	-80.0226	40.4598	1	1	2014	174	1	0.000
Gus And Yaya's	-80.0121	40.4519	1	1	2014	103	0	0.000
Charles L. Cost Field at Pitt University	-79.9663	40.4446	1	1	2014	107	4	0.000
Static Nightclub	-79.9870	40.4501	1	1	2015	1	4	0.000
Birdland	-80.0731	40.3803	1	1	2014	120	3	0.000
Click The Link In My Bio	-79.9915	40.3794	1	1	2014	160	1	0.000
Ibiza Wine and Tapas Restaurant	-79.9735	40.4281	1	1	2015	25	0	0.000
Steeler Country	-80.0186	40.3985	1	1	2014	48	1	0.000
11 Stanwix Street	-80.0064	40.4392	1	1	2015	247	5	0.000
Madonna's Restaurant	-79.9993	40.4390	1	1	2015	43	4	0.000
Wave Swinger	-79.8667	40.3881	1	1	2014	146	1	0.000
Top Gear Bicycle Shop	-79.9268	40.4593	1	1	2014	108	5	0.231
The North Side	-80.0078	40.4560	1	1	2014	54	0	0.000
Mount Washington	-80.0139	40.4316	1	1	2014	53	6	0.000
Pittsburgh Grand Prix	-79.9483	40.4481	1	1	2015	199	6	0.375
Carnegie Mellon School of Computer Science - SCS	-79.9444	40.4437	1	1	2015	26	1	0.000
Taco Gurilla Central 8500 Frankstown rd	-79.8936	40.4321	1	1	2015	42	3	0.000
GetGo	-79.9600	40.4232	1	1	2015	239	4	0.000
O'Reilly Theater	-80.0016	40.4432	1	1	2014	181	1	0.000
Skybar Pittsburgh	-79.9826	40.4290	1	1	2014	234	5	0.000
Mt washington	-80.0057	40.4271	1	1	2015	241	6	0.000
Wilkinburgh Pa	-79.8778	40.4407	1	1	2014	108	5	0.000
PITTSBURGH	-80.0062	40.4355	1	1	2014	41	1	0.000
Meyran Ave	-79.9548	40.4375	1	1	2015	26	1	0.000
Allegheny County Courthouse	-79.9962	40.4385	1	1	2014	113	3	0.000
The Summit Pittsburgh	-80.0076	40.4307	1	1	2015	178	6	0.000
Bri Mard Apartments	-79.8736	40.4588	1	1	2015	307	2	0.000
10th Street Bridge	-79.9892	40.4326	1	1	2014	244	1	0.000
Monogahela Incline	-80.0048	40.4343	1	1	2014	298	6	0.000
Buckhead Saloon	-80.0061	40.4343	1	1	2014	89	0	0.000
Castle Shannon VFD	-80.0166	40.3658	1	1	2015	49	3	0.000
Bar Louie Station Square	-80.0049	40.4346	1	1	2014	145	0	0.000
S Q U A D	-80.0032	40.4442	1	1	2015	143	6	0.000
Burgatory Homestead	-79.9177	40.4073	1	1	2014	152	0	0.000
Greater Pittsburgh Coliseum	-79.8937	40.4563	1	1	2014	216	1	0.333
Perrysville Ave	-80.0193	40.4916	1	1	2014	332	5	0.000
Grand View Buffet at Rivers Casino	-80.0219	40.4466	1	1	2014	299	0	0.273
Frick Park Market	-79.9051	40.4472	1	1	2015	206	6	0.000
selfie sunday	-79.9494	40.3849	1	1	2015	200	0	0.000
Federal Street_1	-80.0065	40.4546	1	1	2014	90	1	0.000
Weatherby walks	-79.9564	40.4666	1	1	2014	295	3	0.000
Hookah Bookah	-79.9694	40.4277	1	1	2014	208	0	0.000
212 Peebles St. Unit B	-79.8934	40.4451	1	1	2014	297	5	0.000
Ballroom Central Pittsburgh	-80.0346	40.3687	1	1	2015	233	5	0.000
Subway_2	-79.8684	40.3835	1	1	2014	275	4	0.000
Carnegie Library-Downtown	-79.9974	40.4417	1	1	2015	306	1	0.000
Artisan Market In The Strip	-79.9842	40.4512	1	1	2014	158	6	0.000
Wexford General Store Antiques	-79.9881	40.5058	1	1	2014	194	0	0.000
Sonny's Tavern	-79.9476	40.4579	1	1	2015	25	0	0.000
Peppi's	-80.0006	40.4371	1	1	2014	241	5	0.000
Lounge 7101	-79.8985	40.4579	1	1	2014	102	6	0.000
Zippy's Saloon	-80.0227	40.3953	1	1	2015	200	0	0.000
Cathedral of Hope	-79.9256	40.4610	1	1	2015	110	1	0.367
16th Street Bridge Traffic	-79.9914	40.4521	1	1	2014	196	2	0.000
General Robinson & Federal	-80.0044	40.4482	1	1	2014	176	3	0.000
Seiphaus	-79.8983	40.4185	1	1	2014	95	6	0.000
Margaret Morrison Carnegie Hall	-79.9412	40.4421	1	1	2014	35	2	0.000
Cultural District, Pittsburgh	-79.9999	40.4432	1	1	2014	162	3	0.000
Earth	-79.9511	40.4526	1	1	2015	225	4	0.000
Pittsburgh City-County Building	-79.9969	40.4381	1	1	2014	113	3	0.000
Milkshake Factory, Pittsburgh, PA	-80.0206	40.4328	1	1	2014	151	6	0.000
UPMC Shadyside_2	-79.9392	40.4555	1	1	2014	175	2	0.000
Little Bangkok in the strip	-79.9843	40.4509	1	1	2014	308	2	0.000
The Strip_1	-79.9782	40.4287	1	1	2014	284	6	0.000
Three River's Arts Festival	-80.0055	40.4416	1	1	2014	161	2	0.348
The Pointe	-80.0104	40.4415	1	1	2015	268	5	0.000
Graham's Barber Shop	-79.9638	40.4672	1	1	2015	255	6	0.000
Mount Lebanon Ice Center	-80.0549	40.3742	1	1	2014	215	0	0.000
Aerie	-79.9666	40.4274	1	1	2015	44	5	0.000
Primanti Brothers_2	-79.9889	40.4300	1	1	2015	202	2	0.000
Zeke's Coffee Pittsburgh	-79.9246	40.4612	1	1	2014	246	3	0.000
Wings Over Pittsburgh	-79.9686	40.4277	1	1	2014	221	6	0.000
Treasure Island	-80.0518	40.3757	1	1	2014	23	4	0.355
The Space Upstairs	-79.8988	40.4497	1	1	2014	157	5	0.000
Two PNC Plaza	-80.0008	40.4417	1	1	2015	310	5	0.000
61c Cafe	-79.9228	40.4361	1	1	2015	62	2	0.000
Duquesne Student Union	-79.9909	40.4368	1	1	2014	23	4	0.000
Nicky's Thai Kitchen	-80.0163	40.4521	1	1	2014	116	6	0.000
Voelkel	-80.0368	40.3971	1	1	2014	320	0	0.000
The Crack'd Egg	-79.9818	40.3657	1	1	2015	272	2	0.000
East End, Pittsburgh, Pennsylvania	-79.9349	40.4426	1	1	2015	208	1	0.000
Comcast	-80.0453	40.4512	1	1	2015	201	1	0.000
Holland Hall at Pitt	-79.9560	40.4431	1	1	2015	237	2	0.000
Crafton, Pittsburgh, Pennsylvania	-80.0722	40.4392	1	1	2015	245	3	0.000
Point Brugge Cafe	-79.9140	40.4502	1	1	2014	130	6	0.000
Roberto Clemente Statue	-80.0041	40.4470	1	1	2015	307	2	0.000
Mt Washington Overlook_2	-80.0068	40.4314	1	1	2015	248	6	0.000
Murray Avenue Grill	-79.9231	40.4373	1	1	2015	242	0	0.000
Jenesis HQ	-79.9413	40.4647	1	1	2014	80	5	0.000
Body By Robyn	-79.9999	40.4537	1	1	2014	215	0	0.000
Willow (PAT station	-80.0264	40.3654	1	1	2014	218	3	0.000
River Walk	-80.0083	40.4455	1	1	2014	106	3	0.000
Squirrel Hill	-79.9244	40.4350	1	1	2014	189	2	0.000
Mr. Smalls Recording and Mastering	-80.0181	40.4536	1	1	2015	308	3	0.000
Pittsburgh International Children's Festival	-79.9519	40.4426	1	1	2014	136	5	0.348
Rex Theater	-79.9107	40.4960	1	1	2015	100	5	0.000
Lst 325	-80.0146	40.4447	1	1	2015	249	0	0.000
Panera Bread	-79.9374	40.4561	1	1	2014	216	1	0.000
10th St. Bridge	-79.9885	40.4297	1	1	2015	179	0	0.000
Lulu's Noodles	-79.9488	40.4453	1	1	2014	285	0	0.000
PTown Bar	-79.9488	40.4538	1	1	2015	162	4	0.000
Fuhrer Frank B Wholesale	-79.9623	40.4228	1	1	2015	47	1	0.000
Frick Art & Historical Center_2	-79.9010	40.4480	1	1	2015	172	0	0.000
The Porn Palace	-80.0186	40.4357	1	1	2014	69	1	0.000
Homewood Cemetery_1	-79.9131	40.4379	1	1	2015	59	6	0.000
Homewood Cemetery_2	-79.9044	40.4408	1	1	2015	120	4	0.000
Three Rivers Water Steps	-80.0085	40.4456	1	1	2015	250	1	0.000
The Cuckoo's Nest Magic Shop	-79.9729	40.4281	1	1	2015	239	4	0.000
Jam on Walnut	-79.9337	40.4517	1	1	2015	235	0	0.000
University of Pittsburgh_3	-79.9603	40.4309	1	1	2015	306	1	0.000
Caption this	-80.0383	40.3644	1	1	2015	244	2	0.000
Dequesne Club, Pittsburgh	-79.9989	40.4426	1	1	2014	123	6	0.000
Eat'n Park - Avalon	-80.0644	40.4940	1	1	2014	98	2	0.000
Primanti Brothers South Side	-79.9792	40.4284	1	1	2014	306	0	0.000
Surf Pittsburgh	-79.9838	40.4290	1	1	2014	148	3	0.000
Point State Park, Pgh	-80.0121	40.4421	1	1	2015	284	0	0.000
studio	-80.0160	40.4521	1	1	2014	310	4	0.000
Creepy Place In The Woods By My House	-79.9192	40.3893	1	1	2015	257	1	0.000
Manzana	-79.9023	40.4490	1	1	2014	120	3	0.000
Jimmy John's	-80.0033	40.4415	1	1	2015	206	6	0.000
KAPPA KAPPA COPA	-79.9617	40.4353	1	1	2015	81	0	0.000
