clid	venue	lon	lat	checkin_n	user_n	doy_mode	dow_mode	hour_mode
6	Gaucho Parilla Argentina	-79.9874	40.4490	20	13	2015	156	4
6	La Prima Espresso Company	-79.9831	40.4516	19	6	2014	74	6
6	Thin Man Sandwich Shop	-79.9840	40.4521	19	6	2014	82	0
6	The Pittsburgh Popcorn Company_1	-79.9829	40.4515	18	11	2014	353	5
6	Luke Wholey's Wild Alaskan Grille	-79.9830	40.4518	17	8	2014	163	4
6	Lucky's	-79.9879	40.4487	17	5	2014	159	0
6	Allegheny Coffee & Tea Exchange	-79.9838	40.4513	16	7	2014	31	5
6	Lidia's Italy	-79.9894	40.4486	16	7	2015	87	6
6	Peace, Love & Little Donuts	-79.9841	40.4520	16	9	2014	89	6
6	Peppi's Old Tyme Sandwich Shop_1	-79.9855	40.4501	15	6	2014	81	2
6	Mullen	-79.9823	40.4549	13	3	2014	105	4
6	Penn Ave Fish Company	-79.9820	40.4524	13	7	2014	97	1
6	Vietnam's Pho	-79.9867	40.4492	12	5	2015	274	4
6	Club Zoo	-79.9874	40.4498	12	5	2014	87	5
6	Casa Reyna	-79.9833	40.4517	12	8	2014	251	6
6	Pennsylvania Macaroni Company	-79.9837	40.4512	11	9	2014	158	6
6	Leaf And Bean	-79.9820	40.4521	11	6	2015	151	0
6	Carhop's	-79.9851	40.4512	10	2	2014	141	3
6	Kelly-O's	-79.9815	40.4536	10	5	2014	30	4
6	Cork Factory Lofts	-79.9830	40.4547	8	2	2014	43	3
6	Ohio City Pasta	-79.9805	40.4536	8	1	2014	92	3
6	CAVO	-79.9845	40.4514	8	5	2015	24	6
6	Lefty's	-79.9835	40.4516	7	4	2015	76	2
6	Bella Notte	-79.9841	40.4509	7	3	2014	186	6
6	Static Nightclub	-79.9870	40.4500	6	3	2014	116	0
6	Osteria	-79.9827	40.4546	6	1	2014	99	3
6	Jimmy And Nino's Sunseri	-79.9845	40.4508	6	2	2014	106	3
6	Schorin Co. Inc	-79.9848	40.4505	5	1	2014	175	2
6	Penzeys Spices	-79.9852	40.4503	5	2	2014	132	1
6	Yinzers	-79.9825	40.4522	5	4	2014	333	6
6	Cafe On The Strip	-79.9846	40.4507	5	1	2015	17	6
6	St Stanislaus Kosta Catholic Church	-79.9836	40.4523	5	2	2014	131	0
6	Caf Raymond	-79.9829	40.4518	5	1	2014	56	2
6	Jitters	-79.9872	40.4491	4	1	2015	193	0
6	Pho Van	-79.9826	40.4520	4	3	2014	93	1
6	Parma Sausage	-79.9853	40.4502	4	1	2014	175	2
6	Soup Nancy's	-79.9876	40.4501	4	1	2014	242	6
6	Mancini's Bakery_1	-79.9856	40.4501	4	1	2014	277	6
6	The Enrico Biscotti Co	-79.9833	40.4515	4	3	2014	341	0
6	Grandpa Joe's Candy Shop	-79.9824	40.4521	4	4	2014	69	6
6	In The Kitchen	-79.9855	40.4502	4	1	2014	214	6
6	Reyna Foods	-79.9834	40.4516	3	2	2014	122	5
6	East End Brewing Co	-79.9806	40.4536	3	2	2014	65	4
6	Clarion River Organics	-79.9807	40.4535	3	1	2014	242	6
6	Mullaney's Harp & Fiddle Irish Pub	-79.9810	40.4533	3	3	2014	73	6
6	Strip District Meats	-79.9828	40.4521	3	2	2015	170	5
6	The Neighborhood Flea	-79.9817	40.4532	3	3	2015	284	0
6	Art of Steel	-79.9826	40.4522	3	2	2014	103	0
6	Colangelo's	-79.9830	40.4516	3	2	2014	70	2
6	Milk Man Brewing	-79.9794	40.4543	3	1	2015	4	0
6	Grown & Sexy 2	-79.9791	40.4543	3	1	2014	327	0
6	The Olive Tap Pittsburgh Strip District	-79.9801	40.4538	3	1	2014	186	6
6	Artisan	-79.9842	40.4510	3	1	2014	88	6
6	Loft	-79.9872	40.4495	2	1	2015	38	6
6	Saint Patrick's Church	-79.9854	40.4495	2	1	2014	180	0
6	Fine Foods	-79.9858	40.4501	2	2	2014	92	1
6	McDonald's_2	-79.9866	40.4492	2	1	2015	194	1
6	Stan's Market	-79.9847	40.4508	2	2	2014	43	0
6	Food Truck Friday	-79.9817	40.4525	2	1	2014	75	0
6	Mon Aimee Chocolat	-79.9832	40.4518	2	2	2014	53	6
6	Schoolhouse Yoga	-79.9813	40.4543	2	1	2014	103	0
6	Mahla Antiques	-79.9864	40.4503	2	1	2014	214	6
6	Kindred Cycles	-79.9795	40.4542	1	1	2015	242	0
6	Fort Pitt Candy Co	-79.9864	40.4495	1	1	2014	132	1
6	Bradley's Book Outlet	-79.9836	40.4515	1	1	2014	81	6
6	R Wine Cellar	-79.9842	40.4520	1	1	2014	278	0
6	Edgar's Taco Shack	-79.9832	40.4517	1	1	2014	69	1
6	Little Bangkok	-79.9843	40.4508	1	1	2014	43	3
6	Costume World	-79.9868	40.4501	1	1	2015	299	1
6	S & D Polish Deli	-79.9821	40.4523	1	1	2014	157	5
8	Petersen Events Center	-79.9623	40.4438	18	15	2014	60	6
8	Western Psychiatric Institute and Clinic of UPMC	-79.9596	40.4433	15	1	2015	244	2
8	Salk Hall	-79.9629	40.4427	14	1	2014	77	5
8	Fitzgerald Field House	-79.9643	40.4435	5	3	2014	320	0
8	VA Pittsburgh Healthcare System	-79.9615	40.4466	2	1	2014	28	2
8	Scaife Hall_2	-79.9618	40.4427	2	1	2014	93	4
8	VAPHS Parking Garage	-79.9612	40.4466	2	1	2014	73	5
8	University of Pittsburgh School of Medicine	-79.9608	40.4425	1	1	2015	286	2
8	Baierl Student Recreation Center	-79.9621	40.4443	1	1	2015	306	1
8	Cirque du Soleil	-79.9621	40.4442	1	1	2014	88	6
8	UPMC Eye Center	-79.9610	40.4418	1	1	2015	119	3
8	VA Pharmacy	-79.9619	40.4467	1	1	2014	73	5
8	Blood Draw	-79.9617	40.4474	1	1	2014	73	5
9	Butterjoint	-79.9508	40.4501	10	6	2014	119	5
9	North Oakland	-79.9504	40.4539	8	2	2014	142	0
9	Tamarind Flavor of India	-79.9518	40.4512	7	5	2014	60	6
9	All India	-79.9523	40.4522	4	3	2014	82	0
9	Complete Family Vision Care	-79.9509	40.4501	2	1	2014	188	1
9	Shiraz Pizza & House of Kabob	-79.9493	40.4528	2	1	2014	240	4
9	Mitchell's Tavern	-79.9508	40.4523	1	1	2014	101	5
9	Smiles By Hart	-79.9508	40.4500	1	1	2015	56	3
9	Food	-79.9503	40.4490	1	1	2015	16	5
9	CVS_3	-79.9515	40.4520	1	1	2014	328	1
10	Alpha Chi Omega	-79.9419	40.4449	20	2	2014	33	0
10	UC Gymnasium	-79.9417	40.4433	19	2	2014	56	2
10	Walking to The Sky	-79.9428	40.4441	14	4	2014	281	2
10	The Cut	-79.9431	40.4426	9	1	2014	31	1
10	Bus Stop Forbes & Morewood	-79.9432	40.4447	8	1	2014	31	0
10	Gates and Hillman Centers	-79.9445	40.4438	8	5	2015	87	1
10	Spring Carnival Midway	-79.9438	40.4455	7	3	2014	102	6
10	Bus Stop at Forbes & Morewood	-79.9432	40.4447	6	2	2014	161	2
10	Hunt Library	-79.9438	40.4411	5	2	2015	281	4
10	The Fence	-79.9435	40.4422	5	2	2014	238	3
10	Gesling Stadium	-79.9403	40.4432	4	1	2014	33	0
10	Doherty Hall	-79.9440	40.4423	4	3	2014	31	5
10	Purnell Center	-79.9435	40.4435	4	1	2014	42	2
10	Senate Office	-79.9428	40.4442	2	1	2014	42	2
10	Kresge Theatre	-79.9432	40.4415	2	1	2014	141	3
10	The Randy Pausch Memorial Bridge	-79.9441	40.4432	2	1	2014	118	1
10	GHC 4102	-79.9448	40.4435	2	1	2014	42	2
10	East Campus Garage	-79.9401	40.4438	2	1	2014	33	0
10	Margaret Morrison Carnegie Hall	-79.9412	40.4421	2	2	2014	34	1
10	Cyert Hall	-79.9439	40.4443	2	1	2014	136	5
10	Rashid Auditorium	-79.9444	40.4438	2	1	2014	100	4
10	Sorority House	-79.9420	40.4450	2	1	2014	101	5
10	College of Fine Arts	-79.9429	40.4415	2	1	2014	138	0
10	Resnik House	-79.9400	40.4426	2	1	2014	100	4
10	Forbes Ave and Morewood Ave	-79.9425	40.4444	2	1	2014	182	2
10	Delta Gamma	-79.9417	40.4447	2	1	2014	42	2
10	The HUB	-79.9433	40.4443	2	1	2014	42	2
10	Greek Quad	-79.9420	40.4446	2	1	2014	42	2
10	Skibo Coffeehouse	-79.9423	40.4441	2	1	2014	57	3
10	McConomy Auditorium	-79.9422	40.4435	1	1	2015	59	6
10	CMU Psychology Department	-79.9442	40.4414	1	1	2014	315	2
10	Cyert 100	-79.9430	40.4445	1	1	2014	42	2
10	Alumni Concert Hall	-79.9430	40.4419	1	1	2015	80	6
10	SigEp Booth '14: Lord of the Rings	-79.9441	40.4456	1	1	2014	141	3
11	Hampton Inn Pittsburgh Univercity Center	-79.9631	40.4360	2	2	2015	15	2
11	Entertainment Technology Center	-79.9645	40.4329	2	1	2014	100	4
11	Kennett Square	-79.9611	40.4346	2	2	2014	75	0
11	G-Ridin	-79.9654	40.4347	1	1	2014	100	4
12	Hofbruhaus Pittsburgh	-79.9646	40.4286	64	49	2014	26	6
12	The Factory	-79.9654	40.4282	55	39	2014	74	0
12	SouthSide Works Cinema	-79.9651	40.4278	48	24	2014	275	5
12	Claddagh Irish Pub	-79.9647	40.4281	40	19	2014	186	0
12	Nadine's Bar and Restaurant	-79.9672	40.4264	25	7	2014	205	0
12	Peet's Coffee & Tea_2	-79.9664	40.4269	17	6	2014	82	0
12	Big Dog Coffee	-79.9666	40.4258	13	10	2015	68	0
12	Crazy Mocha_6	-79.9656	40.4262	10	5	2014	247	5
12	Bartram House Bakery	-79.9682	40.4274	9	4	2015	188	2
12	Sake	-79.9650	40.4273	8	4	2014	88	0
12	South Side Works	-79.9658	40.4277	7	6	2015	194	1
12	Qdoba Mexican Grill_3	-79.9657	40.4264	7	5	2014	24	1
12	Cup Ka Joe	-79.9675	40.4260	5	2	2014	137	6
12	McCormick & Schmick's_2	-79.9668	40.4280	4	4	2014	79	6
12	Muscle Maker Grill	-79.9660	40.4265	4	4	2014	33	4
12	Aldi_3	-79.9675	40.4268	4	2	2015	194	1
12	South Side Fountain	-79.9658	40.4278	3	2	2015	194	1
12	The Cheesecake Factory	-79.9654	40.4282	2	2	2014	3	0
12	Sincerely Yogurt_2	-79.9666	40.4268	2	2	2014	144	6
12	H&M	-79.9667	40.4274	2	2	2014	158	1
12	PensGear_2	-79.9659	40.4278	1	1	2014	112	2
12	Shop 412	-79.9657	40.4282	1	1	2015	22	4
12	Goodwill_2	-79.9668	40.4269	1	1	2014	24	5
12	cup ka joe	-79.9675	40.4259	1	1	2014	53	6
12	Michaels Pizza Bar and Restaurant	-79.9680	40.4264	1	1	2014	327	0
12	H&R Block_1	-79.9656	40.4262	1	1	2014	97	1
13	Hard Rock Cafe Pittsburgh	-80.0048	40.4339	45	30	2014	94	5
13	Monongahela Incline	-80.0057	40.4319	12	10	2015	192	6
13	Just Ducky Tours	-80.0048	40.4338	11	8	2014	181	1
13	Gateway Clipper Fleet	-80.0072	40.4360	10	7	2015	273	0
13	Sheraton Station Square Hotel	-80.0063	40.4349	9	8	2014	45	4
13	Buckhead Saloon	-80.0061	40.4343	8	8	2014	75	6
13	Italian Restaurant	-80.0043	40.4336	6	3	2015	135	0
13	Shops at Station Square	-80.0044	40.4331	6	5	2014	31	5
13	Gandy Dancer Saloon	-80.0037	40.4333	3	3	2015	119	3
13	Kiku	-80.0059	40.4338	3	2	2014	149	4
13	Subway_8	-80.0048	40.4336	1	1	2014	146	1
13	Station Square Parking Garage	-80.0082	40.4350	1	1	2015	195	2
13	Patrick Fagan Overlook	-80.0065	40.4316	1	1	2014	243	0
13	Dirty Harry's	-80.0050	40.4339	1	1	2014	50	3
13	Joe's Crab Shack	-80.0044	40.4341	1	1	2015	238	3
13	Dirty Harrys	-80.0049	40.4346	1	1	2014	150	5
13	Texas de Brazil	-80.0054	40.4342	1	1	2015	235	0
13	The Gateway Clipper "River Boat-ique	-80.0068	40.4360	1	1	2014	295	3
13	DiSanto Pizza	-80.0046	40.4332	1	1	2015	206	6
13	Sesame Inn	-80.0041	40.4330	1	1	2014	137	6
15	Starbucks_15	-79.9276	40.4590	64	9	2014	67	6
15	East Liberty Presbyterian Church	-79.9255	40.4609	61	1	2014	26	0
15	Noodlehead	-79.9251	40.4577	53	21	2014	60	6
15	Buffalo Blues	-79.9253	40.4584	52	7	2014	156	3
15	BRGR Bar	-79.9256	40.4596	37	21	2014	35	0
15	Chipotle Mexican Grill_4	-79.9258	40.4592	30	9	2014	11	0
15	Peace Love & Zen	-79.9237	40.4622	17	2	2014	119	2
15	Plum Pan-Asian Kitchen	-79.9251	40.4594	17	5	2014	35	6
15	Patron Mexican Grill	-79.9250	40.4601	16	6	2014	272	0
15	The Barbers Inn	-79.9239	40.4624	12	1	2014	120	6
15	Via Festival	-79.9248	40.4612	11	1	2014	71	3
15	The Shop In East Liberty	-79.9241	40.4629	10	1	2014	71	2
15	Bat's Barber Shop	-79.9264	40.4621	10	2	2014	78	3
15	Dinette	-79.9256	40.4596	9	5	2014	10	1
15	Thrill Mill	-79.9236	40.4618	8	2	2014	10	6
15	Small Seeds Development Inc	-79.9236	40.4627	8	1	2014	122	5
15	Alphalab Gear	-79.9235	40.4618	8	3	2014	17	5
15	Union Pig and Chicken	-79.9240	40.4631	7	4	2014	117	0
15	Pizza_1	-79.9253	40.4603	7	2	2015	185	6
15	Carnegie Library Of Pittsburgh, East Liberty Branch	-79.9264	40.4608	7	2	2014	41	1
15	Eastminster Fitness Center	-79.9235	40.4629	6	1	2014	71	2
15	Bus Stop Penn & Highland	-79.9248	40.4614	5	1	2014	120	3
15	Kazanda's Cafe	-79.9250	40.4615	5	1	2014	120	3
15	Covalent Video Production	-79.9244	40.4612	4	1	2014	43	3
15	Dent-Al Smiles	-79.9255	40.4578	4	1	2014	28	2
15	6022 Broad Street	-79.9236	40.4627	4	1	2014	122	5
15	Oh Yeah! Ice Cream & Coffee Co	-79.9254	40.4579	4	1	2015	194	1
15	R. Market	-79.9253	40.4572	4	1	2014	108	5
15	The Beauty Shoppe	-79.9239	40.4611	4	2	2014	27	1
15	Shadyside Hideaway	-79.9256	40.4579	2	1	2014	33	0
15	Casa Rasta	-79.9252	40.4601	2	1	2015	42	3
15	East Liberty Station	-79.9231	40.4593	2	1	2014	27	2
15	Paris 66	-79.9242	40.4599	2	1	2014	95	6
15	AAA Motor Vehicles East Liberty	-79.9274	40.4597	2	1	2014	100	4
15	Fitness Factory	-79.9252	40.4584	2	1	2015	79	5
15	Kelly's Bar & Lounge	-79.9245	40.4600	2	1	2014	149	4
15	Econ-O-Wash	-79.9253	40.4575	2	1	2014	37	4
15	B&T Nail Design	-79.9237	40.4607	2	1	2014	88	6
15	Tana Ethiopian Cuisine	-79.9269	40.4605	2	1	2014	65	4
15	Quantum Theater	-79.9237	40.4619	2	1	2014	141	3
15	Wallace's Tap Room	-79.9246	40.4623	2	1	2015	268	5
15	Kelly Strayhorn Theater	-79.9252	40.4620	1	1	2015	203	3
15	Impressionz	-79.9241	40.4623	1	1	2015	243	1
15	The Alder Wand	-79.9265	40.4574	1	1	2014	102	6
15	Pittsburgh AIDS Task Force	-79.9263	40.4623	1	1	2014	66	5
15	Timebomb	-79.9252	40.4588	1	1	2015	15	4
15	Goodwill_4	-79.9257	40.4597	1	1	2014	88	6
15	East Busway_2	-79.9239	40.4592	1	1	2014	90	1
15	AlphaLab_1	-79.9235	40.4620	1	1	2015	268	5
15	Alder Street Barber	-79.9259	40.4573	1	1	2014	102	6
15	Top Gear Bicycle Shop	-79.9268	40.4593	1	1	2015	49	3
15	Pizza Perfectta	-79.9253	40.4571	1	1	2014	24	5
15	Three Rivers Youth	-79.9238	40.4631	1	1	2015	243	1
15	East Liberty County Assistance Office	-79.9246	40.4619	1	1	2015	98	3
16	Round Corner Cantina	-79.9643	40.4668	55	27	2014	74	0
16	Espresso A Mano	-79.9649	40.4660	38	11	2014	23	6
16	Piccolo Forno	-79.9643	40.4669	25	12	2014	74	6
16	Eclipse Lounge	-79.9647	40.4665	13	4	2014	33	0
16	Coca Cafe	-79.9641	40.4672	10	8	2014	116	0
16	Iron City Bikes	-79.9639	40.4671	5	1	2014	68	0
16	Franktuary_2	-79.9641	40.4670	5	2	2014	102	6
16	Matteo's	-79.9652	40.4659	4	2	2014	198	4
16	Pavement	-79.9649	40.4663	3	1	2014	122	5
16	Sapling Press	-79.9655	40.4647	3	1	2014	197	3
16	Nancy Mosser Casting Agency	-79.9656	40.4652	3	1	2014	29	3
16	Pageboy Salon And Boutique	-79.9651	40.4658	3	1	2014	73	5
16	A Sweet Boutique	-79.9661	40.4643	3	1	2014	67	6
16	Grapperia	-79.9646	40.4672	1	1	2015	136	6
16	Pittsburgh Taco Truck_2	-79.9649	40.4661	1	1	2015	203	3
17	Carnegie, PA	-80.0850	40.4039	2	1	2015	73	6
18	Athleta	-79.9343	40.4508	371	2	2014	49	2
18	Starbucks_18	-79.9348	40.4511	276	5	2014	80	0
18	Yoga Flow_1	-79.9341	40.4512	52	5	2015	56	2
18	Stack'd	-79.9350	40.4512	49	16	2014	203	4
18	Shadyside Garage	-79.9340	40.4515	39	1	2014	71	2
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	31	15	2014	268	6
18	True Runner	-79.9352	40.4507	28	4	2014	282	5
18	Shady Grove	-79.9337	40.4509	27	10	2014	61	0
18	X Shadyside	-79.9318	40.4518	27	2	2014	107	2
18	Apple Store, Shadyside	-79.9333	40.4510	25	11	2014	188	2
18	Mercurio's Artisan Gelato and Neapolitan Pizza	-79.9330	40.4515	24	9	2014	31	6
18	Rite Aid_1	-79.9335	40.4513	24	1	2014	51	5
18	salud	-79.9349	40.4512	21	1	2014	291	6
18	Cappy's Cafe	-79.9343	40.4511	17	5	2014	92	6
18	Mardi Gras	-79.9348	40.4512	15	6	2014	118	2
18	Prantl's Bakery_1	-79.9328	40.4515	14	5	2015	59	6
18	athletica	-79.9331	40.4514	12	3	2014	30	4
18	Barre Bee Fit	-79.9360	40.4507	12	4	2014	96	0
18	Up- Modern Kitchen	-79.9337	40.4510	11	1	2014	23	4
18	William Penn Tavern	-79.9339	40.4515	10	6	2014	54	0
18	Saloon_2	-79.9339	40.4511	9	9	2014	138	0
18	Happy Berry Frozen Yogurt	-79.9328	40.4515	9	3	2014	127	3
18	Coffee Tree Roasters_2	-79.9329	40.4515	8	5	2014	78	4
18	Steel Revolution	-79.9345	40.4512	6	1	2014	315	2
18	Jitters Cafe	-79.9324	40.4518	6	2	2015	276	6
18	Shadyside Smiles	-79.9348	40.4512	6	1	2015	191	5
18	Francesca's Collections	-79.9346	40.4510	5	2	2014	75	0
18	South Aiken Bar and Grill	-79.9354	40.4506	5	3	2015	9	0
18	Bruegger's Bagel Bakery_5	-79.9357	40.4507	5	2	2014	46	6
18	The Yard_1	-79.9341	40.4515	4	3	2014	198	4
18	Shadyside Market	-79.9348	40.4509	4	1	2014	84	2
18	Henne Jewelers	-79.9337	40.4513	4	2	2014	190	2
18	Eden	-79.9347	40.4511	3	2	2014	132	1
18	Kawaii Gifts	-79.9348	40.4509	3	2	2015	78	4
18	The Skin Center Medical Spa	-79.9359	40.4506	3	1	2014	51	4
18	tan 360	-79.9356	40.4506	2	1	2015	241	6
18	A&A Mailing Services	-79.9341	40.4509	2	1	2014	162	3
18	Barre Code	-79.9345	40.4515	2	1	2014	275	4
18	China Palace	-79.9339	40.4511	2	2	2014	125	1
18	Sushi Too	-79.9342	40.4510	2	2	2014	132	1
18	Liberty elementary school	-79.9338	40.4533	2	1	2014	203	2
18	Flaherty Fardo Llc	-79.9318	40.4515	2	1	2014	94	5
18	Jam on Walnut	-79.9338	40.4512	2	1	2014	208	0
18	I Tea Caf	-79.9343	40.4521	1	1	2015	305	0
18	Signatures Salon	-79.9328	40.4515	1	1	2014	142	4
22	Children's Museum of Pittsburgh	-80.0070	40.4527	24	14	2015	275	5
22	Allegheny Center Mall	-80.0063	40.4509	3	2	2014	246	3
22	Theater_2	-80.0048	40.4530	3	2	2014	116	6
22	8 Allegheny Center	-80.0066	40.4532	2	2	2014	36	3
22	Pittsburgh Allegheny_3	-80.0078	40.4532	1	1	2014	339	5
22	Allegheny Center	-80.0073	40.4521	1	1	2014	364	2
23	Carnegie Library of Homestead	-79.9028	40.4070	23	5	2014	27	0
23	Carnegie Library Music Hall	-79.9026	40.4070	12	4	2014	141	0
24	Mt. Oliver	-79.9877	40.4166	2	1	2014	25	6
24	Hilltop Community Children'a Center	-79.9910	40.4181	1	1	2014	150	5
