,cluster0,,,,cluster1,,,,cluster2,,,,cluster3,,,,cluster4,,,,cluster5,,,,cluster6,,,,cluster7,,,
doy,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
351,68,0.687,5.388,1.053,19,1.998,0.000,0.007,26,2.368,2.000,0.000,14,-1.489,0.135,0.135,1,0.930,0.000,0.000,2,-0.284,0.000,0.000,8,2.942,2.000,0.000,3,1.796,1.000,0.000
352,70,-0.199,5.007,2.135,34,2.550,3.000,0.000,33,1.513,3.389,1.000,13,0.775,2.000,2.000,6,-4.590,0.000,2.000,1,-0.000,0.000,0.000,8,-1.766,0.002,1.000,6,0.567,0.000,0.000
353,46,4.761,5.418,1.135,13,2.323,1.000,0.000,23,3.675,3.000,1.000,27,11.540,8.135,1.007,6,-1.339,0.000,1.000,2,-0.142,0.000,0.000,8,0.094,1.000,1.000,11,-0.455,0.135,0.000
354,74,2.554,4.018,2.000,29,6.348,5.000,0.000,29,-4.615,2.000,3.000,12,3.370,1.000,0.000,6,1.637,0.135,0.000,4,1.342,1.000,0.000,7,-0.534,0.000,0.000,18,-0.597,2.000,1.000
355,56,7.986,5.018,0.000,15,-0.191,1.135,1.000,37,-4.668,2.007,4.000,34,13.864,10.000,2.000,12,-1.702,1.406,1.050,65,11.291,8.368,1.000,12,2.579,3.000,1.000,11,2.761,0.000,0.368
356,38,-1.287,2.135,1.000,10,-3.343,1.000,2.000,8,0.321,0.000,0.050,4,0.404,1.000,1.000,9,0.147,2.000,2.000,6,-0.906,0.000,0.000,7,1.222,0.000,0.000,11,2.407,1.456,0.000
357,50,0.186,2.000,2.000,9,2.996,3.000,0.000,6,0.623,1.000,0.000,2,0.816,0.000,0.000,13,2.035,1.000,0.199,2,-0.000,0.000,0.000,12,4.176,3.368,1.000,15,7.519,2.050,0.000
358,42,-2.818,1.050,1.000,10,1.387,2.000,1.000,15,1.037,2.000,2.000,1,-0.025,0.000,0.000,6,0.263,0.000,0.000,1,-0.142,0.000,0.000,10,2.287,0.736,0.000,9,2.304,2.000,0.000
359,15,3.128,1.000,0.000,2,2.460,1.000,0.000,6,0.472,0.368,0.000,1,-1.268,0.000,1.000,0,0.000,0.000,0.000,3,-0.583,0.000,0.000,1,-0.828,0.000,0.000,0,0.000,0.000,0.000
360,31,2.743,2.368,1.000,9,2.016,3.000,1.000,10,2.376,4.000,2.000,6,1.873,0.000,0.000,0,0.000,0.000,0.000,2,0.000,0.000,0.000,4,0.979,1.368,1.000,8,-0.373,0.000,0.000
361,29,4.693,4.368,1.000,20,2.924,2.000,0.000,37,7.406,6.050,1.000,6,0.948,1.000,0.000,4,0.326,1.000,0.000,3,2.713,1.000,0.000,9,-3.105,0.000,3.000,18,0.321,2.000,1.000
362,38,3.735,4.135,1.000,19,-3.480,2.050,2.050,38,1.486,3.000,2.002,41,4.739,7.000,2.000,4,-0.568,0.000,0.000,21,-0.370,2.000,1.000,6,1.910,2.000,0.000,20,-3.321,0.000,1.000
363,37,3.245,5.007,1.000,21,2.715,4.000,2.050,20,7.758,5.050,0.000,16,2.092,4.000,2.000,10,3.988,2.000,0.000,93,2.493,12.368,7.000,6,-1.497,0.007,1.000,12,2.438,4.000,2.000
364,29,1.670,0.007,0.000,22,0.466,2.135,1.000,15,-2.691,2.000,3.135,11,-1.894,1.000,2.000,3,-0.284,0.000,0.000,8,0.951,0.000,0.000,6,0.793,1.000,0.000,4,2.393,1.000,0.000
365,24,1.914,2.000,1.000,42,-1.753,1.299,2.199,22,-1.552,2.370,4.000,14,0.496,2.000,2.000,4,1.332,1.000,0.000,4,-0.284,0.000,0.000,6,1.693,2.000,0.000,9,-1.893,0.000,1.000
