,cluster0,,,,cluster1,,,,cluster2,,,,cluster3,,,,cluster4,,,,cluster5,,,,cluster6,,,,cluster7,,,
doy,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
115,206,-5.553,12.456,13.490,204,3.691,16.688,14.000,93,13.937,11.524,1.503,75,2.842,11.185,4.135,18,1.410,1.000,0.000,13,0.116,1.000,0.000,30,-2.378,1.522,2.000,17,4.341,3.368,0.000
116,153,9.593,20.707,8.001,180,10.528,19.958,9.437,97,-4.465,9.244,6.387,112,-1.158,11.928,6.371,32,7.421,4.000,0.000,8,-0.710,0.000,0.000,31,-7.708,2.386,6.231,26,4.808,3.368,2.000
117,139,6.196,11.160,5.472,109,6.967,13.000,10.000,72,-0.636,5.069,3.000,79,13.020,9.018,4.000,16,0.092,3.000,2.000,6,0.792,0.000,0.000,22,-9.414,0.000,4.105,7,-0.955,0.000,0.000
118,126,-1.708,7.237,6.186,63,-1.682,6.553,3.000,32,-0.531,3.185,2.007,39,0.327,2.018,1.000,11,-0.643,0.000,1.000,14,-1.296,1.000,1.000,14,0.075,1.368,3.000,8,1.945,1.000,1.000
119,122,-4.505,7.000,6.155,53,2.657,4.000,2.510,54,2.043,7.052,3.135,25,-1.749,1.002,2.001,18,1.995,2.000,1.000,14,-2.252,1.000,1.368,12,-2.080,0.000,1.000,13,0.969,1.000,0.368
120,138,-0.942,8.368,4.606,41,-4.225,1.368,2.000,46,1.911,2.002,3.000,51,1.089,4.138,1.736,11,-0.568,0.000,0.000,17,1.168,2.000,0.000,22,-1.755,2.001,2.550,9,1.573,1.000,0.000
121,115,0.995,6.370,3.368,54,-2.609,5.018,3.007,33,7.268,5.138,1.135,41,0.445,2.000,0.272,12,0.179,1.000,0.000,24,-0.425,0.368,1.000,13,3.178,2.018,0.000,16,-1.346,1.000,2.000
122,110,-9.392,5.653,8.001,33,-0.938,4.368,3.368,32,3.828,6.050,1.135,82,3.039,12.370,9.018,31,-4.126,0.135,3.000,21,-1.513,1.000,0.368,31,-4.371,0.000,2.004,15,-0.300,2.000,2.000
123,92,-10.369,6.368,8.001,35,8.496,7.000,2.000,47,-1.269,6.419,3.001,73,8.583,10.368,4.368,81,-0.995,7.235,5.000,5,-0.568,0.000,0.000,16,-3.246,1.018,3.000,15,-2.713,1.000,2.000
124,87,11.280,7.185,2.000,62,5.753,6.736,3.000,48,-14.237,1.368,7.000,39,18.858,12.138,0.368,80,5.267,9.418,6.271,11,-1.288,0.000,0.000,20,2.471,2.018,0.000,8,-1.327,0.000,0.000
125,55,10.417,7.368,1.000,31,2.967,3.000,1.418,26,6.212,4.050,1.000,59,10.110,9.368,6.000,24,2.260,2.368,0.000,6,-0.336,0.000,0.000,19,-5.530,0.000,3.000,8,-0.065,1.368,0.000
126,61,-13.173,2.000,6.001,44,7.379,5.000,3.000,38,2.892,4.000,2.000,13,2.789,1.000,0.000,43,-5.058,2.368,3.000,10,4.776,3.000,1.000,13,1.900,2.000,0.000,8,-1.158,0.000,0.000
127,73,10.083,9.000,4.136,36,-4.950,2.736,5.000,28,6.891,2.377,1.002,7,-1.927,1.000,1.000,54,9.088,8.418,2.135,2,-0.142,0.000,0.000,10,2.529,1.002,0.202,7,-1.468,0.000,0.000
128,44,7.322,6.000,1.000,29,-2.464,1.052,1.007,22,5.847,4.002,0.002,34,1.690,4.000,3.000,5,-0.434,0.000,1.000,5,-0.757,0.000,1.000,11,-0.392,0.185,1.002,4,-0.017,0.000,0.000
129,64,-0.022,4.000,4.172,34,5.055,5.000,2.000,30,2.196,6.002,5.000,86,22.120,16.418,5.368,34,3.502,5.368,2.000,13,2.435,1.368,1.000,9,-1.152,0.000,0.000,11,-1.297,1.000,1.000
130,58,1.156,7.050,3.135,24,0.978,2.000,2.000,26,7.695,4.057,0.018,41,9.913,8.368,2.368,56,15.807,11.000,3.000,16,3.582,2.000,0.000,20,5.362,3.050,0.000,17,3.023,3.000,1.000
131,52,8.788,6.368,2.000,38,3.998,4.000,3.000,38,-0.709,4.503,3.000,20,6.696,5.000,1.000,56,19.624,12.007,1.368,6,-0.426,0.000,0.000,14,1.308,2.018,1.000,9,0.497,1.000,0.000
132,75,-1.887,3.541,3.073,30,-3.732,1.522,3.000,38,-5.082,3.000,4.002,13,0.904,4.000,3.000,57,1.476,5.122,4.000,5,-1.488,0.000,1.000,7,2.009,1.000,0.004,7,2.553,1.000,0.000
133,63,4.400,4.000,0.271,31,-0.061,2.018,1.000,23,1.111,2.368,1.000,58,4.466,8.000,6.000,6,0.894,0.736,0.000,3,-0.189,0.000,0.000,9,-3.860,0.503,2.000,5,0.809,0.000,0.000
134,78,0.638,6.000,2.000,57,1.139,3.639,3.370,35,4.219,3.368,2.510,64,-1.971,6.000,8.000,7,0.422,0.000,0.000,3,-1.389,0.000,1.000,19,-5.071,2.000,2.000,8,0.718,0.000,0.000
135,89,9.645,7.000,2.018,25,-2.419,1.368,3.000,39,5.896,3.018,1.467,6,0.821,0.368,0.000,14,1.257,1.000,0.000,7,2.542,2.368,0.000,12,2.221,1.000,0.202,6,0.611,0.368,0.000
136,72,10.942,6.503,2.000,29,2.822,3.068,1.000,28,4.425,4.000,0.368,11,1.209,1.000,0.368,6,0.501,0.000,0.000,15,-0.286,0.736,0.000,15,0.127,0.000,1.000,9,-1.907,1.000,1.368
137,67,12.543,8.000,1.000,40,8.569,4.110,1.000,55,1.331,3.135,5.018,12,3.798,3.050,2.000,17,-0.180,1.368,0.000,7,1.271,1.000,0.000,21,6.810,5.000,1.000,24,2.581,4.000,1.000
138,81,8.619,7.003,1.000,49,-0.144,2.000,4.007,49,-0.601,5.375,4.368,5,4.640,3.000,0.000,22,1.547,1.000,0.000,10,1.196,0.000,0.000,20,0.203,5.000,3.000,24,-4.016,1.368,3.368
139,68,-2.140,4.000,2.000,35,-2.701,4.000,6.000,42,-4.564,4.000,4.018,10,2.364,2.000,1.000,11,1.193,1.000,0.000,5,-0.142,0.000,0.000,9,-0.310,0.000,0.004,7,1.793,1.000,0.000
140,48,1.036,3.389,2.050,39,-0.650,2.000,3.000,32,3.955,1.000,0.018,10,1.698,1.135,1.000,36,-0.593,4.000,4.000,5,-1.609,0.000,1.000,19,0.044,1.000,1.000,5,2.316,1.000,0.000
141,105,-5.643,4.562,5.007,49,-8.195,3.135,7.000,45,-0.299,2.000,5.000,9,0.078,1.000,0.000,66,6.837,9.368,4.000,10,-1.047,0.000,0.000,22,-4.121,0.014,1.202,7,0.817,0.000,0.000
142,107,2.179,7.050,3.001,56,4.382,6.000,3.000,34,1.096,1.000,0.000,20,-1.442,1.000,2.736,91,8.061,10.639,4.000,26,-0.755,4.000,3.000,25,8.621,5.160,1.000,14,2.558,2.000,0.000
143,95,7.467,5.368,0.050,54,-1.936,3.368,4.001,46,1.759,4.000,1.018,9,-1.122,0.000,0.368,162,24.743,27.142,9.000,10,1.367,1.368,0.000,16,4.652,1.736,0.004,22,0.826,2.000,3.000
144,98,-2.956,11.375,11.000,46,1.127,4.000,2.368,51,-3.578,4.503,4.050,3,-0.629,0.000,0.000,122,22.046,20.006,3.000,15,1.236,2.000,2.000,20,-3.163,1.000,1.000,20,3.161,3.000,0.000
145,72,13.857,12.000,4.135,48,-2.420,2.736,4.368,45,0.273,4.368,3.135,4,-1.485,0.000,1.000,109,12.001,22.135,9.000,12,6.249,3.000,0.000,15,3.762,3.135,0.004,22,5.260,5.018,0.000
146,88,-9.500,5.503,8.000,35,7.066,4.000,1.000,25,-0.217,2.008,3.000,2,-0.284,0.000,0.000,20,1.789,2.000,1.000,18,0.184,0.000,0.000,10,4.009,3.135,0.004,12,-4.568,0.000,2.000
147,55,7.922,5.000,2.000,19,-1.922,0.375,2.000,9,-0.799,0.000,0.000,6,-3.872,0.000,2.000,4,0.983,1.000,0.000,4,2.279,1.000,0.000,15,1.069,1.368,0.202,3,-0.336,0.000,0.000
148,60,2.564,4.136,3.001,46,-13.026,2.135,6.000,21,5.524,3.009,0.001,15,-0.932,2.000,2.000,11,-0.022,0.418,0.000,7,3.461,2.000,0.000,9,3.053,3.000,1.000,1,-0.003,0.000,0.000
149,74,3.491,8.368,3.100,55,3.308,5.000,4.007,14,-0.558,0.000,2.000,4,-2.909,0.000,2.000,6,-0.264,0.000,0.000,5,2.223,1.000,0.000,11,-4.381,0.000,2.549,8,-3.704,0.000,1.000
150,65,-2.353,7.050,8.000,36,7.766,6.000,1.000,22,5.898,6.000,0.154,7,1.071,1.000,0.000,14,-0.850,1.000,0.368,5,-1.567,0.000,1.000,15,-1.284,2.000,2.000,7,1.336,2.000,0.736
151,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
152,103,-1.652,6.368,5.019,59,7.173,8.007,4.000,46,9.422,6.002,3.018,9,1.068,1.000,0.000,18,-0.228,1.000,3.000,19,3.000,3.000,0.000,24,6.484,3.368,1.000,20,-4.065,2.000,4.000
153,120,-6.063,8.007,7.037,70,2.764,7.677,5.368,36,0.409,5.000,2.368,5,-0.148,0.000,0.000,14,-1.432,0.000,1.000,33,8.176,5.368,1.000,29,-3.844,1.000,3.015,21,2.218,4.000,3.000
154,114,3.233,5.185,3.376,57,5.607,8.000,3.050,32,7.108,4.100,2.000,12,1.235,1.135,1.000,22,0.057,0.000,0.000,14,0.298,0.368,0.000,28,2.483,2.002,1.000,12,-0.689,2.050,1.000
155,170,10.861,13.241,4.510,42,3.221,5.050,2.000,48,0.263,3.100,1.002,15,-2.307,2.050,3.000,26,-1.407,1.001,1.000,35,2.261,4.000,2.000,21,0.122,1.000,1.000,7,-4.325,0.000,3.000
156,198,5.460,10.160,3.142,51,1.447,7.000,5.051,56,-6.663,2.560,4.000,3,-1.901,0.000,0.000,12,-1.733,0.000,1.000,30,7.120,6.368,1.000,20,0.671,1.754,0.000,21,-2.308,3.000,3.000
157,202,37.060,27.626,9.457,68,8.293,6.000,4.000,84,6.155,8.472,5.368,14,2.263,1.368,0.000,66,4.697,11.068,4.000,90,28.635,21.000,4.000,27,-5.706,2.000,5.004,20,6.352,7.000,3.000
158,142,17.140,21.506,6.000,65,7.877,10.368,6.368,77,-4.803,4.135,6.050,14,6.571,3.000,0.000,148,26.084,22.368,7.386,121,56.444,35.271,5.368,29,4.717,4.406,0.000,22,6.894,3.368,0.000
159,151,-2.312,5.239,6.000,67,13.007,7.000,2.000,54,8.249,8.018,3.001,15,8.016,4.000,2.000,111,12.228,13.510,5.000,25,-0.571,1.000,2.000,14,4.018,2.000,0.000,22,2.753,2.135,1.000
160,138,17.437,16.368,4.136,58,4.046,8.368,3.003,38,8.057,6.009,2.020,17,-1.107,1.050,2.000,69,2.005,6.368,3.000,29,0.389,3.000,2.000,25,1.497,2.000,1.000,10,4.222,2.050,0.000
161,124,8.226,10.368,3.002,59,-8.650,2.375,9.000,35,5.616,4.135,0.000,14,-1.408,0.000,2.000,124,17.799,14.607,1.000,25,-1.900,0.000,2.000,22,-3.380,0.000,1.004,3,-0.068,0.000,0.000
162,147,25.454,15.368,3.001,53,1.899,3.050,1.737,33,-2.157,0.100,3.000,19,9.253,3.000,0.007,119,-5.070,16.011,9.418,17,0.349,2.368,1.000,21,0.911,2.003,1.000,17,2.076,2.000,1.000
163,101,5.791,4.001,0.007,71,15.823,10.553,5.138,30,3.558,3.000,1.018,5,0.170,0.000,0.000,88,6.493,15.000,5.100,13,1.418,3.000,1.000,21,-1.638,1.368,1.202,7,0.419,0.000,0.007
164,92,2.495,7.018,5.369,53,-1.481,4.002,2.871,38,9.134,6.000,1.000,7,3.170,1.000,0.000,63,7.220,6.736,0.018,6,-0.500,0.000,0.000,23,-2.950,1.000,3.000,18,1.056,1.000,0.736
165,85,20.868,16.386,4.000,41,12.242,10.000,3.000,54,6.392,7.100,4.050,4,2.958,2.000,0.000,18,0.620,2.000,1.000,19,-0.636,0.368,2.000,24,-9.863,0.018,4.202,18,4.621,4.000,0.368
166,167,41.942,28.424,3.000,47,10.625,6.185,0.000,60,12.974,15.000,3.002,21,1.317,2.000,2.000,35,-0.076,4.000,2.000,13,0.703,0.000,0.000,32,8.561,5.000,1.000,16,6.219,3.000,1.000
167,83,6.049,7.386,1.050,63,1.153,8.002,6.000,61,-0.568,5.136,5.002,8,-0.934,0.000,0.000,25,5.789,4.000,1.000,7,-2.308,0.000,1.000,24,-1.443,1.005,1.004,12,3.985,3.000,1.386
168,91,9.252,8.370,1.754,79,-8.138,4.142,8.005,21,3.635,2.000,0.000,7,-2.251,0.000,1.000,38,2.698,3.368,0.000,19,5.897,3.000,1.000,17,-0.314,1.000,1.027,9,-1.898,0.050,1.000
169,136,-6.767,7.135,4.135,60,1.975,5.368,3.007,27,2.855,2.000,3.002,21,-0.174,4.000,1.000,71,8.225,9.000,3.000,31,4.464,3.000,1.000,26,-0.900,2.000,1.778,8,3.822,3.000,0.000
170,182,-3.721,8.135,10.007,67,-0.684,6.001,4.143,34,-6.198,1.000,4.024,18,-4.968,1.000,3.000,97,7.157,12.007,8.368,20,0.457,3.000,1.000,18,-5.656,0.138,2.000,16,0.645,1.368,1.000
171,123,2.583,9.154,7.000,61,-7.042,5.000,9.002,41,-1.384,4.001,4.000,24,-1.261,0.050,2.375,4,-0.142,0.000,0.000,25,0.681,2.000,0.000,23,1.904,1.271,0.000,20,8.959,5.000,0.000
172,88,-4.509,2.368,2.135,66,2.306,8.136,4.135,53,-7.248,4.135,8.472,17,2.661,3.000,1.000,54,5.005,8.000,3.000,126,16.962,21.000,12.000,20,-1.813,3.522,3.000,18,3.292,2.503,1.000
173,117,0.026,6.368,4.000,72,-1.629,8.368,11.000,74,9.803,11.008,3.754,4,-2.146,0.368,2.000,19,1.902,4.000,2.000,90,6.665,19.472,11.000,24,-2.527,1.000,2.029,17,7.601,3.000,0.000
174,81,-2.513,3.142,2.199,55,4.121,7.135,7.000,39,3.652,4.000,2.000,8,-2.583,1.000,2.000,21,4.214,3.000,0.000,17,0.404,1.000,1.000,16,0.117,1.000,2.000,12,-2.998,2.050,1.000
175,114,9.762,10.000,2.002,57,-4.306,4.000,5.000,37,-3.106,1.871,4.368,15,2.593,2.000,1.000,19,1.302,1.000,0.000,17,2.552,3.000,1.000,22,-0.522,0.154,0.027,10,0.857,0.000,1.000
176,139,-1.028,8.122,9.050,61,0.565,8.001,6.138,45,3.107,2.000,3.000,28,0.951,4.013,3.000,20,3.029,2.000,0.000,15,4.115,2.000,0.000,25,2.010,4.503,2.007,10,3.388,3.000,0.000
177,147,-10.838,4.836,8.050,83,-5.227,5.200,7.138,62,15.065,12.143,0.002,14,2.563,0.368,0.000,49,4.937,3.000,1.000,15,-3.520,1.000,3.000,15,5.271,3.135,0.000,15,4.378,2.000,0.000
178,176,3.418,9.407,6.101,87,17.666,14.150,3.140,39,-0.217,3.000,3.000,9,0.716,0.000,0.000,131,17.750,17.693,6.368,22,-0.170,1.000,1.000,26,-0.763,3.000,4.098,23,0.598,2.271,3.000
179,128,14.724,11.000,3.001,51,10.835,6.050,2.000,61,3.793,7.368,2.152,9,1.081,1.000,0.000,199,13.057,23.258,11.736,23,1.711,2.000,0.368,25,10.056,4.138,1.000,17,-1.879,2.000,3.000
180,136,1.919,4.553,2.000,62,-14.236,2.503,6.000,47,-0.522,4.522,3.021,4,1.760,2.000,1.000,81,15.003,14.472,3.000,8,-1.476,1.000,1.000,23,0.147,0.007,1.000,18,4.752,4.000,0.000
181,204,3.796,10.062,6.369,84,-3.363,3.001,6.005,41,8.021,5.002,2.000,13,7.209,4.000,0.000,58,19.729,11.289,0.000,11,3.035,1.000,0.000,24,-3.547,2.007,5.000,6,1.729,1.000,0.000
182,220,4.195,14.467,10.481,103,-1.204,9.002,7.023,46,5.932,5.000,2.118,13,2.758,1.000,0.007,49,0.137,4.007,1.000,30,0.304,1.000,1.000,30,7.658,5.001,1.074,13,2.289,1.000,0.000
183,194,14.926,20.149,6.553,46,-2.505,4.051,3.002,29,2.678,3.368,0.368,13,6.508,3.000,0.000,88,12.779,11.368,3.000,17,2.730,1.000,0.000,16,-2.913,0.000,0.000,13,6.284,2.000,0.000
184,221,18.488,19.522,7.368,57,-3.927,3.000,4.003,66,1.365,3.008,3.003,14,0.985,2.000,1.000,127,12.351,16.104,1.135,21,1.684,2.000,0.000,29,-2.409,1.000,3.000,28,-2.843,2.000,2.000
185,322,7.916,37.774,22.135,60,12.646,11.368,3.000,64,0.630,6.000,3.037,5,2.837,1.000,0.000,222,36.474,40.756,10.871,38,2.959,5.135,3.000,21,2.647,2.000,0.000,21,1.428,1.000,1.000
186,349,51.390,48.544,19.368,51,4.226,9.418,5.000,44,-0.346,7.000,7.050,4,2.592,2.000,0.000,181,31.907,28.736,7.503,44,0.917,6.000,4.000,29,-2.434,2.001,2.000,35,-1.254,3.000,2.736
187,339,35.324,38.752,22.000,45,4.894,6.000,3.002,38,-0.926,6.369,5.007,4,-2.750,0.000,1.000,117,10.010,12.006,5.050,20,-0.455,1.368,2.000,14,1.744,2.000,0.000,5,3.000,1.736,0.000
188,213,11.016,14.660,9.000,55,4.482,5.000,4.018,31,-1.018,4.503,4.018,11,10.865,5.000,0.000,54,12.051,10.000,3.000,10,0.846,0.368,0.000,29,-1.938,1.000,2.004,12,4.405,3.000,1.000
189,92,9.055,5.000,1.000,78,-1.067,7.050,6.002,49,4.698,4.506,2.018,28,1.355,4.000,4.135,38,-2.355,5.000,4.368,9,2.908,1.000,0.000,28,2.490,3.368,2.202,11,5.063,3.135,0.000
190,137,-0.069,5.019,3.000,79,-2.655,10.135,7.000,40,1.244,1.000,0.000,9,-0.936,0.000,0.000,29,7.168,6.135,1.000,11,-0.622,0.000,0.000,29,-6.009,3.007,7.000,10,-0.909,2.000,2.000
191,169,-2.544,7.477,6.000,60,-4.091,3.135,5.000,48,4.217,3.368,2.001,20,0.165,2.001,1.000,54,2.040,6.000,3.000,18,4.919,3.368,0.000,16,7.227,3.000,0.000,12,1.484,1.000,0.000
192,223,1.309,13.368,9.000,52,8.017,6.368,1.000,54,11.907,12.370,3.037,20,19.168,9.000,0.000,51,1.297,5.154,2.000,34,7.207,6.000,0.000,22,-2.311,3.000,3.074,25,0.025,6.368,5.000
193,125,12.449,14.050,5.056,45,-1.172,4.135,2.007,75,1.661,11.369,6.000,17,7.669,6.000,1.000,52,13.413,8.000,2.000,12,4.251,2.000,0.000,25,4.182,3.503,1.074,26,3.571,3.000,1.000
194,155,-0.192,10.138,7.001,40,4.469,6.368,3.375,60,-0.649,9.002,8.025,17,-0.756,1.368,2.000,75,6.445,11.368,4.000,22,0.296,1.000,1.000,21,0.739,3.000,2.027,15,7.357,5.000,0.000
195,128,-1.376,10.368,9.118,57,-5.775,4.000,9.000,32,-2.308,1.373,3.001,9,-7.383,0.000,3.000,12,1.218,2.000,1.000,24,2.523,3.000,0.000,24,1.837,4.000,1.004,7,-0.733,0.185,0.000
196,97,1.175,3.368,4.000,59,-4.439,2.135,2.059,45,2.189,6.003,6.000,9,-2.567,1.000,2.000,15,-0.647,0.000,1.000,22,0.002,1.000,2.000,18,5.472,4.135,0.000,8,5.137,3.000,0.000
197,123,8.097,7.782,2.118,64,-6.080,3.001,3.002,46,4.567,4.000,2.025,12,0.254,2.000,1.000,15,0.568,1.000,0.000,22,0.400,2.368,1.000,20,4.415,4.000,2.000,7,1.561,1.000,0.000
198,134,1.342,6.370,4.136,63,-4.602,3.368,8.000,58,3.867,6.154,5.000,12,1.930,2.000,2.000,19,3.457,3.000,1.000,34,5.027,2.000,0.000,24,-0.086,2.000,0.000,11,-0.066,1.000,0.000
199,178,14.051,12.295,4.419,49,3.153,3.000,0.368,70,12.692,10.018,2.000,19,9.663,6.000,0.000,72,-5.186,7.002,6.000,33,1.390,4.000,1.000,19,1.229,2.368,2.000,18,1.516,3.000,0.000
200,76,7.728,7.000,3.001,35,3.871,5.000,1.000,62,-7.678,5.510,6.000,18,5.680,3.000,0.000,110,1.213,9.391,5.736,28,5.256,6.000,1.000,24,3.269,2.019,0.000,12,-0.231,1.000,1.000
201,122,-0.608,6.368,4.050,53,2.250,4.000,2.000,89,2.011,4.136,6.052,2,2.138,1.000,0.000,136,29.019,27.007,9.503,29,1.029,3.000,2.000,14,2.267,2.000,0.000,14,0.074,1.000,1.000
202,156,23.096,9.578,1.503,46,6.172,4.001,1.000,40,7.008,5.135,1.135,8,-1.669,1.000,1.000,59,12.392,8.368,0.503,27,3.369,4.000,1.135,19,1.264,2.000,1.000,9,1.146,1.000,0.000
203,145,7.493,8.240,3.000,32,8.816,5.368,0.000,58,-1.624,3.271,3.368,23,6.499,5.000,0.000,95,10.802,10.368,2.135,23,-0.922,1.000,1.000,20,-0.792,2.000,2.000,16,7.977,6.000,1.000
204,150,10.685,11.424,6.050,42,-5.269,0.001,4.000,52,-10.634,2.050,8.000,42,11.075,9.000,5.000,132,17.803,22.890,8.368,26,-0.130,0.368,0.000,15,-6.617,0.002,3.001,15,-3.124,0.000,0.368
205,143,12.731,12.210,2.037,34,7.568,4.000,1.000,38,-4.953,2.001,3.057,7,0.670,1.000,0.000,95,20.650,14.689,2.018,21,0.827,1.000,0.000,26,-3.129,2.185,2.000,12,2.968,3.000,1.000
206,139,14.610,10.378,4.000,48,0.395,3.000,5.005,44,-5.106,3.000,4.368,7,-3.112,0.000,2.000,58,2.894,7.000,4.736,17,-1.911,0.000,0.000,26,0.754,3.000,2.000,23,12.682,7.000,0.000
207,76,6.619,10.000,2.368,37,-2.297,4.000,5.000,67,-1.693,7.000,5.736,8,-1.439,0.000,1.000,115,9.682,18.000,5.135,43,6.325,6.000,2.000,21,-3.672,0.000,0.000,17,0.392,2.000,2.000
208,74,8.088,4.368,2.000,37,-0.701,3.000,5.018,56,-2.585,4.754,4.004,5,2.879,1.000,0.000,65,8.030,7.368,3.000,90,6.705,7.000,2.000,17,-3.100,3.000,4.000,12,-0.025,0.000,1.000
209,79,4.793,4.436,2.000,42,7.164,5.137,1.000,33,-1.125,5.001,5.000,9,-2.956,0.000,2.000,14,-0.204,1.000,0.000,27,0.429,0.000,0.000,26,4.613,5.000,1.000,4,2.035,1.000,0.000
210,100,-1.661,4.420,3.000,42,-0.529,2.000,3.013,47,-3.303,1.136,2.138,9,0.166,2.000,1.000,17,-0.533,0.000,0.000,34,-2.827,1.000,2.000,21,2.004,2.000,1.000,13,-1.818,1.000,2.000
211,103,7.051,9.037,6.135,46,-6.656,0.000,3.000,39,11.203,8.018,2.370,10,0.862,1.000,1.000,18,-0.762,0.000,0.000,26,-1.367,0.000,0.000,15,0.241,1.503,1.000,4,2.216,1.368,0.000
212,102,-1.169,5.000,6.271,53,-1.470,4.001,5.025,52,3.234,6.188,2.000,10,1.185,2.000,1.000,12,0.013,1.000,1.000,3,-0.142,0.000,0.000,22,-0.553,0.000,0.000,16,4.283,4.018,0.000
213,74,3.776,8.018,3.000,39,0.447,2.050,2.043,38,6.391,4.021,0.001,5,-1.428,1.000,1.000,9,-1.428,0.000,1.000,15,-9.267,2.000,6.000,11,-2.576,0.000,1.000,11,-0.910,0.000,1.000
214,50,-6.738,2.002,3.000,33,4.106,3.368,2.018,57,-3.954,4.185,7.043,7,2.887,2.000,0.000,7,0.848,1.000,1.000,25,-3.408,4.000,8.000,23,1.173,1.001,1.027,12,5.278,3.368,0.000
215,60,1.080,4.000,4.050,39,1.474,5.057,3.018,70,-1.588,7.002,5.368,4,-1.360,0.000,1.000,11,-0.284,0.000,0.000,8,1.470,1.000,0.000,16,-5.244,1.005,2.027,10,2.270,2.000,0.000
216,88,6.929,10.000,4.000,40,0.941,1.000,1.000,30,0.547,1.052,1.368,58,10.204,12.000,3.000,25,5.307,4.000,1.000,15,-0.284,0.000,0.000,23,-2.376,2.000,3.001,8,3.377,2.000,0.000
217,114,-6.082,5.368,6.000,27,2.491,3.000,1.000,53,0.406,6.000,5.370,74,32.526,22.070,5.000,60,9.008,9.000,1.000,21,1.224,2.000,1.000,25,1.117,2.503,2.001,12,7.818,5.000,1.000
218,117,-3.789,5.019,5.000,33,-0.241,2.000,1.000,38,1.284,5.368,4.086,1,-1.240,0.000,1.000,102,-0.152,14.142,9.368,25,3.816,4.000,1.000,20,-0.664,2.368,2.000,12,-0.094,2.135,2.000
219,108,5.484,9.001,7.135,33,-1.783,2.001,4.000,48,4.323,6.022,4.002,6,0.284,0.000,0.000,84,18.289,15.192,2.368,19,2.831,0.000,0.000,23,7.290,4.386,0.031,11,-1.134,3.000,2.375
220,99,9.001,8.135,4.000,29,-2.932,0.002,1.386,45,1.892,7.135,5.002,9,0.021,2.135,1.000,96,0.698,6.443,4.135,10,1.668,1.000,0.000,14,-1.472,0.000,0.000,10,0.512,0.018,0.368
221,62,-1.059,6.002,4.786,27,3.933,4.000,1.000,49,-4.397,3.001,6.000,8,-1.652,1.000,1.000,77,15.662,16.736,5.000,19,3.449,3.000,1.000,16,-0.075,0.000,0.549,18,-1.292,1.368,1.000
222,68,5.167,6.135,3.000,20,-2.840,0.000,2.000,46,-5.238,3.001,5.050,4,-1.342,0.135,1.000,115,10.931,15.037,9.000,15,2.042,1.000,0.000,23,-6.329,0.001,2.004,11,-1.718,0.000,1.000
223,70,-6.461,3.871,6.000,38,1.729,2.000,2.018,38,0.583,1.002,1.000,9,-1.049,2.000,4.000,58,13.379,8.000,1.000,5,-0.142,0.000,0.000,22,3.391,3.018,1.549,2,1.485,1.000,0.000
224,131,-8.568,5.368,9.507,30,7.893,6.000,2.001,72,-3.723,2.472,2.300,5,-1.034,0.000,1.000,117,12.181,16.368,7.736,18,0.010,1.000,1.000,16,-0.335,1.001,1.000,14,1.207,3.000,1.000
225,114,12.967,7.368,1.050,40,3.842,10.000,5.000,44,0.223,2.136,2.000,9,0.002,0.000,0.000,65,6.503,12.521,4.000,12,0.460,2.000,2.000,16,4.478,2.370,0.000,10,-1.492,0.018,1.000
226,196,16.144,14.370,6.289,42,2.301,3.154,3.000,54,13.094,11.018,2.000,9,-0.395,1.000,1.368,23,1.309,1.000,0.000,35,-1.812,0.000,1.000,24,1.458,4.000,1.000,45,1.075,5.000,2.000
227,53,-0.264,1.018,0.000,1,-0.142,0.000,0.000,12,4.278,4.000,0.000,2,2.031,1.000,0.000,9,2.450,1.000,0.000,42,5.797,2.000,0.000,4,2.197,1.000,0.000,5,0.561,1.000,0.000
228,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
229,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
230,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
231,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
232,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
