,cluster0,,,cluster1,,,cluster2,,,cluster3,,,cluster4,,
date,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
2015-06-30,56,-4.052,4,4,2,-1.488,0,1,8,0.717,0,0,7,2.319,1,0,8,2.574,2,0
2015-07-01,51,13.684,5,0,3,1.520,1,0,8,-2.866,0,1,11,1.754,2,0,14,8.396,4,0
2015-07-02,53,10.651,5,1,9,1.530,1,0,10,2.314,2,1,6,1.331,0,0,9,-1.193,1,1
2015-07-03,62,9.435,10,1,6,1.877,2,0,17,4.278,2,0,31,0.040,3,0,8,-0.480,0,0
2015-07-04,80,21.383,17,1,11,6.255,4,0,8,1.526,2,1,67,17.913,15,2,11,8.790,6,0
2015-07-05,62,21.602,11,2,10,1.445,2,0,13,8.378,4,0,61,13.264,12,1,13,2.602,1,0
2015-07-06,45,11.948,2,0,6,-1.851,0,1,2,-1.715,0,1,12,-0.108,0,0,3,2.258,1,0
2015-07-07,53,-1.004,4,2,5,5.020,3,0,12,3.986,2,0,29,10.149,6,0,5,0.593,1,0
2015-07-08,25,3.848,3,0,7,-1.453,0,2,9,-0.108,1,0,28,12.225,9,1,8,5.549,2,0
2015-07-09,69,6.749,10,7,4,-0.139,1,1,5,0.110,0,0,20,1.200,2,0,8,1.962,3,1
2015-07-10,83,0.442,8,7,2,-0.629,1,1,6,-1.922,0,1,34,4.855,7,3,5,-1.598,0,1
2015-07-11,113,10.192,16,5,6,4.268,2,0,6,-1.595,1,1,27,6.476,6,0,7,1.946,2,0
2015-07-12,67,-1.004,7,5,6,3.180,2,0,13,0.253,1,0,36,-1.012,1,1,5,2.108,1,0
2015-07-13,78,-1.204,8,5,4,-0.004,0,1,6,3.632,2,1,36,14.505,9,1,8,1.967,3,0
2015-07-14,40,11.162,6,0,5,3.700,3,0,8,-0.426,0,0,7,-0.533,1,1,12,5.139,4,0
2015-07-15,33,7.570,3,0,6,1.620,2,0,4,0.962,1,0,4,-0.160,0,0,7,3.684,4,1
2015-07-16,55,-6.253,5,8,14,1.476,1,0,5,2.766,1,0,5,1.519,0,0,11,1.068,1,0
2015-07-17,46,-7.684,3,4,5,5.248,3,0,8,3.939,3,0,5,3.512,2,0,28,6.512,4,0
2015-07-18,75,17.291,10,2,11,4.694,1,0,15,7.467,5,1,11,2.533,3,1,21,4.407,4,1
2015-07-19,15,4.220,4,1,4,0.859,0,0,8,0.373,1,0,6,1.957,1,0,9,1.761,2,0
2015-07-20,31,2.626,2,1,2,-0.284,0,0,8,-2.444,0,1,3,0.323,0,0,7,2.024,0,1
2015-07-21,52,11.521,3,0,10,1.846,1,0,10,-2.944,0,1,4,0.724,1,0,17,1.222,1,1
2015-07-22,32,8.569,5,0,4,1.619,1,0,7,1.196,0,0,7,0.567,3,2,8,1.682,0,0
2015-07-23,50,21.510,9,2,7,0.982,1,1,12,1.104,0,0,16,1.062,2,1,12,2.926,3,0
2015-07-24,56,11.277,6,0,7,5.105,3,0,11,2.758,2,0,37,3.118,3,1,9,3.828,1,0
2015-07-25,33,9.667,6,0,11,0.998,0,0,9,0.913,1,0,33,11.046,7,1,17,-0.967,1,2
2015-07-26,27,1.991,2,0,4,-0.284,0,0,7,-0.476,0,0,33,5.666,5,1,13,3.110,3,0
2015-07-27,20,3.224,1,0,2,1.537,1,0,0,0.000,0,0,3,0.355,1,0,25,7.585,7,1
2015-07-28,18,0.794,0,1,1,-0.142,0,0,1,-0.142,0,0,0,0.000,0,0,12,1.214,2,2
2015-07-29,12,0.308,0,0,6,-1.208,0,1,5,-1.832,0,1,6,0.398,1,0,20,-1.507,2,3
2015-07-30,17,3.742,3,0,0,0.000,0,0,3,1.868,1,0,2,0.561,0,0,15,0.929,2,2
2015-07-31,1,-0.579,0,0,1,-0.142,0,0,0,0.000,0,0,2,-0.284,0,0,0,0.000,0,0
2015-08-01,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-08-02,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-08-03,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-08-04,15,4.646,3,0,2,-0.359,0,0,2,0.749,0,0,7,3.597,2,0,4,0.752,0,0
2015-08-05,22,2.477,3,0,1,-0.739,0,0,1,-0.142,0,0,12,2.745,3,1,9,0.486,0,0
2015-08-06,10,0.838,1,1,0,0.000,0,0,1,0.376,0,0,8,1.533,2,0,14,0.058,1,1
2015-08-07,19,5.911,4,0,2,-1.215,0,1,1,-0.142,0,0,8,-0.157,0,1,6,0.639,1,0
2015-08-08,3,1.427,1,0,1,-0.142,0,0,2,-0.664,0,0,8,-0.103,0,0,5,1.938,1,0
2015-08-09,4,-0.071,0,0,1,-0.142,0,0,2,-1.073,0,0,0,0.000,0,0,0,0.000,0,0
2015-08-10,6,-0.852,0,0,0,0.000,0,0,1,0.245,0,0,0,0.000,0,0,0,0.000,0,0
2015-08-11,3,0.074,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-08-12,21,0.859,1,0,0,0.000,0,0,2,0.962,1,0,4,0.113,2,1,8,-1.222,1,1
2015-08-13,34,1.255,2,0,4,-1.662,0,1,8,0.728,1,1,2,0.515,0,0,7,-0.103,1,1
2015-08-14,72,11.741,6,1,6,2.844,1,0,7,5.177,2,0,6,3.969,3,0,22,7.257,4,0
2015-08-15,40,-1.478,2,2,2,0.422,0,0,5,1.865,1,0,8,0.483,1,0,33,8.704,6,2
2015-08-16,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-08-17,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-08-18,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-08-19,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-08-20,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-08-21,42,5.021,4,1,6,0.330,1,0,2,0.742,0,0,43,8.979,7,1,14,0.741,0,0
2015-08-22,61,5.257,5,2,3,3.170,1,0,15,-2.736,1,2,61,20.291,18,6,15,-1.331,0,0
2015-08-23,59,-0.673,4,2,7,2.897,2,0,11,-3.682,0,1,29,11.004,8,0,85,21.192,19,3
2015-08-24,63,5.568,7,3,19,3.496,5,1,7,2.421,1,0,42,13.870,12,5,23,4.068,5,1
2015-08-25,82,19.358,10,1,13,0.706,2,1,10,2.205,1,0,10,3.574,3,0,18,-3.977,1,2
2015-08-26,40,4.493,3,2,10,1.524,1,0,4,0.160,0,0,3,1.704,1,0,14,0.438,0,1
2015-08-27,54,4.681,5,1,15,7.218,5,0,4,2.681,1,0,4,2.035,1,0,4,0.621,1,0
2015-08-28,59,7.237,9,2,23,6.919,6,2,5,-1.151,1,1,18,-1.787,2,2,12,0.031,3,3
2015-08-29,71,7.511,7,2,20,0.006,2,1,8,0.589,1,1,35,7.835,7,0,25,0.103,2,0
2015-08-30,39,1.084,2,0,20,2.309,3,1,14,2.825,3,2,46,1.669,6,3,13,-4.084,1,2
2015-08-31,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-09-01,48,6.626,5,1,8,-2.380,0,0,3,-0.426,0,0,2,-1.140,0,0,19,6.275,3,1
2015-09-02,43,-2.416,3,3,12,-3.580,0,2,4,-0.118,0,0,5,-3.452,0,1,8,1.896,2,1
2015-09-03,82,4.038,5,4,18,7.670,4,0,11,-1.211,1,1,8,-0.076,0,1,28,5.223,4,0
2015-09-04,67,5.484,2,2,16,7.365,5,0,8,-1.234,2,2,10,0.990,0,0,55,4.856,10,6
2015-09-05,68,5.616,5,4,15,6.177,4,1,12,4.569,4,0,15,6.920,4,0,70,12.150,10,3
2015-09-06,33,8.898,4,0,17,4.712,4,1,8,-1.609,0,1,3,3.761,3,0,32,7.287,6,0
2015-09-07,39,3.695,3,1,18,-1.151,0,1,16,0.047,1,1,14,-6.819,0,3,34,2.121,4,2
2015-09-08,22,4.651,1,0,5,0.543,1,1,6,3.518,1,0,4,-1.179,0,0,13,1.970,0,0
2015-09-09,16,4.134,2,0,4,1.779,2,1,1,-0.142,0,0,1,-0.142,0,0,5,0.824,1,0
2015-09-10,21,1.445,1,0,7,0.429,0,0,2,-0.281,0,0,13,0.982,3,2,8,1.207,1,0
2015-09-11,12,5.422,3,0,3,2.574,1,0,0,0.000,0,0,4,-0.568,0,0,0,0.000,0,0
2015-09-12,17,-0.488,1,1,3,0.518,0,0,4,-1.705,0,1,2,1.339,1,0,1,0.809,0,0
2015-09-13,25,3.940,3,0,5,3.910,2,0,11,3.075,2,0,30,2.909,2,0,9,-0.096,1,0
2015-09-14,29,8.919,5,0,5,3.159,2,0,2,-0.327,1,1,3,0.391,0,0,5,0.796,0,0
2015-09-15,30,7.327,7,1,3,-2.011,0,2,2,-0.284,0,0,19,3.254,4,0,8,1.902,0,0
2015-09-16,14,2.631,2,0,1,-0.142,0,0,5,-0.710,0,0,14,5.186,1,0,7,0.784,2,0
2015-09-17,15,-0.838,2,1,1,-0.142,0,0,0,0.000,0,0,11,6.650,5,1,5,0.948,1,0
2015-09-18,4,-0.568,0,0,0,0.000,0,0,2,0.355,0,0,0,0.000,0,0,1,-0.142,0,0
2015-09-19,21,8.530,3,0,3,0.334,0,0,2,0.295,0,0,9,0.613,2,1,11,0.472,1,0
2015-09-20,9,2.848,2,1,2,1.807,1,0,2,0.426,0,0,3,1.402,1,0,20,0.742,2,1
2015-09-21,58,8.084,4,1,17,5.233,3,1,2,1.513,1,0,5,1.501,0,0,36,1.950,7,4
2015-09-22,70,16.054,7,2,12,3.109,4,1,9,-1.463,0,1,2,-0.284,0,0,18,3.320,4,1
2015-09-23,63,17.713,6,1,8,-0.199,0,0,4,-1.854,0,1,9,1.626,2,1,9,0.685,2,1
2015-09-24,42,1.098,3,0,7,3.146,2,1,3,1.551,2,0,9,0.787,1,1,14,3.602,3,0
2015-09-25,46,8.754,7,0,12,1.575,2,1,3,0.092,0,0,4,1.718,1,0,23,0.411,2,1
2015-09-26,41,10.013,7,1,8,2.595,1,0,16,3.392,5,1,9,2.065,3,1,10,1.889,1,0
2015-09-27,63,3.742,7,2,28,-0.096,2,1,14,5.534,3,0,6,-1.815,0,1,48,3.382,6,3
2015-09-28,39,0.950,4,0,16,5.542,4,0,4,1.342,1,0,22,1.647,3,2,7,-3.498,0,1
2015-09-29,30,2.132,1,0,5,0.785,0,0,4,2.972,1,0,26,-3.345,2,4,13,-4.021,1,2
2015-09-30,31,-3.180,2,3,9,0.355,1,1,8,0.446,1,2,24,4.424,5,0,11,3.106,2,1
2015-10-01,35,6.994,6,1,5,0.009,1,1,7,0.798,3,2,27,2.320,3,2,45,2.172,5,2
2015-10-02,41,2.225,2,0,12,2.949,1,0,7,-0.263,0,0,29,-0.978,2,0,116,2.170,15,9
2015-10-03,39,2.026,2,1,17,4.240,3,1,16,1.959,4,2,32,2.496,4,1,12,0.060,0,0
2015-10-04,55,18.923,12,1,25,5.854,7,3,16,0.378,3,2,64,16.417,15,5,12,-4.315,0,2
2015-10-05,52,-2.813,4,5,10,1.068,1,0,5,4.427,2,0,10,4.719,4,0,15,2.621,2,0
2015-10-06,21,5.951,3,0,4,3.000,2,1,4,0.756,0,0,7,2.024,2,0,10,2.933,3,1
2015-10-07,26,0.190,3,0,6,-0.369,0,0,2,1.619,1,0,38,2.225,6,1,3,4.662,3,0
2015-10-08,55,7.587,8,1,9,5.933,2,0,8,4.853,3,0,82,0.514,9,4,14,0.912,2,1
2015-10-09,27,7.253,4,0,13,-4.117,0,3,8,-0.458,2,2,2,0.525,1,0,13,2.283,2,1
2015-10-10,52,16.131,10,2,21,8.465,7,1,6,-0.626,0,1,3,-0.426,0,0,47,10.779,12,3
2015-10-11,45,5.144,3,0,14,6.270,2,0,15,3.206,3,0,5,-2.202,0,1,7,1.742,2,1
2015-10-12,41,13.455,7,1,16,7.124,4,0,7,4.292,3,0,4,0.564,1,1,14,4.900,3,0
2015-10-13,17,8.099,3,0,0,0.000,0,0,2,0.817,0,0,4,1.370,0,0,3,2.169,1,0
2015-10-14,20,6.112,1,1,2,-0.284,0,0,6,2.390,2,0,0,0.000,0,0,7,1.377,1,0
2015-10-15,7,1.302,1,0,1,0.735,0,0,1,-0.142,0,0,0,0.000,0,0,1,-0.142,0,0
2015-10-16,9,2.663,2,0,2,3.182,2,0,3,1.392,1,0,1,1.094,1,0,3,1.758,1,0
2015-10-17,21,1.374,3,1,3,0.252,0,0,7,0.585,0,1,2,-0.284,0,0,7,-0.011,0,0
2015-10-18,21,7.335,4,0,2,1.342,0,0,4,2.254,1,0,4,1.544,1,0,28,2.345,3,0
2015-10-19,23,3.874,2,1,3,2.386,1,0,1,-0.142,0,0,1,0.309,0,0,16,0.450,2,1
2015-10-20,24,15.514,6,0,3,-0.426,0,0,3,-2.806,0,1,1,-0.142,0,0,8,-0.647,2,1
2015-10-21,14,4.367,2,1,5,1.821,0,0,0,0.000,0,0,1,-0.142,0,0,4,-0.142,0,0
2015-10-22,25,-0.813,2,3,6,1.694,1,0,2,-0.284,0,0,0,0.000,0,0,7,1.884,0,0
2015-10-23,25,5.588,2,1,2,1.484,0,0,2,0.287,0,0,2,0.465,0,0,8,2.703,2,0
2015-10-24,6,-0.110,0,0,2,2.144,2,0,3,2.361,2,0,0,0.000,0,0,4,0.731,1,0
2015-10-25,49,8.068,3,0,9,1.229,0,0,15,5.637,4,0,1,0.902,0,0,44,6.460,7,2
2015-10-26,69,0.151,4,4,10,-2.168,0,1,8,3.547,1,0,1,1.491,1,0,14,5.022,2,1
2015-10-27,54,-1.394,4,4,10,-0.132,1,1,9,0.401,1,0,4,0.408,0,0,15,5.588,3,0
2015-10-28,39,-2.876,0,0,16,3.178,2,0,5,2.283,1,0,4,2.027,1,0,17,-1.801,0,2
2015-10-29,76,6.963,5,2,25,-0.726,2,2,7,0.166,1,1,9,1.722,0,0,43,5.881,8,2
2015-10-30,63,14.276,10,1,14,0.656,2,0,6,-2.223,0,1,3,0.280,0,0,31,11.834,8,1
2015-10-31,64,6.356,9,4,11,0.883,2,1,7,-4.340,0,3,2,1.275,0,0,19,-5.377,3,2
2015-11-01,51,1.809,5,1,24,0.410,2,1,29,2.316,6,3,7,-0.625,1,1,91,21.170,16,0
2015-11-02,78,1.823,7,3,13,-3.602,1,1,4,1.160,0,0,2,-0.284,0,0,26,-2.396,2,4
2015-11-03,59,-4.083,4,3,14,1.008,2,1,3,1.150,1,0,4,-0.327,0,0,15,-2.522,1,2
2015-11-04,35,4.305,5,1,9,2.048,1,0,4,0.667,2,1,0,0.000,0,0,8,-5.454,0,3
2015-11-05,50,7.758,8,3,13,-1.876,2,2,7,0.077,1,0,4,1.629,1,0,5,-0.643,0,0
2015-11-06,53,9.413,8,2,9,-0.018,1,1,8,-1.961,0,1,3,0.614,0,0,8,-0.810,0,2
2015-11-07,15,1.336,1,0,9,-0.161,0,1,2,1.928,1,0,4,0.312,0,0,12,-1.744,1,2
